codgeo,libgeo,code_epci,n_gares,n_equipements,n_carreaux,pop_insee,pct_habitat_gare_3,pct_equipements_gare_3
39310,Mantry,200069615,0,6,48,464,0.0,0.0
39312,Marigna-sur-Valouse,200012060,0,1,13,103,,
39313,Marigny,243900719,0,2,24,228,,
39314,Marnézia,243901071,0,1,5,66,,
39315,Marnoz,200071595,0,2,27,320,0.0,0.0
39317,La Marre,200069615,0,4,21,352,0.0,0.0
39318,Martigna,243900412,0,1,16,215,,
39319,Mathenay,200071595,0,1,9,122,0.0,0.0
39320,Maynal,200072056,0,2,29,299,0.0,0.0
39321,Menétru-le-Vignoble,200069615,0,1,14,148,91.89,100.0
39322,Menétrux-en-Joux,243900719,0,2,12,62,,
39323,Menotey,200010650,0,4,17,292,0.0,0.0
39324,Mérona,243901071,0,1,2,5,,
39325,Mesnay,200071595,0,2,11,320,74.8,100.0
39326,Mesnois,243900719,0,2,18,152,,
39327,Messia-sur-Sorne,200071116,0,7,26,768,69.77,85.71
39328,Meussia,243900412,0,3,20,422,,
39329,Mièges,200069623,0,1,18,143,0.0,0.0
39330,Miéry,200071595,0,1,11,142,87.68,100.0
39331,Mignovillard,200069623,0,11,61,892,0.0,0.0
39333,Moirans-en-Montagne,243900412,0,31,61,1956,,
39334,Moiron,200071116,0,1,5,110,0.0,0.0
39335,Moissey,200010650,0,8,22,514,0.0,0.0
39336,Molain,200071595,0,1,10,118,0.0,0.0
39337,Molamboz,200071595,0,1,10,74,0.0,0.0
39338,Molay,243901089,0,4,21,492,,
39339,Chassal-Molinges,200026573,0,12,37,1026,0.0,0.0
39342,Monay,200071595,0,1,7,116,0.0,0.0
39343,Monnetay,200012060,0,1,2,12,,
39344,Monnet-la-Ville,200069623,0,5,21,290,0.0,0.0
39345,Monnières,200010650,0,2,13,382,100.0,100.0
39346,Montagna-le-Reconduit,200072056,0,2,13,100,0.0,0.0
39348,Montaigu,200071116,0,4,17,311,99.36,100.0
39349,Montain,200069615,0,5,18,444,0.0,0.0
39350,Montbarrey,243900420,1,3,22,281,100.0,100.0
39351,Montcusel,243900412,0,1,14,149,,
39352,Monteplain,243900560,0,1,7,126,100.0,100.0
39353,Montfleur,200012060,0,2,22,159,,
39354,Montholier,200071595,0,3,32,339,0.0,0.0
39355,Montigny-lès-Arsures,200071595,0,2,21,232,99.14,100.0
39356,Montigny-sur-l'Ain,200069623,0,3,14,159,0.0,0.0
39359,Montmarlon,200071595,0,1,4,27,0.0,0.0
39360,Montmirey-la-Ville,243900560,0,3,9,151,0.0,0.0
39361,Montmirey-le-Château,243900560,0,3,14,194,0.0,0.0
39362,Montmorot,200071116,0,37,85,2535,90.93,89.19
39363,Montrevel,200012060,0,1,12,84,,
39364,Montrond,200069623,0,7,28,490,0.0,0.0
39365,Mont-sous-Vaudrey,243900420,0,18,39,1070,0.0,0.0
39366,Mont-sur-Monnet,200069623,0,2,18,213,0.0,0.0
39367,Morbier,243900479,1,14,141,2295,91.53,100.0
39368,Hauts de Bienne,243900479,1,43,82,4498,89.12,95.35
39370,Mouchard,243900420,1,15,29,751,100.0,100.0
39372,Mournans-Charbonny,200069623,0,1,13,91,0.0,0.0
39373,Les Moussières,200026573,0,6,30,155,0.0,0.0
39375,Moutonne,243901071,0,1,10,128,,
39376,Moutoux,200069623,0,1,6,82,0.0,0.0
39377,Mutigney,243900560,0,1,18,165,0.0,0.0
39378,Les Trois-Châteaux,200072056,0,3,70,716,62.64,100.0
39379,Nance,200069615,0,1,38,438,0.0,0.0
39380,Nancuise,243901071,0,1,8,40,,
39381,Les Nans,200069623,0,1,13,93,0.0,0.0
39385,Neublans-Abergement,243901089,0,3,67,447,,
39386,Neuvilley,200071595,0,1,9,82,0.0,0.0
39387,Nevy-lès-Dole,200010650,0,1,17,246,0.0,0.0
39388,Nevy-sur-Seille,200069615,0,2,19,212,27.36,0.0
39389,Ney,200069623,0,5,27,462,98.92,80.0
39390,Nogna,243901071,0,3,13,312,,
39391,Nozeroy,200069623,0,17,12,337,0.0,0.0
39392,Offlanges,243900560,0,1,11,202,0.0,0.0
39393,Onglières,200069623,0,1,7,64,0.0,0.0
39394,Onoz,243901071,0,1,10,64,,
39396,Orchamps,243900560,1,9,31,957,100.0,100.0
39397,Orgelet,243901071,0,29,60,1480,,
39398,Ougney,243900560,0,2,21,358,0.0,0.0
39399,Ounans,243900420,0,7,35,336,0.0,0.0
39400,Our,243900560,0,1,8,122,100.0,100.0
39401,Oussières,200071595,0,1,22,228,0.0,0.0
39402,Pagney,243900560,0,9,17,398,0.0,0.0
39403,Pagnoz,243900420,0,1,13,184,100.0,100.0
39404,Pannessières,200071116,0,4,21,448,0.0,0.0
39405,Parcey,200010650,0,13,40,986,0.0,0.0
39406,Le Pasquier,200069623,0,4,23,285,0.0,0.0
39407,Passenans,200069615,0,6,13,308,0.0,0.0
39408,Patornay,243900719,0,1,6,137,,
39409,Peintre,200010650,0,2,8,140,0.0,0.0
39411,Perrigny,200071116,0,19,25,1074,97.67,100.0
39412,Peseux,200010650,0,1,19,284,0.0,0.0
39413,La Pesse,200026573,0,7,58,308,0.0,0.0
39415,Petit-Noir,243901089,0,5,68,1042,,
39418,Picarreau,200071595,0,1,10,92,0.0,0.0
39419,Pillemoine,200069623,0,1,7,49,0.0,0.0
39420,Pimorin,243901071,0,2,26,216,,
39421,Le Pin,200071116,0,3,16,252,0.0,0.0
39422,Plainoiseau,200069615,0,7,26,512,0.0,0.0
39423,Plaisia,243901071,0,1,11,98,,
39424,Les Planches-en-Montagne,200069623,0,2,25,160,0.0,0.0
39425,Les Planches-près-Arbois,200071595,0,1,4,75,0.0,0.0
39426,Plasne,200071595,0,3,17,174,0.0,0.0
39427,Plénise,200069623,0,1,4,63,0.0,0.0
39428,Plénisette,200069623,0,1,4,30,0.0,0.0
39429,Pleure,243901089,0,4,46,360,,
39430,Plumont,243900560,0,1,7,106,0.0,0.0
39431,Poids-de-Fiole,243901071,0,4,17,306,,
39432,Pointre,200010650,0,1,11,120,0.0,0.0
39434,Poligny,200071595,1,49,77,3156,100.0,100.0
39435,Pont-de-Poitte,243900719,0,11,28,504,,
39436,Pont-d'Héry,200071595,0,2,30,131,0.0,0.0
39437,Pont-du-Navoy,200069623,0,4,25,230,0.0,0.0
39439,Port-Lesney,243900420,0,7,33,526,15.95,42.86
39441,Prémanon,243900354,0,6,85,1188,,
39443,Présilly,243901071,0,1,13,122,,
39444,Pretin,200071595,0,1,5,46,0.0,0.0
39445,Publy,200071116,0,3,29,278,0.0,0.0
39446,Pupillin,200071595,0,2,14,246,0.0,0.0
39447,Quintigny,200069615,0,2,18,293,0.0,0.0
39448,Rahon,243901089,0,5,29,444,,
39449,Rainans,200010650,0,1,12,291,0.0,0.0
39451,Ranchot,243900560,1,6,13,469,100.0,100.0
39452,Rans,243900560,0,2,16,424,100.0,100.0
39453,Ravilloles,200026573,0,2,18,416,0.0,0.0
39454,Recanoz,200069615,0,2,20,74,0.0,0.0
39455,Reithouse,243901071,0,1,7,52,,
39456,Relans,200069615,0,2,26,354,0.0,0.0
39457,Les Repôts,200069615,0,1,10,44,0.0,0.0
39458,Revigny,200071116,0,2,18,227,0.0,0.0
39460,La Rixouse,200026573,0,3,14,166,0.0,0.0
39461,Rix,200069623,0,1,11,71,0.0,0.0
39462,Rochefort-sur-Nenon,200010650,0,13,32,590,0.0,0.0
39463,Rogna,200026573,0,1,15,224,0.0,0.0
39464,Romain,243900560,0,3,19,230,0.0,0.0
39465,Romange,200010650,0,1,12,178,0.0,0.0
39466,Rosay,200072056,0,1,18,115,0.0,0.0
39467,Rotalier,200072056,0,1,16,153,0.0,0.0
39468,Rothonay,243901071,0,2,17,128,,
39469,Rouffange,243900560,0,1,10,115,0.0,0.0
39470,Les Rousses,243900354,0,34,180,3466,,
39471,Ruffey-sur-Seille,200069615,0,9,50,678,0.0,0.0
39472,Rye,200069615,0,1,38,192,0.0,0.0
39473,Saffloz,243900719,0,1,8,89,,
39474,Sainte-Agnès,200072056,0,2,24,284,0.0,0.0
39475,Saint-Amour,200072056,1,32,92,2072,100.0,100.0
39476,Saint-Aubin,200010650,0,18,87,1832,0.0,0.0
39477,Saint-Baraing,243901089,0,2,22,184,,
39478,Saint-Claude,200026573,1,78,205,8073,88.52,93.59
39479,Saint-Cyr-Montmalin,200071595,0,1,26,257,0.0,0.0
39480,Saint-Didier,200071116,0,4,12,208,0.0,0.0
39481,Saint-Germain-en-Montagne,200069623,0,3,16,398,0.0,0.0
39485,Val Suran,200012060,0,13,79,730,,
39486,Saint-Lamain,200069615,0,1,12,108,0.0,0.0
39487,Saint-Laurent-en-Grandvaux,243900610,1,29,74,1778,100.0,100.0
39489,Saint-Lothain,200071595,1,3,28,440,100.0,100.0
39490,Saint-Loup,243901089,0,3,20,222,,
39491,Coteaux du Lizon,200026573,0,22,75,2128,0.0,0.0
39492,Saint-Maur,243901071,0,2,14,168,,
39493,Saint-Maurice-Crillat,243900719,0,1,24,228,,
39494,Saint-Pierre,243900610,0,5,39,352,67.38,100.0
39495,Saint-Thiébaud,200071595,0,1,7,59,0.0,0.0
39497,Saizenay,200071595,0,1,9,79,0.0,0.0
39498,Salans,243900560,0,3,36,593,0.0,0.0
39499,Saligney,243900560,0,1,13,187,0.0,0.0
39500,Salins-les-Bains,200071595,0,38,88,1756,0.0,0.0
39501,Sampans,200010650,0,7,30,1140,0.0,0.0
39502,Santans,243900420,0,3,24,268,100.0,100.0
39503,Sapois,200069623,0,2,18,435,100.0,100.0
39504,Sarrogna,243901071,0,2,34,248,,
39505,Saugeot,243900719,0,1,10,53,,
39507,Séligney,243901089,0,1,12,64,,
39508,Sellières,200069615,0,11,34,702,0.0,0.0
39510,Septmoncel les Molunes,200026573,0,7,112,748,0.0,0.0
39511,Sergenaux,200069615,0,1,10,64,0.0,0.0
39512,Sergenon,200069615,0,1,12,48,0.0,0.0
39513,Sermange,243900560,0,4,17,240,0.0,0.0
39514,Serre-les-Moulières,243900560,0,2,17,203,0.0,0.0
39517,Sirod,200069623,0,6,35,528,0.0,0.0
39518,Songeson,243900719,0,1,10,72,,
39519,Soucia,243900719,0,1,15,190,,
39520,Souvans,243900420,0,4,46,490,0.0,0.0
39522,Supt,200069623,0,2,14,104,92.27,100.0
39523,Syam,200069623,0,1,13,205,0.0,0.0
39525,Tassenières,243901089,0,4,27,354,,
39526,Tavaux,200010650,0,44,78,3740,0.0,0.0
39527,Taxenne,243900560,0,1,9,132,0.0,0.0
39528,Thervay,243900560,0,4,30,386,0.0,0.0
39529,Thésy,200071595,0,1,9,67,0.0,0.0
39530,Thoirette-Coisia,200012060,0,11,42,765,,
39531,Thoiria,243900719,0,1,16,179,,
39532,Thoissia,200072056,0,1,4,29,0.0,0.0
39533,Toulouse-le-Château,200069615,0,2,23,197,0.0,0.0
39534,La Tour-du-Meix,243901071,0,2,20,272,,
39535,Tourmont,200071595,0,3,38,411,91.97,66.67
39537,Trenal,200071116,0,2,39,498,0.0,0.0
39538,Uxelles,243900719,0,2,10,63,,
39539,Vadans,200071595,0,6,19,303,0.0,0.0
39540,Valempoulières,200069623,0,1,16,223,0.0,0.0
39543,Vannoz,200069623,0,4,11,188,100.0,75.0
39545,Le Vaudioux,200069623,0,1,15,150,5.98,0.0
39546,Vaudrey,243900420,0,2,23,326,0.0,0.0
39547,Vaux-lès-Saint-Claude,243900412,0,8,27,701,,
39548,Vaux-sur-Poligny,200071595,0,1,7,68,97.06,100.0
39550,Verges,200071116,0,1,16,189,0.0,0.0
39551,Véria,200072056,0,1,12,110,0.0,0.0
39552,Vernantois,200071116,0,3,15,322,0.0,0.0
39553,Le Vernois,200069615,0,1,11,248,0.8,0.0
39554,Vers-en-Montagne,200069623,0,1,13,232,0.0,0.0
39555,Vers-sous-Sellières,200069615,0,1,23,221,0.0,0.0
39556,Vertamboz,243900719,0,1,7,84,,
39557,Vescles,200012060,0,1,19,188,,
39558,Vevy,200071116,0,3,19,304,0.0,0.0
39559,La Vieille-Loye,243900420,0,4,35,307,100.0,100.0
39560,Villard-Saint-Sauveur,200026573,0,2,36,584,85.19,50.0
39561,Villards-d'Héria,243900412,0,3,28,404,,
39565,Villeneuve-d'Aval,243900420,0,1,11,90,0.0,0.0
39567,Villeneuve-sous-Pymont,200071116,0,2,18,256,38.87,100.0
39568,Villerserine,200071595,0,1,8,40,0.0,0.0
39569,Villers-Farlay,243900420,0,3,34,606,0.0,0.0
39570,Villers-les-Bois,200071595,0,2,21,138,0.0,0.0
39571,Villers-Robert,200010650,0,1,21,170,0.0,0.0
39572,Villette-lès-Arbois,200071595,0,1,12,239,100.0,100.0
39573,Villette-lès-Dole,200010650,0,5,26,742,0.0,0.0
39574,Villevieux,200069615,0,3,40,727,0.0,0.0
39575,Le Villey,200069615,0,1,13,90,0.0,0.0
39576,Val-Sonnette,200072056,0,7,75,912,0.0,0.0
39577,Vincent-Froideville,200069615,0,2,54,392,0.0,0.0
39579,Viry,200026573,0,9,57,872,0.0,0.0
39581,Vitreux,243900560,0,1,7,230,0.0,0.0
39582,Voiteur,200069615,0,18,30,664,100.0,100.0
39583,Vosbles-Valfin,200012060,0,1,28,192,,
39584,Vriange,200010650,0,1,10,176,0.0,0.0
39585,Vulvoz,200026573,0,1,6,21,0.0,0.0
39586,Aresches,200071595,0,1,3,26,0.0,0.0
40001,Aire-sur-l'Adour,200030435,0,62,395,5733,,
40002,Amou,244000881,0,18,186,1400,,
40003,Angoumé,244000675,0,1,24,287,0.0,0.0
40004,Angresse,244000865,0,8,88,2328,28.87,12.5
40005,Arboucave,200069649,0,2,31,186,,
40006,Arengosse,244000691,1,7,95,640,90.93,100.0
40007,Argelos,244000881,0,3,45,177,,
40008,Argelouse,200069656,0,1,24,86,0.0,0.0
40011,Arsague,244000881,0,2,54,332,,
40012,Artassenx,244000824,0,2,41,224,,
40013,Arthez-d'Armagnac,244000774,0,1,33,97,,
40014,Arue,200035541,0,2,85,356,,
40015,Arx,200035541,0,1,25,58,,
40016,Aubagnan,200069649,0,2,23,220,,
40017,Audignon,200069649,0,2,63,348,,
40018,Audon,244000766,0,2,61,400,,
40019,Aureilhan,244000543,0,5,73,1010,,
40020,Aurice,200069649,0,4,105,602,,
40021,Azur,244000865,0,7,67,981,0.0,0.0
40022,Bahus-Soubiran,200030435,0,2,64,367,,
40023,Baigts,200069631,0,3,68,272,,
40024,Banos,200069649,0,2,41,221,,
40025,Bascons,244000824,0,7,110,836,,
40026,Bas-Mauco,200069649,0,7,43,379,,
40027,Bassercles,244000881,0,2,33,136,,
40028,Bastennes,244000881,0,3,48,236,,
40029,Bats,200069649,0,4,42,257,,
40030,Baudignan,200035541,0,1,16,39,,
40031,Bégaar,244000766,0,5,136,1200,,
40032,Belhade,200069656,0,3,34,232,0.0,0.0
40033,Bélis,200069656,0,1,45,148,0.0,0.0
40034,Bélus,200069417,0,3,80,581,0.0,0.0
40035,Bénesse-lès-Dax,244000675,0,4,61,522,0.0,0.0
40036,Bénesse-Maremne,244000865,1,14,154,3708,99.3,100.0
40037,Benquet,244000808,0,13,185,1756,0.0,0.0
40038,Bergouey,200069631,0,2,29,110,,
40039,Betbezer-d'Armagnac,200035541,0,1,26,94,,
40040,Beylongue,244000766,0,3,89,408,,
40041,Beyries,244000881,0,1,18,111,,
40042,Biarrotte,244000659,0,3,36,308,0.0,0.0
40043,Bias,244000543,0,7,59,683,,
40044,Biaudos,244000659,0,7,111,1028,0.0,0.0
40046,Biscarrosse,244000873,0,83,507,13888,0.0,0.0
40047,Bonnegarde,244000881,0,2,57,229,,
40049,Bordères-et-Lamensans,244000824,0,2,69,390,,
40050,Bostens,244000808,0,3,32,192,0.0,0.0
40051,Bougue,244000808,0,2,86,827,0.0,0.0
40052,Bourdalat,244000774,0,1,55,208,,
40053,Bourriot-Bergonce,200035541,0,5,86,297,,
40054,Brassempouy,244000881,0,4,46,221,,
40055,Bretagne-de-Marsan,244000808,0,8,107,1436,0.0,0.0
40056,Brocas,200069656,0,6,83,738,0.0,0.0
40057,Buanes,200030435,0,4,31,198,,
40058,Cachen,200035541,0,1,70,225,,
40059,Cagnotte,200069417,0,5,99,757,0.0,0.0
40060,Callen,200069656,0,1,41,134,0.0,0.0
40061,Campagne,244000808,0,7,133,996,0.2,0.0
40062,Campet-et-Lamolère,244000808,0,1,62,492,2.64,0.0
40063,Candresse,244000675,0,5,58,776,0.0,0.0
40064,Canenx-et-Réaut,200069656,0,2,39,164,0.0,0.0
40065,Capbreton,244000865,0,60,192,9360,0.22,1.67
40066,Carcarès-Sainte-Croix,244000766,0,5,89,480,,
40067,Carcen-Ponson,244000766,0,3,104,628,,
40068,Cassen,200069631,0,3,57,562,,
40069,Castaignos-Souslens,244000881,0,5,56,386,,
40070,Castandet,244000824,0,3,72,342,,
40071,Castelnau-Chalosse,244000881,0,4,76,504,,
40072,Castelnau-Tursan,200069649,0,1,43,156,,
40073,Castelner,200069649,0,2,32,103,,
40074,Castel-Sarrazin,244000881,0,3,74,538,,
40075,Castets,244000857,0,31,183,2338,,
40076,Cauna,200069649,0,2,58,356,,
40077,Cauneille,200069417,0,7,98,702,9.91,14.29
40078,Caupenne,200069631,0,5,89,380,,
40079,Cazalis,200069649,0,2,24,114,,
40080,Cazères-sur-l'Adour,244000824,0,10,108,1060,,
40081,Cère,200069656,0,3,55,398,0.0,0.0
40082,Classun,200030435,0,3,37,240,,
40083,Clèdes,200069649,0,1,22,96,,
40084,Clermont,200069631,0,4,96,750,,
40085,Commensacq,200069656,0,5,50,394,0.0,0.0
40086,Coudures,200069649,0,5,65,490,,
40087,Créon-d'Armagnac,200035541,0,4,54,298,,
40088,Dax,244000675,1,136,264,20259,84.01,88.97
40089,Doazit,200069631,0,7,150,790,,
40090,Donzacq,244000881,0,2,74,402,,
40091,Duhort-Bachen,200030435,0,2,127,629,,
40092,Dumes,200069649,0,4,22,210,,
40093,Escalans,200035541,0,1,68,180,,
40094,Escource,200069656,0,8,109,790,0.0,0.0
40095,Estibeaux,200069417,0,3,104,702,0.0,0.0
40096,Estigarde,200035541,0,1,29,90,,
40097,Eugénie-les-Bains,200030435,0,7,73,404,,
40098,Eyres-Moncube,200069649,0,2,71,308,,
40099,Fargues,200069649,0,4,64,280,,
40100,Le Frêche,244000774,0,5,100,337,,
40101,Gaas,200069417,0,1,66,472,0.0,0.0
40102,Gabarret,200035541,0,22,88,1160,,
40103,Gaillères,244000808,0,4,70,628,0.0,0.0
40104,Gamarde-les-Bains,200069631,0,10,180,1496,,
40105,Garein,200069656,0,6,69,392,0.0,0.0
40106,Garrey,200069631,0,2,27,193,,
40108,Gastes,244000873,0,11,62,796,0.0,0.0
40109,Gaujacq,244000881,0,3,99,400,,
40110,Geaune,200069649,0,17,44,582,,
40111,Geloux,244000808,0,6,96,749,2.27,0.0
40112,Gibret,200069631,0,1,14,54,,
40113,Goos,200069631,0,3,74,491,,
40114,Gourbera,244000675,0,1,53,390,0.0,0.0
40115,Gousse,200069631,0,1,17,254,,
40116,Gouts,244000766,0,2,50,264,,
40117,Grenade-sur-l'Adour,244000824,0,26,135,2084,,
40118,Habas,200069417,0,13,154,1338,0.0,0.0
40119,Hagetmau,200069649,0,49,287,4216,,
40120,Hastingues,200069417,0,3,69,564,33.16,33.33
40121,Hauriet,200069631,0,2,58,219,,
40122,Haut-Mauco,200069649,0,9,84,846,,
40123,Herm,244000675,0,9,139,1215,0.0,0.0
40124,Herré,200035541,0,2,36,118,,
40125,Heugas,244000675,0,10,162,1385,0.0,0.0
40126,Hinx,200069631,0,11,138,1834,,
40127,Hontanx,244000774,0,4,114,516,,
40128,Horsarrieu,200069649,0,4,79,616,,
40129,Josse,244000865,0,7,64,946,15.27,14.29
40130,Labastide-Chalosse,200069649,0,1,26,152,,
40131,Labastide-d'Armagnac,200035541,0,7,122,614,,
40132,Labatut,200069417,0,8,157,1354,0.0,0.0
40133,Labenne,244000865,1,40,160,7002,82.28,92.5
40134,Labouheyre,200069656,1,29,100,2518,99.52,100.0
40135,Labrit,200069656,0,10,110,774,0.0,0.0
40136,Lacajunte,200069649,0,2,29,118,,
40137,Lacquy,244000774,0,2,64,264,,
40138,Lacrabe,200069649,0,2,39,219,,
40139,Laglorieuse,244000808,0,5,76,536,0.0,0.0
40140,Lagrange,200035541,0,1,56,168,,
40141,Lahosse,200069631,0,4,59,292,,
40142,Laluque,244000766,0,6,91,1022,,
40143,Lamothe,244000766,0,2,60,274,,
40144,Larbey,200069631,0,2,51,242,,
40145,Larrivière-Saint-Savin,244000824,0,3,81,490,,
40146,Latrille,200030435,0,2,35,142,,
40147,Laurède,200069631,0,7,51,345,,
40148,Lauret,200069649,0,1,21,66,,
40149,Lencouacq,200035541,0,4,68,377,,
40150,Léon,244000857,0,17,179,2244,,
40151,Lesgor,244000766,0,4,65,460,,
40152,Lesperon,244000691,0,9,106,973,0.0,0.0
40153,Le Leuy,244000766,0,2,48,230,,
40154,Lévignacq,244000857,0,5,59,358,,
40155,Linxe,244000857,0,9,126,1627,,
40156,Liposthey,200069656,0,8,46,540,0.0,0.0
40157,Lit-et-Mixe,244000857,0,18,188,1738,,
40158,Losse,200035541,0,5,86,258,,
40159,Louer,200069631,0,3,24,284,,
40160,Lourquen,200069631,0,3,42,186,,
40161,Lubbon,200035541,0,1,31,78,,
40162,Lucbardez-et-Bargues,244000808,0,3,62,526,0.0,0.0
40163,Lüe,244000873,0,4,87,540,0.0,0.0
40164,Retjons,200035541,0,5,72,250,,
40165,Luglon,200069656,0,3,68,334,0.0,0.0
40166,Lussagnet,244000824,0,1,18,64,,
40167,Luxey,200069656,0,5,102,517,0.0,0.0
40168,Magescq,244000865,0,13,205,2508,0.0,0.0
40169,Maillas,200035541,0,2,33,110,,
40170,Maillères,200069656,0,2,44,216,0.0,0.0
40171,Mano,200069656,0,1,34,132,0.0,0.0
40172,Mant,200069649,0,4,63,275,,
40173,Marpaps,244000881,0,2,23,130,,
40174,Mauries,200069649,0,1,14,66,,
40175,Maurrin,244000824,0,2,68,408,,
40176,Mauvezin-d'Armagnac,200035541,0,2,18,83,,
40177,Maylis,200069631,0,3,61,246,,
40178,Mazerolles,244000808,0,3,77,599,0.0,0.0
40179,Mées,244000675,0,10,103,1982,0.0,0.0
40180,Meilhan,244000766,0,7,157,1142,,
40181,Messanges,244000865,0,12,100,1102,0.0,0.0
40182,Mézos,244000543,0,7,145,784,,
40183,Mimbaste,200069417,0,5,158,942,0.0,0.0
40184,Mimizan,244000543,0,59,328,6775,,
40185,Miramont-Sensacq,200069649,0,4,74,308,,
40186,Misson,200069417,0,2,120,720,0.0,0.0
40187,Moliets-et-Maa,244000865,0,14,129,1394,0.0,0.0
40188,Momuy,200069649,0,4,71,470,,
40189,Monget,200069649,0,1,18,64,,
40190,Monségur,200069649,0,5,72,364,,
40191,Montaut,200069649,0,6,102,536,,
40192,Mont-de-Marsan,244000808,1,161,412,25782,80.77,81.37
40193,Montégut,244000774,0,1,14,72,,
40194,Montfort-en-Chalosse,200069631,0,20,98,948,,
40195,Montgaillard,200069649,0,2,94,508,,
40196,Montsoué,200069649,0,2,100,503,,
40197,Morcenx-la-Nouvelle,244000691,1,47,308,4346,84.86,93.62
40198,Morganx,200069649,0,1,36,144,,
40199,Mouscardès,200069417,0,4,45,244,0.0,0.0
40200,Moustey,200069656,0,6,113,570,0.0,0.0
40201,Mugron,200069631,0,23,166,1220,,
40202,Narrosse,244000675,0,19,140,3043,10.68,15.79
40203,Nassiet,244000881,0,4,55,318,,
40204,Nerbis,200069631,0,3,34,202,,
40205,Nousse,200069631,0,3,33,183,,
40206,Oeyregave,200069417,0,1,25,301,93.69,100.0
40207,Oeyreluy,244000675,0,9,45,1129,0.0,0.0
40208,Onard,200069631,0,4,45,372,,
40209,Ondres,244000659,1,15,146,6140,100.0,100.0
40210,Onesse-Laharie,244000691,0,8,126,906,0.0,0.0
40211,Orist,200069417,0,6,83,730,0.0,0.0
40212,Orthevielle,200069417,0,7,67,1028,66.75,71.43
40213,Orx,244000865,0,4,76,640,77.81,100.0
40214,Ossages,200069417,0,3,105,497,0.0,0.0
40215,Ousse-Suzan,244000691,0,2,61,258,35.59,0.0
40216,Ozourt,200069631,0,2,26,156,,
40217,Parentis-en-Born,244000873,0,35,308,6704,0.0,0.0
40218,Parleboscq,200035541,0,2,115,376,,
40219,Payros-Cazautets,200069649,0,1,20,86,,
40220,Pécorade,200069649,0,2,23,92,,
40221,Perquie,244000774,0,3,77,274,,
40222,Pey,200069417,0,10,98,785,0.0,0.0
40223,Peyre,200069649,0,4,52,212,,
40224,Peyrehorade,200069417,1,44,168,3436,99.68,100.0
40225,Philondenx,200069649,0,1,37,140,,
40226,Pimbo,200069649,0,3,45,176,,
40227,Pissos,200069656,0,13,136,1323,0.0,0.0
40228,Pomarez,244000881,0,17,198,1524,,
40229,Pontenx-les-Forges,244000543,0,6,158,1608,,
40230,Pontonx-sur-l'Adour,244000766,0,22,211,2836,,
40231,Port-de-Lanne,200069417,0,5,73,1166,0.0,0.0
40232,Poudenx,200069649,0,4,39,188,,
40233,Pouillon,200069417,0,26,402,3057,0.0,0.0
40234,Pouydesseaux,244000808,0,5,114,810,0.0,0.0
40235,Poyanne,200069631,0,5,91,655,,
40236,Poyartin,200069631,0,5,104,700,,
40237,Préchacq-les-Bains,200069631,0,2,60,644,,
40238,Pujo-le-Plan,244000774,0,3,108,524,,
40239,Puyol-Cazalet,200069649,0,1,22,90,,
40240,Renung,200030435,0,2,95,478,,
40242,Rimbez-et-Baudiets,200035541,0,2,24,70,,
40243,Rion-des-Landes,244000766,0,23,274,3058,,
40244,Rivière-Saas-et-Gourby,244000675,0,5,103,1268,0.0,0.0
40245,Roquefort,200035541,0,25,89,1649,,
40246,Sabres,200069656,0,16,154,1042,0.0,0.0
40247,Saint-Agnet,200030435,0,1,36,137,,
40248,Saint-André-de-Seignanx,244000659,0,10,153,1931,0.0,0.0
40249,Saint-Aubin,200069631,0,5,80,428,,
40250,Saint-Avit,244000808,0,7,70,676,0.0,0.0
40251,Saint-Barthélemy,244000659,0,2,33,362,0.0,0.0
40252,Sainte-Colombe,200069649,0,4,85,574,,
40253,Saint-Cricq-Chalosse,200069649,0,3,95,541,,
40254,Saint-Cricq-du-Gave,200069417,0,1,52,430,0.0,0.0
40255,Saint-Cricq-Villeneuve,244000774,0,5,67,422,,
40256,Saint-Étienne-d'Orthe,200069417,0,4,77,712,0.0,0.0
40257,Sainte-Eulalie-en-Born,244000873,0,7,125,1272,0.0,0.0
40258,Sainte-Foy,244000774,0,4,35,236,,
40259,Saint-Gein,244000774,0,3,78,350,,
40260,Saint-Geours-d'Auribat,200069631,0,4,42,388,,
40261,Saint-Geours-de-Maremne,244000865,1,21,209,3020,95.4,85.71
40262,Saint-Gor,200035541,0,2,73,309,,
40263,Saint-Jean-de-Lier,200069631,0,2,44,372,,
40264,Saint-Jean-de-Marsacq,244000865,0,6,159,1823,0.44,0.0
40265,Saint-Julien-d'Armagnac,200035541,0,1,40,99,,
40266,Saint-Julien-en-Born,244000857,0,18,192,1810,,
40267,Saint-Justin,200035541,0,8,171,858,,
40268,Saint-Laurent-de-Gosse,244000659,0,3,92,703,0.0,0.0
40269,Saint-Lon-les-Mines,200069417,0,8,161,1134,0.0,0.0
40270,Saint-Loubouer,200030435,0,4,84,414,,
40271,Sainte-Marie-de-Gosse,244000865,0,6,157,1175,0.0,0.0
40272,Saint-Martin-de-Hinx,244000865,0,8,167,1795,0.0,0.0
40273,Saint-Martin-de-Seignanx,244000659,0,36,337,6121,0.36,0.0
40274,Saint-Martin-d'Oney,244000808,1,9,131,1308,93.8,100.0
40275,Saint-Maurice-sur-Adour,244000824,0,4,66,583,,
