CODGEO,LIBGEO,services,commerces,enseignement,sante,transport,sport_culture,tourisme,total
2B113,,3,0,0,0,0,3,0,6
2B116,,6,0,0,0,0,0,0,6
2B120,,714,324,15,327,12,45,27,1464
2B121,,63,24,3,0,0,15,33,138
2B122,,6,0,0,0,0,0,0,6
2B123,,513,210,6,120,9,36,39,933
2B124,,21,6,0,0,0,9,3,39
2B125,,6,0,0,0,0,0,0,6
2B126,,9,3,0,0,0,3,6,21
2B134,,576,288,18,309,21,42,102,1356
2B135,,21,0,0,3,0,0,9,33
2B136,,30,6,0,3,3,6,3,51
2B137,,6,0,0,0,0,0,0,6
2B138,,24,0,0,0,6,0,3,33
2B140,,12,0,0,0,0,6,0,18
2B143,,120,30,3,21,3,18,27,222
2B145,,24,6,3,0,3,0,0,36
2B147,,15,3,0,0,0,9,6,33
2B148,,738,129,24,252,42,63,42,1290
2B149,,6,6,0,0,0,0,0,12
2B150,,138,48,3,30,18,21,18,276
2B152,,117,42,6,60,3,21,9,258
2B153,,12,0,0,0,0,0,0,12
2B155,,6,0,0,0,0,3,0,9
2B156,,3,0,0,0,0,0,0,3
2B157,,3,0,0,0,0,0,0,3
2B159,,12,6,0,0,3,0,3,24
2B161,,6,0,0,0,0,3,0,9
2B162,,39,3,6,3,0,15,12,78
2B164,,3,0,0,0,0,0,0,3
2B165,,33,0,3,0,6,0,0,42
2B166,,57,6,3,0,3,6,0,75
2B167,,60,12,3,6,0,9,0,90
2B168,,177,18,3,36,6,42,24,306
2B169,,129,69,6,138,3,18,12,375
2B170,,36,3,0,0,0,0,3,42
2B171,,3,0,0,0,0,0,0,3
2B172,,60,15,3,30,0,3,0,111
2B173,,30,0,3,3,0,3,0,39
2B175,,6,3,0,3,0,0,0,12
2B176,,9,0,0,0,0,3,0,12
2B177,,3,0,0,0,0,3,0,6
2B178,,24,15,0,0,0,6,3,48
2B179,,12,0,0,0,0,0,0,12
2B180,,18,0,0,0,0,0,3,21
2B182,,27,0,0,0,3,0,3,33
2B183,,12,3,0,0,3,6,0,24
2B184,,3,0,0,3,0,6,0,12
2B185,,126,24,3,45,9,9,15,231
2B187,,3,0,0,0,3,3,0,9
2B188,,45,6,0,6,0,9,3,69
2B190,,21,3,3,3,0,6,0,36
2B192,,3,0,0,0,0,0,0,3
2B193,,48,15,3,6,3,12,3,90
2B194,,3,0,0,0,0,0,0,3
2B195,,21,9,3,3,0,3,0,39
2B199,,36,3,0,0,3,3,6,51
2B201,,9,0,0,0,0,3,0,12
2B202,,3,3,0,0,0,0,0,6
2B205,,105,6,3,18,0,0,12,144
2B206,,6,0,0,0,0,0,0,6
2B207,,429,135,12,315,15,18,9,933
2B208,,3,0,0,0,0,0,0,3
2B210,,18,0,0,0,0,0,0,18
2B213,,3,0,0,0,0,3,0,6
2B214,,3,3,0,0,0,3,0,9
2B216,,3,0,0,0,0,0,0,3
2B217,,6,0,0,0,0,0,0,6
2B218,,24,0,3,0,0,6,3,36
2B219,,12,3,3,0,0,0,3,21
2B220,,24,6,0,21,0,3,3,57
2B221,,9,0,0,0,0,0,0,9
2B222,,3,3,0,0,0,0,0,6
2B223,,39,15,3,6,0,9,0,72
2B224,,90,6,3,54,0,3,12,168
2B225,,21,0,0,0,0,3,0,24
2B226,,9,0,0,0,0,3,0,12
2B227,,6,0,0,0,0,0,0,6
2B229,,21,0,3,0,0,9,0,33
2B230,,12,0,0,0,0,0,0,12
2B231,,21,3,0,0,0,6,9,39
2B233,,21,3,0,0,0,0,0,24
2B234,,3,0,0,0,0,0,0,3
2B235,,12,0,0,0,0,3,0,15
2B236,,15,6,0,0,0,6,0,27
2B238,,15,0,3,0,0,6,3,27
2B239,,9,3,0,0,0,0,0,12
2B241,,6,3,0,0,0,0,0,9
2B242,,96,18,0,3,0,18,24,159
2B243,,3,0,0,0,0,0,0,3
2B244,,9,0,0,0,0,3,0,12
2B245,,6,0,0,0,0,0,0,6
2B246,,33,3,3,0,0,6,6,51
2B248,,3,0,0,0,0,0,0,3
2B250,,27,3,0,0,0,3,0,33
2B251,,453,87,15,186,18,24,3,786
2B252,,21,0,3,0,0,3,3,30
2B255,,9,0,0,0,0,0,0,9
2B256,,3,0,0,0,0,0,0,3
2B257,,27,3,0,0,0,9,0,39
2B260,,15,0,3,0,3,0,0,21
2B261,,81,42,3,63,3,18,21,231
2B263,,6,0,0,0,0,6,0,12
2B264,,6,0,0,0,0,0,0,6
2B265,,60,3,3,9,0,6,0,81
2B267,,6,0,0,0,0,3,0,9
2B273,,12,0,0,0,0,0,0,12
2B274,,9,0,0,0,0,3,0,12
2B275,,9,0,0,0,0,0,0,9
2B277,,51,6,0,3,0,6,0,66
2B280,,18,0,0,3,0,3,0,24
2B281,,111,21,3,0,0,18,12,165
2B283,,81,3,0,6,0,27,15,132
2B286,,129,15,0,6,3,0,6,159
2B287,,6,0,0,0,0,6,0,12
2B289,,18,0,0,0,3,0,0,21
2B290,,21,9,0,0,9,12,0,51
2B291,,6,0,0,0,0,0,0,6
2B292,,6,0,0,0,0,0,0,6
2B293,,12,3,0,0,0,0,0,15
2B296,,33,9,0,0,0,0,0,42
2B297,,6,0,0,0,0,0,0,6
2B298,,243,156,9,138,9,39,78,672
2B299,,18,0,0,0,3,0,0,21
2B301,,3,3,0,0,0,0,0,6
2B302,,15,3,0,0,0,3,0,21
2B303,,90,33,3,3,0,3,3,135
2B304,,15,3,3,0,0,0,0,21
2B305,,165,39,6,54,3,9,21,297
2B306,,21,0,0,0,0,3,0,24
2B307,,159,27,3,24,6,12,12,243
2B309,,87,24,12,96,3,18,6,246
2B311,,96,12,3,6,12,18,6,153
2B313,,282,120,6,132,12,27,36,615
2B314,,45,12,3,0,0,3,9,72
2B315,,36,0,3,3,0,3,3,48
2B316,,81,3,3,15,0,6,9,117
2B317,,6,0,0,0,0,0,0,6
2B318,,66,6,3,3,3,3,9,93
2B319,,96,6,0,9,0,3,6,120
2B320,,18,9,0,0,3,3,0,33
2B321,,3,0,0,0,0,0,0,3
2B327,,18,0,0,18,0,0,3,39
2B328,,12,0,0,0,0,3,0,15
2B329,,9,0,0,6,0,0,3,18
2B332,,24,9,3,0,0,0,0,36
2B333,,15,3,0,0,0,0,0,18
2B334,,12,0,3,0,0,3,0,18
2B335,,63,3,0,60,3,0,6,135
2B337,,18,0,0,0,0,0,0,18
2B338,,3,0,0,0,0,0,0,3
2B339,,3,3,0,0,0,0,3,9
2B340,,9,3,3,0,0,0,0,15
2B341,,57,15,3,15,3,21,12,126
2B342,,177,39,6,54,0,9,3,288
2B343,,114,33,9,24,6,6,9,201
2B344,,3,0,0,0,0,0,0,3
2B346,,303,63,9,42,3,18,0,438
2B347,,36,9,3,6,3,3,3,63
2B350,,9,0,0,0,0,0,0,9
2B352,,30,3,0,3,0,3,0,39
2B353,,219,30,9,120,9,9,6,402
2B354,,48,3,3,12,12,18,18,114
2B355,,51,12,3,3,3,9,0,81
2B356,,9,0,0,0,0,0,0,9
2B361,,27,9,3,0,0,0,0,39
2B364,,3,0,0,0,0,3,0,6
2B365,,12,0,0,0,3,9,0,24
2B366,,3,0,0,3,0,9,0,15
30001,,60,0,3,12,0,21,0,96
30002,,45,3,3,9,3,6,0,69
30003,,825,399,12,288,27,72,60,1683
30004,,225,63,6,60,12,30,0,396
30005,,39,12,0,0,0,6,12,69
30006,,441,81,12,168,18,36,12,768
30007,,2928,1497,165,1860,57,351,54,6912
30008,,69,9,3,24,0,42,9,156
30009,,18,6,3,0,0,24,3,54
30010,,333,153,21,180,3,45,33,768
30011,,816,330,15,555,33,45,24,1818
30012,,258,57,15,99,6,60,3,498
30013,,33,3,3,6,0,6,0,51
30014,,90,12,3,33,0,18,9,165
30015,,12,3,0,3,0,6,0,24
30016,,24,3,3,12,0,18,0,60
30017,,30,0,0,6,0,15,0,51
30018,,54,3,3,12,0,12,3,87
30019,,246,21,6,72,9,33,6,393
30020,,138,21,6,72,9,36,0,282
30021,,24,0,3,9,0,3,3,42
30022,,15,0,3,0,0,12,0,30
30023,,75,18,3,12,0,12,3,123
30024,,33,3,3,3,0,15,3,60
30025,,15,0,3,9,0,12,0,39
30026,,66,21,3,18,0,12,6,126
30027,,204,30,9,63,0,33,0,339
30028,,1098,558,63,681,15,189,24,2628
30029,,222,81,6,90,0,42,21,462
30030,,27,0,3,3,0,6,0,39
30031,,18,6,3,0,0,6,0,33
30032,,1140,333,54,336,27,129,15,2034
30033,,357,36,9,108,12,30,3,555
30034,,531,108,15,144,30,63,12,903
30035,,18,0,0,0,0,15,0,33
30036,,309,48,6,75,12,27,0,477
30037,,198,87,12,111,15,33,9,465
30038,,39,6,3,3,0,15,0,66
30039,,174,21,9,87,9,33,6,339
30040,,12,3,0,0,0,15,0,30
30041,,48,6,3,27,0,24,0,108
30042,,261,21,6,72,3,18,6,387
30043,,51,3,3,9,3,12,0,81
30044,,3,0,0,0,0,3,0,6
30045,,24,0,0,0,0,3,0,27
30046,,72,6,3,6,9,12,0,108
30047,,468,75,21,174,15,51,3,807
30048,,18,3,0,0,0,6,0,27
30049,,36,6,3,0,0,9,0,54
30050,,12,0,0,0,0,0,0,12
30051,,57,6,3,15,3,15,3,102
30052,,54,3,3,3,0,24,0,87
30053,,69,9,6,36,0,39,0,159
30054,,9,0,3,0,0,0,0,12
30055,,60,6,3,6,0,12,0,87
30056,,15,0,3,6,0,9,0,33
30057,,87,21,3,27,0,36,3,177
30058,,21,0,0,0,0,6,0,27
30059,,162,15,6,63,3,27,0,276
30060,,438,159,18,123,6,45,9,798
30061,,222,72,6,108,3,33,3,447
30062,,486,105,18,240,18,42,6,915
30064,,9,0,0,0,0,6,0,15
30065,,36,0,3,3,0,9,0,51
30066,,36,0,3,6,0,6,0,51
30067,,39,3,3,3,0,6,0,54
30068,,102,15,3,3,0,12,6,141
30069,,33,3,3,3,0,3,0,45
30070,,42,6,3,3,0,12,0,66
30071,,18,3,3,6,0,3,0,33
30072,,36,0,3,0,0,6,0,45
30073,,156,42,9,45,15,21,6,294
30074,,3,0,0,0,0,3,0,6
30075,,336,102,6,147,6,24,3,624
30076,,78,9,3,21,3,15,0,129
30077,,87,15,9,48,0,30,6,195
30079,,9,0,0,3,0,6,3,21
30080,,51,12,3,18,3,24,6,117
30081,,69,3,3,36,0,39,3,153
30082,,231,27,12,111,9,42,0,432
30083,,201,21,12,36,6,27,0,303
30084,,45,12,3,9,0,21,3,93
30085,,108,15,3,24,12,30,15,207
30086,,45,0,3,0,0,9,0,57
30087,,9,0,0,0,0,12,0,21
30088,,33,6,3,9,0,27,0,78
30089,,99,21,3,21,0,18,0,162
30090,,21,3,0,15,0,9,3,51
30091,,81,21,6,36,9,15,0,168
30092,,129,30,3,84,3,30,6,285
30093,,3,3,0,0,0,3,0,9
30095,,39,6,3,9,0,12,3,72
30096,,87,18,3,42,3,9,12,174
30097,,27,0,0,0,0,18,0,45
30098,,30,3,3,6,0,12,3,57
30099,,12,0,0,3,0,0,0,15
30100,,54,3,3,9,0,15,0,84
30101,,36,9,3,6,9,18,3,84
30102,,42,6,3,3,3,9,0,66
30103,,78,3,3,9,3,12,3,111
30104,,39,6,3,27,6,15,0,96
30105,,27,3,0,0,0,21,3,54
30106,,51,6,3,6,0,30,0,96
30107,,18,9,3,9,0,9,3,51
30108,,15,3,0,24,0,6,0,48
30109,,33,3,3,3,3,9,0,54
30110,,18,3,3,0,0,6,0,30
30111,,51,0,3,3,0,18,0,75
30112,,105,6,6,15,9,15,0,156
30113,,24,3,3,9,3,15,0,57
30114,,36,3,3,9,3,9,0,63
30115,,30,0,3,0,0,9,0,42
30116,,69,12,3,9,0,36,0,129
30117,,198,42,6,45,9,33,6,339
30119,,21,0,3,0,0,3,0,27
30120,,69,9,3,18,6,24,0,129
30121,,18,6,0,0,0,3,0,27
30122,,45,0,3,6,0,24,0,78
30123,,360,54,21,123,9,36,9,612
30124,,27,6,3,0,0,12,0,48
30125,,303,42,6,78,6,51,3,489
30126,,72,6,3,9,3,12,0,105
30127,,45,12,3,6,0,24,3,93
30128,,261,66,9,105,15,57,0,513
30129,,45,0,3,0,0,18,6,72
30130,,96,18,9,42,6,33,18,222
30131,,108,30,3,54,0,15,18,228
30132,,258,66,27,234,6,60,0,651
30133,,1245,690,15,372,24,120,102,2568
30134,,15,0,3,0,3,12,3,36
30135,,240,24,9,66,12,39,0,390
30136,,87,15,3,24,0,21,6,156
30137,,6,0,0,0,0,0,0,6
30138,,162,33,6,51,12,30,0,294
30139,,30,6,6,6,0,6,9,63
30140,,90,21,3,69,3,27,3,216
30141,,369,54,18,108,6,78,9,642
30142,,57,9,6,18,3,12,0,105
30143,,24,0,3,0,0,3,0,30
30144,,21,3,0,3,0,18,3,48
30145,,150,9,3,15,3,21,0,201
30146,,129,21,6,57,0,24,0,237
30147,,90,12,3,63,6,21,0,195
30148,,18,3,0,3,0,0,0,24
30149,,81,3,3,9,0,15,0,111
30150,,12,0,0,0,3,3,0,18
30151,,39,6,3,6,0,27,6,87
30152,,141,36,3,54,6,30,6,276
30153,,12,0,0,0,0,6,0,18
30154,,12,6,3,3,0,15,0,39
30155,,405,75,15,219,21,39,0,774
30156,,597,174,33,327,27,78,9,1245
30158,,33,0,3,3,0,3,0,42
30159,,36,6,9,27,0,27,3,108
30160,,27,9,3,0,0,0,0,39
30161,,3,0,0,3,3,0,0,9
30162,,39,15,3,6,0,6,9,78
30163,,3,0,3,3,0,0,0,9
30164,,51,9,3,21,3,57,18,162
30165,,99,18,9,39,0,12,0,177
30166,,165,18,12,39,3,24,0,261
30167,,36,6,3,15,3,24,0,87
30168,,54,6,3,3,3,30,12,111
30169,,471,90,18,120,6,54,3,762
30170,,78,3,6,24,0,15,3,129
30171,,48,18,3,15,0,21,0,105
30172,,45,6,3,15,0,24,3,96
30173,,105,12,3,36,3,21,0,180
30174,,141,42,3,51,9,9,0,255
30175,,18,3,3,0,0,9,0,33
30176,,12,3,3,0,0,21,3,42
30177,,57,3,6,3,0,9,0,78
30178,,93,15,6,24,0,18,0,156
30179,,213,42,6,72,3,39,9,384
30180,,21,3,3,0,0,15,0,42
30181,,42,3,3,9,0,3,0,60
30182,,72,15,3,27,6,15,3,141
30183,,36,6,9,6,9,12,0,78
30184,,162,12,3,27,9,21,0,234
30185,,126,12,3,27,0,12,0,180
30186,,102,12,3,36,6,9,0,168
30187,,15,0,3,0,0,0,0,18
30188,,63,6,3,18,6,21,0,117
30189,,10215,3795,660,6057,231,948,243,22149
30191,,63,12,3,33,0,24,0,135
30192,,21,0,0,3,0,0,0,24
30193,,51,6,0,18,0,18,0,93
30194,,18,0,0,0,0,18,6,42
30195,,6,0,0,0,0,0,0,6
30196,,36,9,3,0,3,21,0,72
30197,,24,0,0,0,0,3,0,27
30198,,30,3,3,6,0,18,6,66
30199,,3,0,0,0,0,0,0,3
30200,,63,9,3,15,0,24,3,117
30201,,39,0,0,12,6,9,0,66
30202,,642,234,27,324,6,69,9,1311
30203,,30,0,3,9,0,9,0,51
30204,,42,3,0,0,0,6,0,51
30205,,15,0,0,0,3,6,0,24
30206,,198,27,6,99,12,42,3,387
30207,,60,3,3,6,3,12,0,87
30208,,6,0,0,0,0,0,0,6
30209,,264,27,9,72,18,42,15,447
30210,,336,93,9,228,21,51,3,741
30211,,240,30,6,99,12,33,0,420
30212,,294,96,9,180,3,27,12,621
30213,,6,0,0,0,0,6,0,12
30214,,189,9,3,27,0,27,0,255
30215,,21,3,0,3,3,3,0,33
30216,,30,3,3,6,3,9,0,54
30217,,486,63,15,135,24,72,18,813
30218,,30,3,0,3,0,3,3,42
30219,,12,0,0,0,0,9,3,24
30220,,21,0,0,0,0,6,0,27
30221,,375,69,9,141,18,48,3,663
30222,,21,0,0,0,0,3,6,30
30223,,228,27,6,66,6,48,3,384
30224,,45,0,3,0,0,3,0,51
30225,,87,9,3,6,3,21,3,132
30226,,87,15,3,27,0,12,0,144
30227,,300,165,18,108,9,57,9,666
30228,,120,12,3,42,0,30,0,207
30229,,60,12,3,15,0,15,3,108
30230,,42,6,0,0,0,9,3,60
30231,,48,6,3,6,0,18,6,87
30232,,30,0,3,6,3,3,0,45
30233,,39,6,3,0,9,6,0,63
30234,,27,0,3,0,0,12,0,42
30235,,48,0,3,9,3,12,0,75
30236,,18,0,0,0,0,0,0,18
30237,,57,0,3,21,0,18,0,99
30238,,3,3,0,0,0,0,0,6
30239,,39,0,3,3,3,9,0,57
30240,,30,0,3,6,0,3,0,42
30241,,192,27,6,105,9,24,3,366
30242,,12,0,0,3,0,3,0,18
30243,,552,99,30,249,18,54,6,1008
30244,,24,0,0,0,0,3,0,27
30245,,42,3,3,6,0,33,0,87
30246,,9,0,0,0,0,0,0,9
30247,,33,3,0,3,0,6,0,45
30248,,30,3,3,0,0,6,0,42
30249,,102,36,3,33,0,21,0,195
30250,,30,0,3,3,0,3,0,39
30251,,39,0,3,9,0,24,0,75
30252,,15,3,0,0,0,3,0,21
30253,,48,15,3,21,12,27,0,126
30254,,120,12,6,21,6,21,3,189
30255,,216,48,9,108,9,36,3,429
30256,,36,9,3,9,3,21,0,81
30257,,153,12,6,39,15,36,0,261
30258,,906,189,30,300,30,96,15,1566
30259,,420,69,9,117,0,33,0,648
30260,,84,9,3,6,3,9,3,117
30261,,24,3,3,0,0,6,0,36
30262,,27,6,0,0,0,3,0,36
30263,,429,72,15,234,3,36,6,795
30264,,6,3,3,3,0,6,3,24
30265,,18,3,0,0,0,0,0,21
30266,,75,15,3,48,0,21,6,168
30267,,54,0,3,0,0,12,0,69
30268,,30,3,3,0,3,21,6,66
30269,,261,69,18,90,0,66,39,543
30270,,84,3,3,60,3,15,0,168
30271,,54,9,3,15,0,18,0,99
30272,,21,3,0,3,0,0,6,33
30273,,75,18,3,15,3,36,3,153
30274,,225,24,6,72,6,36,0,369
30275,,18,0,3,0,0,15,0,36
30276,,324,57,6,78,9,36,12,522
30277,,27,0,0,0,0,12,0,39
30278,,240,36,6,72,9,30,9,402
30279,,66,12,3,27,0,12,0,120
30280,,30,3,3,0,0,27,3,66
30281,,96,12,6,63,0,27,0,204
30282,,63,6,3,21,0,18,0,111
30283,,12,0,0,0,0,3,0,15
30284,,348,39,12,81,9,39,3,531
30285,,81,21,3,18,3,15,0,141
30286,,57,9,3,6,0,18,0,93
30287,,33,3,3,12,0,12,3,66
30288,,57,6,3,18,0,21,9,114
30289,,3,0,0,3,0,3,0,9
30290,,78,21,3,45,0,21,6,174
30291,,39,0,0,0,0,6,0,45
30292,,39,0,3,0,6,12,0,60
30293,,33,6,0,0,0,21,12,72
30294,,330,51,9,153,9,42,3,597
30295,,255,54,9,129,6,27,6,486
30296,,24,0,0,0,0,3,0,27
30297,,36,3,3,3,0,24,9,78
30298,,39,3,3,3,3,33,0,84
30299,,66,3,3,30,0,21,0,123
30300,,33,6,3,6,0,6,0,54
30301,,18,0,3,3,0,12,6,42
30302,,96,21,3,39,6,27,0,192
30303,,57,6,3,3,0,12,6,87
30304,,15,3,0,0,0,3,3,24
30305,,252,60,9,87,0,48,0,456
30306,,42,0,0,6,3,6,0,57
30307,,162,21,6,30,6,48,0,273
30308,,57,9,3,6,3,33,0,111
30309,,15,0,0,0,0,3,0,18
30310,,24,3,3,12,0,15,9,66
30311,,147,60,12,111,3,51,6,390
30312,,120,18,6,33,3,24,6,210
30313,,69,0,3,12,0,12,0,96
30314,,21,0,3,3,0,3,0,30
30315,,123,33,6,42,9,27,3,243
30316,,21,0,0,0,0,21,0,42
30317,,114,15,6,15,3,9,9,171
30318,,18,0,0,0,0,0,0,18
30319,,48,0,3,0,6,6,0,63
30320,,12,3,3,0,3,12,0,33
30321,,549,264,21,378,12,66,27,1317
30322,,21,0,3,0,0,6,0,30
30323,,6,0,0,0,0,6,0,12
30324,,48,6,3,9,0,12,3,81
30325,,105,15,6,21,3,36,9,195
30326,,132,39,6,36,0,33,6,252
30327,,6,0,0,0,0,6,0,12
30328,,87,6,3,15,3,9,0,123
30329,,69,6,3,9,0,18,12,117
30330,,60,6,3,9,3,15,3,99
30331,,114,15,3,24,0,24,0,180
30332,,18,0,3,0,0,12,3,36
30333,,291,24,6,126,12,30,3,492
30334,,918,603,51,516,42,126,42,2298
30335,,12,0,0,0,0,12,0,24
30336,,120,12,3,30,0,39,6,210
30337,,45,3,3,3,0,9,0,63
30338,,21,0,0,0,0,15,0,36
30339,,135,33,6,39,0,57,24,294
30340,,51,3,3,9,0,12,0,78
30341,,750,210,33,366,12,93,27,1491
30342,,75,18,3,3,0,27,0,126
30343,,45,3,3,6,0,9,0,66
30344,,378,81,12,159,12,72,9,723
30345,,24,6,3,3,0,15,3,54
30346,,138,6,6,33,0,21,6,210
30347,,120,27,12,21,3,21,0,204
30348,,156,33,24,84,3,51,3,354
30349,,36,3,3,6,0,3,0,51
30350,,327,150,21,315,3,66,15,897
30351,,621,183,27,483,30,120,39,1503
30352,,111,33,3,45,9,12,3,216
30353,,9,0,0,0,0,9,0,18
30354,,27,0,3,3,0,0,0,33
30355,,57,6,3,9,0,18,0,93
30356,,159,21,15,45,0,45,0,285
31001,,15,0,3,3,0,3,0,24
31002,,6,0,0,0,0,6,0,12
31003,,45,9,6,18,6,21,0,105
31004,,138,33,6,108,0,45,3,333
31005,,30,3,3,3,0,6,0,45
31006,,18,0,0,0,0,3,0,21
31007,,3,0,0,0,0,0,0,3
31008,,6,0,3,3,0,6,0,18
31009,,6,3,0,3,0,12,0,24
31010,,12,0,0,6,0,3,0,21
31011,,24,6,3,3,0,21,6,63
31012,,9,0,0,0,0,3,0,12
31013,,27,0,3,15,0,6,0,51
31014,,3,0,0,0,0,3,0,6
31015,,6,0,0,0,0,0,0,6
31017,,15,3,0,0,0,3,3,24
31018,,15,3,0,0,0,3,0,21
31019,,6,0,0,0,0,0,3,9
31020,,90,39,6,99,6,54,6,300
31021,,12,0,0,0,0,0,0,12
31022,,720,132,15,381,60,51,3,1362
31023,,21,3,3,3,0,6,0,36
31024,,24,0,3,6,3,3,0,39
31025,,45,3,3,0,0,12,3,66
31026,,54,9,3,27,0,15,0,108
31027,,18,3,0,0,0,3,0,24
31028,,117,45,9,117,0,45,9,342
31029,,24,0,0,6,0,6,0,36
31030,,9,0,0,0,0,6,0,15
31031,,39,0,0,3,3,9,0,54
31032,,396,63,9,234,18,45,0,765
31033,,843,228,27,366,24,87,9,1584
31034,,3,3,0,3,0,6,0,15
31035,,123,36,39,198,12,66,3,477
31036,,39,12,3,33,12,30,0,129
31037,,63,24,3,33,3,24,9,159
31038,,42,0,3,0,0,3,0,48
31039,,9,0,0,0,0,0,0,9
31040,,6,0,0,0,0,3,0,9
31041,,6,0,0,0,0,0,0,6
31042,,270,171,15,207,6,51,60,780
31043,,12,3,0,0,0,6,0,21
31044,,945,315,54,759,39,174,15,2301
31045,,27,12,3,15,0,12,0,69
31046,,3,0,0,0,0,0,0,3
31047,,6,0,0,0,0,0,0,6
31048,,168,39,6,99,18,30,0,360
31049,,33,0,3,3,0,9,0,48
31050,,27,12,3,12,0,12,0,66
31051,,39,0,0,0,0,9,0,48
31052,,123,6,3,21,3,24,3,183
31053,,72,3,6,33,6,15,0,135
31054,,9,0,0,0,0,3,0,12
31055,,9,0,0,0,0,0,0,9
31056,,360,93,18,201,57,36,0,765
31057,,84,27,3,48,9,18,0,189
31058,,6,0,0,0,0,0,0,6
31059,,6,0,0,0,3,3,0,12
31060,,3,3,0,0,0,0,0,6
31061,,6,0,0,0,0,6,0,12
31062,,3,3,0,0,0,0,0,6
31063,,6,0,0,0,0,0,0,6
31064,,6,0,0,0,0,3,0,9
31065,,195,27,6,72,9,27,3,339
31066,,342,93,15,156,15,57,0,678
31067,,3,0,0,3,0,9,0,15
31068,,6,3,0,0,0,0,3,12
31069,,1434,711,93,1011,147,216,72,3684
31070,,39,9,3,6,0,18,0,75
31071,,39,0,0,9,0,15,0,63
31072,,6,0,0,0,3,0,0,9
31073,,36,3,3,33,3,6,0,84
31074,,21,3,0,3,0,6,0,33
31075,,120,6,3,30,6,9,0,174
31076,,39,3,3,3,3,3,0,54
31077,,39,6,3,0,0,6,0,54
31078,,9,3,0,0,0,0,0,12
31079,,387,75,6,99,21,33,3,624
31080,,150,57,18,138,0,36,6,405
31081,,3,0,0,0,0,9,3,15
31082,,54,6,3,30,0,27,0,120
31083,,9,0,0,0,0,6,3,18
31084,,66,15,6,45,9,36,6,183
31085,,24,6,0,0,0,33,18,81
31086,,9,0,0,0,0,0,0,9
31087,,18,0,3,12,0,3,0,36
31088,,132,24,3,84,3,27,0,273
31089,,24,12,3,9,0,6,0,54
31090,,12,0,3,6,3,9,0,33
31091,,432,105,9,180,33,45,6,810
31092,,30,0,0,0,0,3,0,33
31093,,42,3,3,18,3,24,0,93
31094,,231,24,6,42,9,33,0,345
31095,,9,0,0,0,0,3,0,12
31096,,15,0,0,0,0,0,0,15
31097,,36,3,0,3,0,9,0,51
31098,,93,39,9,96,3,45,0,285
31099,,18,6,3,3,0,3,0,33
31100,,102,18,6,54,6,42,0,228
31101,,21,3,0,3,3,3,0,33
31102,,9,0,0,0,3,3,3,18
31103,,6,0,0,0,0,0,0,6
31104,,72,33,3,9,3,12,0,132
31105,,12,3,0,0,0,3,0,18
31106,,204,63,9,132,3,30,9,450
31107,,579,159,12,294,9,54,3,1110
31108,,24,0,3,3,0,9,0,39
31109,,51,0,3,9,0,6,3,72
31110,,48,3,3,6,0,9,0,69
31111,,18,6,0,0,0,3,0,27
31112,,12,3,3,3,0,0,0,21
31113,,708,168,39,573,42,78,12,1620
31114,,3,0,3,3,0,3,0,12
31115,,6,0,0,0,0,0,0,6
31116,,549,99,15,240,48,48,0,999
31117,,267,36,9,189,21,42,12,576
31118,,555,102,12,129,45,57,6,906
31119,,9,0,3,6,0,6,0,24
31120,,45,3,3,12,0,0,0,63
31121,,6,0,0,0,0,0,0,6
31122,,18,3,0,0,0,0,3,24
31123,,9,0,0,0,0,24,3,36
31124,,42,0,3,0,0,12,0,57
31125,,6,0,0,0,0,0,0,6
31126,,45,3,0,0,0,0,0,48
31127,,3,0,0,0,0,0,0,3
31128,,33,0,3,3,0,9,0,48
31129,,6,0,0,0,0,0,0,6
31130,,9,0,0,0,0,3,0,12
31131,,6,0,0,0,0,6,0,12
31132,,9,0,0,0,0,0,0,9
31133,,9,0,3,3,0,12,0,27
31134,,9,0,0,0,0,0,0,9
31135,,420,147,27,213,18,57,0,882
31136,,93,18,3,78,9,21,0,222
31137,,12,0,3,0,0,3,0,18
31138,,27,0,0,0,0,6,0,33
31139,,9,0,0,9,0,0,0,18
31140,,18,3,0,0,0,6,0,27
31141,,21,0,3,6,0,0,0,30
31142,,30,0,0,3,0,15,0,48
31143,,24,0,0,0,0,6,0,30
31144,,69,24,3,30,0,27,9,162
31145,,249,27,18,99,12,39,3,447
31146,,6,0,0,0,0,0,0,6
31147,,33,15,3,3,0,15,3,72
31148,,45,3,3,0,0,9,3,63
31149,,2160,525,126,1173,249,234,36,4503
31150,,531,138,12,789,57,36,15,1578
31151,,24,3,3,9,0,15,0,54
31152,,9,3,0,0,0,0,0,12
31153,,27,0,0,0,0,6,0,33
31155,,9,0,3,3,0,12,0,27
31156,,24,0,3,3,0,0,0,30
31157,,1353,261,36,579,120,111,9,2469
31158,,6,0,0,0,0,0,0,6
31159,,24,3,3,21,3,3,0,57
31160,,111,15,3,36,12,33,3,213
31161,,78,24,3,33,12,24,3,177
31162,,63,9,12,42,9,18,3,156
31163,,156,18,6,60,6,27,0,273
31164,,9,0,0,0,0,0,3,12
31165,,423,63,9,135,15,33,3,681
31166,,36,0,3,6,0,6,0,51
31167,,51,12,6,30,0,18,0,117
31168,,9,0,0,0,0,3,0,12
31169,,294,75,9,201,36,48,3,666
31170,,15,0,0,0,0,3,0,18
