CODGEO,LIBGEO,services,commerces,enseignement,sante,transport,sport_culture,tourisme,total
40095,,18,3,3,6,0,3,0,33
40096,,12,3,0,0,0,0,0,15
40097,,36,24,3,42,3,15,21,144
40098,,6,0,3,3,3,6,0,21
40099,,18,0,3,12,0,3,0,36
40100,,21,6,3,3,0,12,0,45
40101,,36,0,3,0,0,0,0,39
40102,,126,21,15,69,3,42,6,282
40103,,30,0,3,12,0,15,0,60
40104,,105,3,3,42,0,6,3,162
40105,,24,9,3,15,0,15,0,66
40106,,15,0,3,3,0,3,0,24
40108,,63,9,3,3,0,27,9,114
40109,,27,0,3,6,0,3,0,39
40110,,93,18,9,54,0,21,3,198
40111,,36,3,3,6,0,12,0,60
40112,,3,0,0,0,0,0,0,3
40113,,27,3,3,3,0,6,0,42
40114,,27,3,0,3,0,12,0,45
40115,,9,0,3,3,3,3,0,21
40116,,15,0,0,0,0,3,0,18
40117,,153,33,9,147,3,45,3,393
40118,,111,21,3,51,0,21,0,207
40119,,312,165,9,189,6,60,12,753
40120,,30,9,3,0,0,12,0,54
40121,,18,0,3,3,0,3,0,27
40122,,69,6,3,18,3,18,0,117
40123,,72,9,3,18,3,12,6,123
40124,,15,0,0,0,0,3,0,18
40125,,69,9,3,30,3,39,3,156
40126,,156,21,3,60,3,15,0,258
40127,,45,12,3,3,0,9,3,75
40128,,30,3,3,3,0,3,0,42
40129,,81,9,3,9,3,12,0,117
40130,,15,0,0,0,0,0,0,15
40131,,33,6,3,21,3,12,0,78
40132,,90,18,3,39,0,24,0,174
40133,,531,114,12,204,12,60,30,963
40134,,192,45,9,105,9,48,3,411
40135,,42,18,6,63,0,18,0,147
40136,,6,3,0,0,0,3,0,12
40137,,12,3,0,3,0,12,0,30
40138,,9,0,3,3,0,3,0,18
40139,,21,6,3,3,0,12,0,45
40140,,9,0,0,0,0,3,0,12
40141,,6,0,0,0,0,6,0,12
40142,,39,12,3,12,0,18,3,87
40143,,15,0,3,0,0,0,0,18
40144,,6,3,3,6,0,3,0,21
40145,,12,3,3,3,0,6,0,27
40146,,3,0,0,0,0,3,0,6
40147,,27,6,3,3,0,12,0,51
40148,,6,3,0,0,0,0,0,9
40149,,18,6,3,6,0,3,0,36
40150,,180,84,3,60,9,30,33,399
40151,,24,3,3,0,3,9,0,42
40152,,87,21,3,39,3,24,12,189
40153,,9,0,3,0,0,0,0,12
40154,,27,6,0,0,0,12,3,48
40155,,96,15,6,39,3,21,9,189
40156,,48,3,3,9,3,15,0,81
40157,,144,66,3,60,3,30,33,339
40158,,18,6,3,3,0,9,0,39
40159,,24,0,3,0,0,3,3,33
40160,,15,0,0,3,0,0,0,18
40161,,6,0,0,0,0,3,0,9
40162,,36,0,3,6,3,12,0,60
40163,,21,9,3,0,3,15,0,51
40164,,18,0,3,3,0,9,3,36
40165,,33,0,3,3,0,6,3,48
40166,,3,0,0,0,0,3,0,6
40167,,48,6,3,9,3,21,3,93
40168,,147,33,3,54,0,21,9,267
40169,,21,0,0,0,0,0,0,21
40170,,3,0,3,9,0,3,0,18
40171,,9,0,0,0,0,3,0,12
40172,,12,3,3,3,3,3,0,27
40173,,9,3,0,0,0,0,0,12
40174,,3,0,0,0,0,3,0,6
40175,,24,0,3,3,0,3,0,33
40176,,12,0,0,0,0,3,0,15
40177,,9,3,3,3,0,6,0,24
40178,,15,0,3,12,0,6,0,36
40179,,159,39,3,120,0,15,3,339
40180,,66,6,3,48,0,9,0,132
40181,,147,51,3,39,6,27,45,318
40182,,63,21,3,21,6,24,9,147
40183,,60,3,3,21,0,9,0,96
40184,,870,300,21,375,6,66,78,1716
40185,,18,6,3,0,0,12,0,39
40186,,42,0,3,0,0,6,0,51
40187,,195,81,3,51,3,33,54,420
40188,,24,3,3,0,0,6,0,36
40189,,12,0,0,0,0,0,0,12
40190,,18,3,3,3,0,3,0,30
40191,,21,3,3,3,0,21,0,51
40192,,1536,648,147,1080,42,204,48,3705
40193,,6,0,0,0,0,0,0,6
40194,,114,30,6,108,3,24,9,294
40195,,33,0,3,6,0,3,0,45
40196,,18,0,3,3,0,3,0,27
40197,,297,84,36,186,3,84,9,699
40198,,6,0,3,3,0,0,0,12
40199,,24,0,3,0,0,6,0,33
40200,,75,6,3,15,0,15,0,114
40201,,96,45,9,78,0,36,3,267
40202,,255,51,6,90,15,15,6,438
40203,,12,0,3,3,0,6,0,24
40204,,12,0,0,0,0,6,0,18
40205,,24,0,0,0,0,3,3,30
40206,,18,0,0,0,0,0,0,18
40207,,51,0,24,27,0,30,0,132
40208,,27,0,3,6,0,6,0,42
40209,,363,60,6,204,3,30,24,690
40210,,78,6,6,30,0,21,3,144
40211,,72,0,3,6,0,18,6,105
40212,,81,0,3,6,3,15,3,111
40213,,63,0,3,0,3,15,0,84
40214,,48,0,3,3,0,0,0,54
40215,,30,0,3,0,3,9,0,45
40216,,6,6,0,0,0,3,0,15
40217,,543,114,15,216,9,54,42,993
40218,,12,0,0,0,0,6,0,18
40219,,6,0,0,0,0,0,0,6
40220,,12,0,0,0,0,0,0,12
40221,,9,3,0,0,0,3,0,15
40222,,60,3,3,12,3,18,0,99
40223,,6,3,3,3,0,9,0,24
40224,,369,93,15,315,9,72,3,876
40225,,12,0,3,0,0,3,0,18
40226,,12,0,0,0,0,6,0,18
40227,,75,24,3,60,9,30,6,207
40228,,135,36,3,75,0,21,0,270
40229,,120,15,3,60,3,27,3,231
40230,,180,42,12,87,3,27,3,354
40231,,69,6,3,48,0,18,0,144
40232,,24,0,3,3,0,12,0,42
40233,,216,51,12,120,3,48,3,453
40234,,27,6,3,3,0,18,0,57
40235,,60,9,3,9,0,9,0,90
40236,,54,3,3,3,0,9,0,72
40237,,39,3,3,15,0,3,6,69
40238,,27,0,3,6,0,12,0,48
40239,,6,0,0,0,0,0,0,6
40240,,12,3,3,0,3,6,0,27
40242,,15,0,0,0,0,3,0,18
40243,,171,36,9,78,0,54,9,357
40244,,111,12,3,30,0,15,3,174
40245,,162,36,9,75,6,27,6,321
40246,,90,21,9,57,0,27,6,210
40247,,12,0,0,0,0,0,0,12
40248,,81,3,3,36,0,21,6,150
40249,,24,3,3,6,0,9,0,45
40250,,72,36,9,12,0,12,6,147
40251,,30,3,0,3,3,18,0,57
40252,,21,6,3,0,0,18,0,48
40253,,18,3,3,0,0,9,3,36
40254,,18,0,3,0,3,3,0,27
40255,,15,3,3,3,0,15,0,39
40256,,45,3,3,0,0,9,0,60
40257,,114,15,3,9,0,24,12,177
40258,,12,0,3,6,0,12,0,33
40259,,18,0,3,3,0,3,0,27
40260,,12,0,3,6,0,9,0,30
40261,,300,63,9,72,3,42,6,495
40262,,18,0,3,3,0,3,0,27
40263,,27,0,3,3,0,6,0,39
40264,,111,12,3,45,0,18,0,189
40265,,9,3,0,0,0,0,0,12
40266,,213,87,3,57,0,39,36,435
40267,,36,27,3,33,3,9,6,117
40268,,39,6,3,6,3,3,0,60
40269,,69,15,6,66,3,39,3,201
40270,,33,15,0,0,0,9,0,57
40271,,84,9,3,15,3,18,3,135
40272,,93,12,3,57,6,15,3,189
40273,,411,51,12,255,6,39,9,783
40274,,99,18,3,30,3,24,0,177
40275,,27,0,3,6,0,6,0,42
40276,,15,3,0,0,0,3,12,33
40277,,51,6,6,6,0,6,0,75
40278,,75,3,3,12,0,6,6,105
40279,,774,531,33,555,42,117,51,2103
40280,,54,12,3,27,6,24,3,129
40281,,504,417,24,447,15,66,6,1479
40282,,345,123,15,219,3,57,12,774
40283,,201,27,18,102,0,30,6,384
40284,,720,195,21,528,15,66,6,1551
40285,,21,0,3,0,0,18,0,42
40286,,90,21,3,69,0,18,0,201
40287,,348,84,6,135,9,54,24,660
40288,,42,18,3,39,0,21,0,123
40289,,15,0,3,0,0,3,0,21
40290,,6,0,0,0,0,0,0,6
40291,,144,24,3,24,9,30,9,243
40292,,129,12,15,51,0,27,3,237
40293,,81,6,3,42,3,18,3,156
40294,,114,9,3,45,3,9,0,183
40295,,153,33,3,9,0,18,0,216
40296,,558,126,6,168,3,51,54,966
40297,,12,0,3,3,0,6,0,24
40298,,18,0,3,0,3,6,0,30
40299,,9,0,0,0,0,3,0,12
40300,,48,0,3,24,0,15,3,93
40301,,12,0,0,0,0,3,0,15
40303,,27,6,3,3,0,9,0,48
40304,,588,645,15,252,6,54,78,1638
40305,,12,0,0,0,0,3,0,15
40306,,27,3,3,6,0,15,3,57
40307,,99,18,3,48,0,27,3,198
40308,,39,0,3,3,0,6,0,51
40309,,42,9,3,54,0,9,0,117
40310,,672,183,15,264,9,78,51,1272
40311,,36,3,3,0,0,9,0,51
40312,,672,189,60,585,27,117,18,1668
40313,,222,69,15,138,6,51,3,504
40314,,66,3,3,45,0,9,0,126
40315,,51,0,3,3,3,6,0,66
40316,,51,3,6,6,0,9,0,75
40317,,270,45,3,105,9,30,9,471
40318,,18,0,3,3,0,0,0,24
40319,,18,0,3,0,0,9,0,30
40320,,33,0,0,15,3,3,0,54
40321,,12,0,3,0,0,6,0,21
40322,,12,3,0,0,0,0,0,15
40323,,3,0,3,3,0,12,0,21
40324,,9,6,3,0,0,3,0,21
40325,,6,3,3,3,0,3,0,18
40326,,147,24,3,48,0,33,24,279
40327,,9,0,3,3,0,3,0,18
40328,,285,144,6,66,0,33,24,558
40329,,18,0,3,3,0,6,0,30
40330,,27,3,3,0,0,12,0,45
40331,,150,51,9,105,9,21,3,348
40332,,144,30,6,45,6,39,6,276
40333,,72,24,3,54,6,15,0,174
40334,,48,15,0,6,0,3,6,78
41001,,6,3,0,0,0,0,0,9
41002,,30,3,3,9,0,9,3,57
41003,,18,0,15,3,3,15,0,54
41004,,12,3,0,0,0,0,0,15
41006,,18,9,3,0,0,6,0,36
41007,,36,3,6,0,0,6,0,51
41008,,30,3,3,3,0,12,3,54
41009,,18,0,3,0,0,6,0,27
41010,,48,12,3,18,0,30,3,114
41012,,15,0,0,0,0,3,0,18
41013,,15,0,3,0,0,6,0,24
41014,,6,0,0,0,0,3,0,9
41016,,66,3,3,0,0,12,0,84
41017,,42,3,3,0,0,6,0,54
41018,,2541,999,285,1554,108,432,123,6042
41019,,6,0,0,0,0,0,0,6
41020,,12,3,0,0,0,0,0,15
41022,,6,0,0,0,0,6,0,12
41024,,6,0,0,3,0,3,0,12
41025,,78,39,9,54,0,33,12,225
41026,,6,0,0,0,0,0,0,6
41027,,12,0,0,0,0,3,0,15
41028,,12,0,0,0,0,3,0,15
41029,,78,15,3,15,0,21,9,141
41030,,9,0,0,0,0,6,0,15
41031,,114,15,6,54,3,30,6,228
41032,,126,42,6,99,0,24,3,300
41034,,15,3,0,0,0,12,3,33
41035,,21,0,3,0,0,12,0,36
41036,,15,9,3,0,0,12,3,42
41037,,9,0,0,0,0,3,0,12
41038,,27,3,3,0,0,9,0,42
41039,,21,12,3,9,0,6,0,51
41040,,30,9,3,27,0,21,0,90
41041,,6,3,0,0,0,6,0,15
41042,,21,3,3,3,0,15,0,45
41043,,72,24,3,9,6,21,3,138
41044,,39,12,3,42,0,21,3,120
41045,,87,12,6,33,0,30,15,183
41046,,72,24,3,12,0,54,3,168
41047,,294,93,6,465,6,69,9,942
41048,,15,0,0,0,0,6,0,21
41049,,45,21,3,24,9,27,3,132
41050,,39,18,0,33,0,21,12,123
41051,,57,21,3,9,6,9,6,111
41052,,63,9,6,3,3,30,3,117
41053,,21,6,3,3,0,21,0,54
41054,,21,3,3,0,0,9,0,36
41055,,105,30,6,42,9,75,6,273
41057,,9,3,0,0,0,0,0,12
41058,,6,0,0,0,0,0,0,6
41059,,468,171,30,177,9,117,18,990
41060,,27,6,3,21,0,6,0,63
41061,,75,12,3,9,0,18,0,117
41062,,30,9,3,0,3,0,0,45
41063,,15,3,3,0,0,9,0,30
41065,,18,0,6,3,0,3,0,30
41066,,21,0,0,0,0,9,0,30
41067,,162,42,6,81,0,36,6,333
41068,,24,6,3,0,0,18,0,51
41069,,15,0,0,0,0,3,0,18
41070,,39,6,3,3,0,27,0,78
41071,,30,0,3,6,0,12,6,57
41072,,9,0,3,0,0,3,3,18
41073,,30,6,3,9,3,12,0,63
41074,,99,21,3,36,0,21,3,183
41075,,48,18,3,18,0,33,0,120
41077,,6,3,0,0,0,0,0,9
41078,,42,9,3,3,0,9,0,66
41079,,9,0,0,0,0,0,0,9
41080,,54,27,3,18,3,21,3,129
41081,,12,0,0,0,0,0,0,12
41083,,36,15,0,6,0,21,0,78
41084,,48,9,3,30,6,27,6,129
41085,,66,15,3,6,0,24,6,120
41086,,39,3,3,0,0,9,0,54
41087,,15,0,0,0,0,0,0,15
41088,,12,0,0,0,0,6,0,18
41089,,24,0,0,0,0,6,0,30
41090,,9,3,0,0,0,0,0,12
41091,,57,3,3,12,0,15,0,90
41093,,6,0,0,0,0,0,0,6
41094,,66,6,3,3,6,21,0,105
41095,,60,12,3,12,3,18,3,111
41096,,18,0,3,0,0,9,0,30
41097,,87,15,6,18,12,21,3,162
41098,,15,0,0,0,0,0,0,15
41099,,30,18,3,0,3,9,0,63
41100,,9,0,0,0,0,3,0,12
41101,,90,21,6,36,3,24,0,180
41102,,27,6,3,3,0,6,0,45
41103,,15,0,0,0,0,0,0,15
41104,,102,15,6,36,0,36,3,198
41105,,60,9,3,15,3,12,0,102
41106,,246,129,9,138,12,48,6,588
41107,,24,3,3,0,0,6,3,39
41108,,3,0,0,0,0,3,0,6
41109,,24,6,3,3,3,15,0,54
41110,,69,15,0,0,0,21,0,105
41112,,15,3,0,0,0,3,0,21
41113,,18,3,0,0,0,3,3,27
41114,,33,0,0,0,0,21,0,54
41115,,6,3,0,0,0,6,3,18
41116,,6,3,0,3,0,3,0,15
41118,,9,0,0,0,3,9,0,21
41119,,6,0,3,0,0,0,0,9
41120,,66,6,3,18,0,39,6,138
41121,,6,0,0,0,0,0,0,6
41122,,21,0,0,0,0,0,0,21
41123,,21,15,3,18,0,15,0,72
41124,,21,3,3,0,0,9,0,36
41125,,24,6,3,12,0,15,0,60
41126,,48,6,3,18,0,21,3,99
41127,,18,0,3,3,0,9,0,33
41128,,21,3,3,3,0,15,0,45
41129,,27,6,3,0,0,18,3,57
41130,,33,9,6,0,3,9,0,60
41131,,39,3,3,6,0,9,3,63
41132,,15,6,0,0,0,9,0,30
41134,,24,12,6,9,6,9,0,66
41135,,60,12,3,3,3,27,9,117
41136,,411,75,18,135,6,57,0,702
41137,,36,0,3,6,0,6,3,54
41138,,15,0,3,3,0,9,0,30
41139,,39,15,3,36,3,21,0,117
41140,,63,15,3,3,6,15,0,105
41141,,15,0,3,0,0,15,0,33
41142,,87,18,9,24,3,45,0,186
41143,,117,45,9,66,3,42,3,285
41144,,30,6,3,3,0,3,0,45
41145,,33,6,3,3,0,18,0,63
41146,,57,9,3,0,3,30,6,108
41147,,81,15,6,42,3,27,6,180
41148,,42,15,6,33,0,18,0,114
41149,,234,93,30,150,0,54,3,564
41150,,192,45,6,75,0,57,6,381
41151,,249,126,9,159,6,51,12,612
41152,,48,15,3,3,3,12,0,84
41153,,12,0,0,0,0,0,0,12
41154,,87,18,6,24,3,33,3,174
41155,,39,18,3,33,6,18,9,126
41156,,12,0,0,3,0,3,0,18
41157,,63,21,3,24,0,27,3,141
41158,,138,18,6,57,3,27,0,249
41159,,111,30,6,33,3,27,3,213
41160,,18,0,3,0,0,6,0,27
41161,,105,30,6,36,9,45,18,249
41163,,12,0,0,0,0,3,0,15
41164,,195,63,6,141,12,36,12,465
41166,,30,0,3,0,0,6,0,39
41167,,237,63,9,84,12,45,15,465
41168,,15,0,0,0,0,9,0,24
41171,,105,24,9,66,3,27,3,237
41172,,24,3,3,3,0,3,0,36
41173,,198,54,12,45,12,48,6,375
41174,,3,3,3,0,3,3,0,15
41175,,69,9,3,27,6,27,0,141
41176,,66,9,3,12,0,15,3,108
41177,,24,0,0,0,0,12,3,39
41178,,6,0,0,0,0,0,0,6
41179,,15,0,0,0,0,6,0,21
41180,,81,18,6,69,3,33,3,213
41181,,42,12,3,0,0,12,0,69
41182,,24,0,0,0,0,9,0,33
41184,,27,0,3,12,0,15,3,60
41185,,153,57,6,42,6,24,6,294
41186,,9,0,3,0,0,3,0,15
41187,,6,0,3,0,0,3,0,12
41188,,15,0,0,0,0,0,0,15
41189,,21,0,3,6,0,12,0,42
41190,,6,3,0,0,0,0,0,9
41191,,3,0,0,0,0,0,0,3
41192,,18,0,0,3,0,0,0,21
41193,,12,3,0,0,0,0,0,15
41194,,1137,408,63,462,18,156,33,2277
41195,,9,0,0,0,0,0,0,9
41196,,3,0,0,0,0,6,0,9
41198,,234,90,18,102,0,57,15,516
41199,,75,27,9,90,6,18,3,228
41200,,12,0,0,0,0,6,0,18
41201,,18,0,0,3,3,0,0,24
41203,,9,3,3,3,0,6,0,24
41204,,72,24,6,18,3,18,0,141
41205,,15,3,0,0,0,6,0,24
41206,,51,3,3,3,3,15,0,78
41207,,45,18,3,15,0,24,3,108
41208,,9,3,0,0,0,0,0,12
41209,,27,0,12,3,0,15,0,57
41211,,144,30,3,93,9,30,0,309
41212,,240,222,9,99,6,36,9,621
41213,,12,0,0,0,0,0,0,12
41214,,30,3,3,3,0,12,0,51
41215,,3,0,0,0,0,3,0,6
41216,,15,0,3,3,0,21,3,45
41217,,42,0,3,0,0,12,0,57
41218,,24,0,3,9,0,9,0,45
41219,,15,0,3,0,0,0,0,18
41220,,204,48,15,42,15,63,6,393
41221,,33,3,3,3,0,9,0,51
41222,,18,0,3,0,0,6,0,27
41223,,33,3,3,3,0,18,0,60
41224,,9,3,0,0,0,3,0,15
41225,,24,0,3,0,0,9,0,36
41226,,198,54,12,51,6,21,3,345
41228,,15,0,0,0,0,0,0,15
41229,,39,12,3,18,0,15,3,90
41230,,102,3,6,45,3,24,0,183
41231,,54,12,6,9,3,39,3,126
41232,,300,102,21,129,6,93,18,669
41233,,30,15,9,0,0,30,0,84
41234,,18,0,0,0,0,6,0,24
41235,,42,6,3,12,0,24,3,90
41236,,9,3,0,0,0,3,0,15
41237,,72,0,3,0,3,21,0,99
41238,,114,15,6,27,0,33,3,198
41239,,30,9,3,0,0,24,9,75
41241,,51,15,3,12,3,24,3,111
41242,,240,96,9,147,6,57,9,564
41243,,33,9,6,21,0,21,0,90
41245,,24,3,0,0,3,6,0,36
41246,,15,3,3,0,0,12,0,33
41247,,84,24,3,39,0,27,3,180
41248,,63,21,3,3,0,36,3,129
41249,,60,12,3,15,3,30,0,123
41250,,39,15,3,15,0,15,0,87
41251,,30,12,3,9,0,21,0,75
41252,,111,12,6,15,6,30,6,186
41253,,15,0,3,0,0,15,0,33
41254,,9,0,0,0,0,3,0,12
41255,,12,6,3,0,0,3,0,24
41256,,75,33,3,15,6,33,0,165
41258,,51,15,3,21,6,18,3,117
41259,,33,18,6,9,0,18,3,87
41260,,30,3,3,0,6,12,0,54
41261,,12,0,0,0,0,0,0,12
41262,,48,3,3,3,0,15,6,78
41265,,21,9,3,3,0,12,3,51
41266,,6,0,0,0,0,0,0,6
41267,,51,15,3,6,3,12,0,90
41268,,15,0,0,0,0,12,0,27
41269,,852,477,66,585,21,159,42,2202
41271,,21,9,3,9,0,21,3,66
41273,,12,0,3,0,3,9,0,27
41274,,6,0,0,0,0,0,0,6
41275,,48,12,3,42,3,24,0,132
41276,,138,87,6,30,0,24,3,288
41277,,3,0,0,0,3,3,0,9
41278,,15,3,0,0,0,0,0,18
41279,,18,9,3,3,3,9,0,45
41280,,186,18,9,51,18,27,0,309
41281,,12,3,3,3,0,9,0,30
41282,,15,3,3,3,3,12,0,39
41283,,6,0,3,0,0,0,0,9
41284,,6,0,0,0,0,0,0,6
41285,,24,0,3,3,0,18,0,48
41286,,9,0,0,0,0,0,0,9
41287,,27,3,3,3,0,12,0,48
41288,,36,24,3,0,3,12,0,78
41289,,21,0,3,0,0,3,0,27
41290,,12,0,3,0,0,3,0,18
41291,,6,0,0,3,0,9,0,18
41292,,15,0,0,3,0,0,0,18
41293,,18,3,3,0,0,0,0,24
41294,,48,18,3,6,6,24,0,105
41295,,360,273,21,192,18,105,15,984
41296,,57,12,3,27,3,39,3,144
41297,,33,12,3,6,0,9,3,66
42001,,36,0,3,9,0,6,0,54
42002,,9,0,3,0,0,6,0,18
42003,,129,21,3,45,0,27,3,228
42005,,942,411,36,438,24,135,30,2016
42006,,27,6,0,3,0,12,0,48
42007,,6,3,0,0,0,9,0,18
42008,,3,0,0,0,0,12,0,15
42009,,21,0,3,0,0,6,0,30
42010,,63,3,6,18,0,21,0,111
42011,,252,81,9,105,9,45,3,504
42012,,24,0,3,0,0,3,0,30
42013,,108,30,6,33,3,18,0,198
42014,,24,0,0,0,3,6,0,33
42015,,81,24,6,36,12,27,3,189
42016,,15,0,3,0,0,12,0,30
42017,,36,3,3,6,6,24,3,81
42018,,18,3,0,0,0,0,3,24
42019,,225,108,12,177,12,57,0,591
42020,,66,3,3,18,0,21,0,111
42021,,66,15,3,6,0,15,0,105
42022,,258,42,3,123,6,18,9,459
42023,,159,75,15,84,0,45,6,384
42025,,9,0,0,0,0,3,0,12
42026,,75,21,9,18,3,33,0,159
42027,,27,0,3,6,0,6,0,42
42028,,36,9,3,9,0,9,0,66
42029,,84,18,3,39,3,12,0,159
42030,,36,6,3,6,3,15,0,69
42031,,21,0,0,0,0,6,3,30
42032,,78,12,6,30,3,6,0,135
42033,,42,9,3,3,0,12,3,72
42034,,6,0,0,0,0,6,0,12
42035,,15,3,0,0,0,9,0,27
42036,,18,0,9,6,0,9,0,42
42037,,54,6,3,0,0,6,0,69
42038,,48,0,3,0,0,18,0,69
42039,,39,9,3,33,3,36,3,126
42040,,3,0,0,0,0,12,0,15
42041,,42,3,3,3,0,18,0,69
42042,,72,9,3,9,0,12,3,108
42043,,84,18,3,33,3,18,0,159
42044,,654,132,48,294,24,84,3,1239
42045,,3,0,0,0,0,3,0,6
42046,,117,15,3,75,0,15,0,225
42047,,18,0,3,3,0,12,0,36
42048,,48,3,3,0,0,9,0,63
42049,,51,3,3,9,0,0,0,66
42050,,9,0,0,0,0,6,0,15
42051,,33,0,3,3,0,3,0,42
42052,,306,213,21,231,3,66,15,855
42053,,90,9,0,15,0,33,6,153
42054,,27,0,3,0,0,15,0,45
42055,,18,0,0,0,0,3,0,21
42056,,258,51,9,54,3,24,3,402
42058,,12,3,0,0,0,0,0,15
42059,,309,132,24,189,6,63,6,729
42060,,42,0,3,0,0,9,0,54
42061,,24,0,3,0,0,33,0,60
42062,,69,12,3,21,0,12,0,117
42063,,27,3,3,0,0,9,0,42
42064,,48,3,6,6,0,15,0,78
42065,,78,33,3,9,6,12,0,141
42066,,39,6,3,6,0,15,0,69
42067,,6,0,3,0,3,6,0,18
42068,,21,0,3,0,0,3,0,27
42069,,108,18,3,69,6,27,3,234
42070,,42,6,3,21,0,21,3,96
42071,,372,225,21,246,3,66,15,948
42073,,54,6,0,0,0,9,0,69
42074,,51,3,6,15,0,21,0,96
42075,,93,9,3,27,0,15,0,147
42076,,51,6,3,21,0,27,0,108
42077,,30,3,0,6,0,3,0,42
42078,,15,6,3,6,0,9,0,39
42079,,60,6,6,15,0,15,0,102
42081,,84,9,3,18,0,21,0,135
42083,,51,3,3,6,0,6,0,69
42084,,30,0,6,3,3,3,0,45
42085,,36,0,6,9,0,21,0,72
42086,,27,0,3,3,0,12,0,45
42087,,63,0,0,0,0,3,0,66
42088,,63,9,3,0,0,12,3,90
42089,,30,3,3,30,0,12,0,78
42090,,27,0,3,3,0,15,0,48
42091,,63,9,3,3,0,15,0,93
42092,,171,99,12,135,6,24,0,447
42093,,51,9,3,18,0,24,0,105
42094,,597,384,33,525,24,84,21,1668
42095,,1188,501,72,570,24,165,18,2538
42096,,18,12,3,9,0,21,0,63
42097,,282,210,6,111,9,33,0,651
42098,,42,9,6,9,3,15,0,84
42099,,282,27,9,75,9,33,0,435
42100,,9,0,3,0,0,3,0,15
42101,,12,0,0,0,0,9,0,21
42102,,45,12,3,15,0,15,0,90
42103,,267,57,15,171,21,42,3,576
42104,,51,3,3,6,0,18,0,81
42105,,12,3,3,0,0,3,0,21
42106,,24,3,3,0,0,6,0,36
42107,,24,3,3,0,0,6,0,36
42108,,57,3,3,12,0,12,0,87
42110,,252,105,6,144,6,30,3,546
42112,,21,0,3,0,0,3,0,27
42113,,12,3,0,0,0,18,0,33
42115,,87,9,3,33,0,21,0,153
42116,,30,3,0,0,0,18,0,51
42117,,9,0,0,0,0,0,0,9
42118,,30,6,3,3,0,9,0,51
42119,,21,3,0,0,0,15,0,39
42120,,75,18,3,33,0,24,0,153
42121,,15,3,3,0,0,0,0,21
42122,,66,12,3,12,0,12,0,105
42123,,252,48,9,96,9,39,0,453
42124,,15,0,3,0,0,0,0,18
42125,,12,0,0,3,0,3,0,18
42126,,87,15,3,36,0,15,3,159
42127,,327,207,36,114,0,72,9,765
42128,,27,6,3,3,0,9,0,48
42129,,156,36,6,75,3,24,3,303
42130,,24,12,3,0,0,6,0,45
42131,,12,0,0,0,0,3,0,15
42132,,45,3,3,3,0,12,0,66
42133,,42,6,3,9,0,6,0,66
42134,,75,9,3,18,0,15,0,120
42135,,39,3,3,3,0,15,0,63
42136,,48,3,3,6,0,18,0,78
42137,,63,12,3,0,3,6,0,87
42138,,45,3,3,0,0,9,0,60
42139,,99,24,15,54,0,24,0,216
42140,,30,3,3,0,0,9,0,45
42141,,24,6,3,3,0,12,0,48
42142,,24,0,0,0,0,3,3,30
42143,,36,3,0,3,0,3,0,45
42145,,78,15,6,12,0,21,0,132
42146,,9,0,0,0,0,3,0,12
42147,,981,639,66,792,24,126,24,2652
42148,,39,0,3,0,0,30,0,72
42149,,387,102,9,279,12,48,12,849
42150,,87,6,3,33,3,15,3,150
42151,,21,0,12,0,0,6,0,39
42152,,27,0,12,3,0,15,0,57
42153,,30,6,0,0,0,9,0,45
42154,,33,12,9,0,0,15,0,69
42155,,48,3,3,6,0,12,0,72
42156,,84,18,6,45,3,15,0,171
42157,,27,3,3,0,0,6,0,39
42158,,12,3,3,0,0,12,0,30
42159,,108,60,15,81,6,48,9,327
42160,,9,3,0,0,0,6,0,18
42161,,15,3,3,3,0,3,0,27
42162,,63,9,3,15,0,12,3,105
42163,,93,27,6,45,0,33,3,207
42164,,9,0,0,0,0,9,0,18
42165,,195,63,12,123,6,51,6,456
42166,,33,18,3,6,6,6,3,75
42167,,30,3,3,3,3,12,0,54
42168,,240,60,12,105,0,93,9,519
42169,,87,9,3,0,0,18,0,117
42170,,135,72,18,33,3,18,3,282
42171,,15,0,3,0,0,3,0,21
42172,,51,9,6,15,0,21,0,102
42173,,15,0,3,3,6,18,3,48
42174,,66,3,3,9,6,21,0,108
42175,,57,6,3,9,3,21,0,99
42176,,72,9,6,27,0,42,0,156
42177,,171,66,3,42,0,18,3,303
42178,,48,9,3,9,0,9,0,78
42179,,36,3,3,9,0,9,0,60
42180,,27,6,15,0,0,6,0,54
42181,,42,12,6,33,3,18,0,114
42182,,168,90,9,93,0,45,6,411
42183,,429,114,27,120,24,72,3,789
42184,,459,135,27,264,6,63,18,972
42185,,21,3,3,9,0,12,0,48
42186,,990,270,48,375,63,96,6,1848
42187,,2178,1125,150,1443,21,264,48,5229
42188,,9,0,3,3,0,6,0,21
42189,,534,117,24,252,6,63,0,996
42191,,84,9,3,3,0,18,0,117
42192,,9,0,0,3,0,3,0,15
42193,,72,9,3,57,0,30,0,171
42194,,6,0,3,0,0,12,3,24
42195,,51,9,3,45,0,36,6,150
42196,,21,0,0,0,0,15,0,36
42197,,69,21,3,6,9,3,0,111
42198,,48,9,3,27,0,21,3,111
42199,,93,18,6,54,0,33,0,204
42200,,36,12,3,24,3,15,0,93
42201,,51,3,3,3,0,18,3,81
42202,,30,9,3,6,0,21,0,69
42203,,18,3,3,0,0,12,0,36
