codgeo,libgeo,epci,pop,n_types_socle_presents,score_socle,taux_couverture_socle
87068,Fromental,200066512,512,7,15.56,15.96
89254,Mézilles,200067130,512,6,17.58,18.03
03207,Pierrefitte-sur-Loire,200071470,511,7,19.04,19.53
11324,Roubia,200035863,511,7,16.56,16.98
15114,Marcenat,200066637,511,11,39.38,40.39
16347,Saint-Romain,200070282,511,6,19.12,19.61
24577,Vézac,200027217,511,6,16.42,16.84
2A031,Bastelica,242000503,511,9,32.72,33.56
38278,Notre-Dame-de-l'Osier,200070431,511,6,15.04,15.42
45037,Boisseaux,244500542,511,3,9.52,9.76
46023,Belfort-du-Quercy,244600532,511,7,19.62,20.12
47029,Blanquefort-sur-Briolance,200068930,511,8,29.62,30.38
47242,Saint-Front-sur-Lémance,200068930,511,5,12.88,13.21
51505,Saint-Masmes,200067213,511,6,18.42,18.89
51569,Thillois,200067213,511,8,25.08,25.72
57111,Bronvaux,245701271,511,6,23.32,23.92
60037,Babœuf,246000756,511,4,10.68,10.95
60076,Blargies,246000848,511,4,12.04,12.35
61248,Mantilly,200068443,511,6,14.08,14.44
80834,Yzengremer,200070944,511,5,13.44,13.78
84032,Caseneuve,200040624,511,6,14.72,15.1
88322,La Neuveville-devant-Lépanges,200042000,511,4,13.12,13.46
89209,Jouy,248900748,511,5,14.52,14.89
01057,Boz,200071371,510,5,12.12,12.43
02483,Mézières-sur-Oise,200040426,510,6,15.84,16.24
16001,Abzac,200072049,510,6,12.48,12.8
18219,Saint-Laurent,241800325,510,4,10.54,10.81
37026,Betz-le-Château,200071587,510,9,30.92,31.71
57066,Berthelming,200068146,510,5,17.02,17.45
57311,Hellimer,200067502,510,11,34.29,35.17
57720,Villing,200067650,510,3,12.7,13.02
60003,Abbeville-Saint-Lucien,200068005,510,4,15.82,16.22
60420,Montjavoult,246000707,510,3,7.6,7.79
72098,Coulongé,200073112,510,7,16.04,16.45
72204,Montaillé,200072692,510,3,8.44,8.66
80282,Érondelle,200070993,510,5,13.24,13.58
80592,Neuville-Coppegueule,200071181,510,3,8.68,8.9
89172,Fontaine-la-Gaillarde,248900334,510,5,14.32,14.69
04122,Mirabeau,200067437,509,5,13.84,14.19
07297,Saint-Sylvestre,200041366,509,5,12.12,12.43
08113,Chaumont-Porcien,240800862,509,10,38.66,39.65
08202,Gué-d'Hossus,200067759,509,2,6.4,6.56
08329,Novion-Porcien,240800862,509,8,22.36,22.93
14209,Crouay,200066801,509,3,7.8,8.0
14275,Fontaine-Henry,200069516,509,5,13.44,13.78
14480,Osmanville,200066801,509,1,2.8,2.87
14603,Saint-Laurent-de-Condel,200066710,509,9,39.02,40.02
17210,Lorignac,200041523,509,5,12.88,13.21
24345,Queyssac,200070647,509,2,4.0,4.1
62286,Ecquedecques,200072460,509,4,13.12,13.46
32269,Monfort,200034726,509,8,19.22,19.71
64145,Bourdettes,246401756,509,3,6.28,6.44
37144,Marçay,200043081,509,3,8.44,8.66
54252,Haroué,200035772,509,16,54.86,56.26
55150,Demange-Baudignécourt,200066108,509,7,17.58,18.03
62661,Bouin-Plumoison,200044030,509,4,10.72,10.99
64106,Béhasque-Lapiste,200067106,509,5,24.22,24.84
68103,Geispitzen,200066058,509,3,9.52,9.76
73178,La Motte-en-Bauges,200069110,509,4,7.68,7.88
74068,Chêne-en-Semine,200070852,509,10,36.58,37.51
95253,Frémainville,200035970,509,3,8.44,8.66
08198,Grandpré,240800920,508,12,45.14,46.29
21127,Chaignay,242100154,508,5,13.44,13.78
21361,Lux,242100154,508,11,35.42,36.32
25050,Le Bélieu,242504116,508,3,6.28,6.44
30298,Saint-Sébastien-d'Aigrefeuille,200066918,508,6,14.64,15.01
37260,La Tour-Saint-Gelin,200072668,508,5,13.44,13.78
39451,Ranchot,243900560,508,8,23.16,23.75
43150,Le Pertuis,200073419,508,10,30.23,31.0
45276,Saint-Firmin-sur-Loire,200068278,508,1,2.8,2.87
51439,Pomacle,200067213,508,5,11.28,11.57
52512,Vecqueville,200044253,508,4,12.78,13.11
57197,Ernestviller,200070746,508,2,4.0,4.1
57338,Hottviller,200069441,508,6,19.54,20.04
57398,Leyviller,200067502,508,5,13.24,13.58
60344,Lalandelle,246000913,508,4,13.12,13.46
62212,Capelle-lès-Hesdin,200044030,508,4,9.64,9.89
67466,Siegen,200041283,508,5,14.32,14.69
70079,Bougnon,200041879,508,4,9.36,9.6
70101,Broye-Aubigney-Montseugny,200036549,508,4,7.62,7.81
71552,Uxeau,200070316,508,4,12.04,12.35
76698,Torcy-le-Petit,200068534,508,5,14.92,15.3
89119,Coulanges-sur-Yonne,200067429,508,15,52.46,53.8
02001,Abbécourt,200071785,507,4,12.04,12.35
10299,Pouan-les-Vallées,200071777,507,7,16.74,17.17
21267,Flagey-Echézeaux,200070894,507,2,5.08,5.21
25033,Autechaux-Roide,200065647,507,2,6.4,6.56
27101,Bouquelon,200066405,507,3,15.64,16.04
28281,Nogent-sur-Eure,200033181,507,4,10.72,10.99
28362,Saint-Victor-de-Buthon,200070167,507,8,22.62,23.2
2A048,Calcatoggio,200067049,507,8,33.08,33.92
32448,Touget,200034726,507,7,17.62,18.07
33305,Le Nizan,200043982,507,4,13.12,13.46
35052,Champeaux,200039022,507,2,7.24,7.42
43049,Chamalières-sur-Loire,200073419,507,5,13.02,13.35
51119,Champillon,245100615,507,3,6.28,6.44
51546,Somme-Suippe,200042620,507,3,7.6,7.79
55042,Belleray,200049187,507,4,8.8,9.02
57684,Vahl-Ebersing,200067502,507,6,15.52,15.92
58258,Saint-Ouen-sur-Loire,200067700,507,3,8.64,8.86
59048,Bantigny,200068500,507,4,10.72,10.99
60118,Caisnes,246000756,507,4,17.14,17.58
72295,Saint-Longis,200072676,507,5,14.28,14.64
76506,Pommeréval,200070068,507,3,15.64,16.04
76588,Saint-Hellier,200070068,507,6,13.32,13.66
85077,Curzon,200071900,507,4,10.92,11.2
02659,Rouvroy,200071892,506,4,9.0,9.23
36150,Parnac,200035137,506,4,10.08,10.34
39338,Molay,243901089,506,4,13.9,14.25
47222,La Réunion,244701355,506,3,10.84,11.12
51379,Montigny-sur-Vesle,200067213,506,4,8.17,8.38
60662,Le Vauroux,246000913,506,2,5.68,5.83
68197,Magstatt-le-Bas,200066058,506,3,6.28,6.44
70145,Chaux-la-Lotière,247000706,506,4,9.0,9.23
70353,Montagney,200041887,506,8,24.66,25.29
71570,Verjux,200040038,506,4,16.84,17.27
85201,Saint-Benoist-sur-Mer,200071900,506,2,4.2,4.31
88464,Tendon,200071157,506,6,19.12,19.61
01357,Saint-Germain-de-Joux,240100891,505,7,25.02,25.66
05156,Saint-Sauveur,200067742,505,1,2.8,2.87
07174,Peyraud,200040491,505,6,17.54,17.99
11413,Villardonnel,200042463,505,6,15.54,15.94
62772,Salperwick,200069037,505,4,13.12,13.46
19081,Eyrein,241927201,505,7,17.06,17.5
21339,Lantenay,200039055,505,8,16.76,17.19
24070,Busserolles,200071819,505,5,16.34,16.76
27496,Rosay-sur-Lieure,200070142,505,4,6.6,6.77
28378,Souancé-au-Perche,200006971,505,6,18.42,18.89
39047,Bellefontaine,243900479,505,3,9.34,9.58
39520,Souvans,243900420,505,5,14.52,14.89
45073,Chantecoq,200067668,505,7,14.76,15.14
46177,Loubressac,200066371,505,6,18.94,19.42
57253,Gondrexange,200068146,505,7,19.62,20.12
58247,Saint-Jean-aux-Amognes,200067908,505,3,9.52,9.76
63463,Viscomtat,200070712,505,8,23.42,24.02
67069,Buhl,200041283,505,4,10.48,10.75
67428,Saint-Nabor,246700744,505,4,10.72,10.99
70390,Noroy-le-Bourg,200041861,505,8,35.04,35.93
76200,Critot,200070068,505,4,9.84,10.09
77115,Chevry-en-Sereine,247700107,505,5,11.92,12.22
80670,Revelles,248000531,505,6,15.72,16.12
87120,La Porcherie,200040814,505,5,12.08,12.39
88159,Entre-deux-Eaux,200071066,505,3,8.68,8.9
01127,Courmangoux,200071751,504,7,18.78,19.26
17082,Champagnac,200041523,504,5,14.32,14.69
17395,Saint-Sauvant,200036473,504,5,9.58,9.82
64091,Baliros,246401756,504,6,17.68,18.13
21680,Vielverge,200070902,504,5,9.68,9.93
24380,Saint-Barthélemy-de-Bellegarde,200040384,504,8,26.62,27.3
26103,Condorcet,200068229,504,6,17.76,18.21
27076,Boisset-les-Prévanches,200072312,504,4,12.94,13.27
2B079,Castello-di-Rostino,200073138,504,8,21.03,21.57
32378,Saint-Germé,200035632,504,5,13.02,13.35
34221,Puéchabon,243400694,504,4,9.36,9.6
42086,Écoche,200035202,504,7,14.84,15.22
51605,Venteuil,200066850,504,5,20.02,20.53
52386,Perthes,200068666,504,5,11.28,11.57
53057,La Chapelle-au-Riboul,200055887,504,8,17.52,17.97
57076,Beyren-lès-Sierck,245700695,504,5,11.92,12.22
57169,Dannelbourg,245700950,504,5,13.24,13.58
60242,Fontaine-Lavaganne,246000848,504,2,7.24,7.42
68306,Seppois-le-Haut,200066033,504,8,22.68,23.26
71591,Fleurville,200069698,504,8,22.22,22.79
72321,Saint-Symphorien,200072718,504,8,18.32,18.79
77368,Poigny,200037133,504,4,15.82,16.22
78013,Andelu,200034130,504,5,11.04,11.32
78096,Bourdonné,247800550,504,3,6.88,7.06
80808,Vironchaux,200070936,504,4,12.04,12.35
87072,Glanges,200040814,504,6,13.52,13.87
02308,Fesmy-le-Sart,240200444,503,5,17.22,17.66
02319,Fonsomme,200071892,503,5,18.34,18.81
02559,Nouvion-et-Catillon,240200469,503,5,14.34,14.71
03184,Montilly,200071140,503,5,13.44,13.78
07344,Vinzieux,200072015,503,1,2.8,2.87
08212,Harcy,200067759,503,4,9.16,9.39
08264,Machault,240800920,503,13,44.94,46.09
16131,Esse,200072049,503,4,10.78,11.06
21017,Arcenant,200070894,503,2,4.2,4.31
22019,Bringolo,200069086,503,4,9.0,9.23
27013,Amfreville-sous-les-Monts,200035665,503,3,7.96,8.16
31045,Barbazan,200072635,503,5,17.76,18.21
35102,Drouges,200039022,503,3,8.68,8.9
42148,Montchal,200065894,503,8,18.32,18.79
51264,Le Gault-Soigny,245100888,503,4,13.12,13.46
59223,Le Favril,200043321,503,4,12.04,12.35
60220,Espaubourg,246000913,503,5,15.94,16.35
64425,Orègue,200067106,503,4,10.92,11.2
68150,Husseren-les-Châteaux,246800494,503,2,4.0,4.1
68232,Neuwiller,200066058,503,4,13.12,13.46
70267,Gevigney-et-Mercey,200036150,503,6,17.58,18.03
71393,Saint-Bonnet-de-Cray,247103864,503,4,7.48,7.67
01436,Vesancy,240100750,502,3,8.44,8.66
10074,Chamoy,200071041,502,6,19.12,19.61
15029,Cassaniouze,200066678,502,10,26.72,27.4
18117,Jars,200069227,502,7,28.34,29.06
21517,Quincey,200070894,502,3,6.28,6.44
21609,Soirans,200070902,502,8,19.8,20.31
22348,Trédias,200069391,502,5,18.34,18.81
24494,Saint-Rémy,200034197,502,3,15.64,16.04
25149,Chenecey-Buillon,200068070,502,4,11.9,12.2
29295,Trémaouézan,242900801,502,3,8.44,8.66
2A330,Ucciani,242000503,502,7,24.06,24.67
36169,Pruniers,200068880,502,7,22.02,22.58
42017,Le Bessat,244200622,502,6,15.74,16.14
53022,La Bazouge-de-Chemeré,245300223,502,7,21.84,22.4
62332,Ficheux,200033579,502,3,9.28,9.52
63199,Ludesse,200070407,502,2,7.24,7.42
72324,Saint-Vincent-des-Prés,200072676,502,5,14.32,14.69
76122,Callengeville,200070068,502,3,8.44,8.66
77287,Meilleray,200072544,502,5,15.46,15.85
91247,La Forêt-le-Roi,249100595,502,5,12.96,13.29
02572,Orainville,240200576,501,3,7.6,7.79
02617,Pouilly-sur-Serre,240200469,501,6,15.72,16.12
14240,Épaney,241400514,501,3,9.52,9.76
24286,Montagrier,200040400,501,7,25.94,26.6
33462,Saint-Philippe-du-Seignal,243301371,501,1,2.8,2.87
25187,Dambelin,200065647,501,7,22.22,22.79
31316,Marignac,200072635,501,9,25.56,26.21
34017,Aumes,243400819,501,8,23.12,23.71
46172,Lhospitalet,200039519,501,9,25.62,26.27
47237,Sainte-Colombe-de-Villeneuve,200023307,501,3,6.28,6.44
61124,La Coulonche,200035814,501,4,10.72,10.99
61405,Saint-Hilaire-sur-Erre,200071504,501,3,8.44,8.66
63386,Saint-Pierre-Roche,200069169,501,4,10.08,10.34
63427,Teilhède,200072098,501,4,9.84,10.09
67210,Le Hohwald,200034270,501,8,21.02,21.56
68169,Kœstlach,200066041,501,2,4.0,4.1
72007,Ardenay-sur-Mérize,200072684,501,5,11.04,11.32
78349,Longvilliers,200073344,501,3,7.96,8.16
78590,Senlisse,200033173,501,5,12.12,12.43
02191,Chivy-lès-Étouvelles,200043495,500,3,9.52,9.76
16349,Sainte-Sévère,200070514,500,8,26.48,27.16
2B223,Pietralba,200073104,500,8,28.44,29.17
33008,Porte-de-Benauge,200069599,500,5,12.82,13.15
37005,Antogny-le-Tillac,200072668,500,3,7.6,7.79
40240,Renung,200030435,500,3,8.44,8.66
40249,Saint-Aubin,200069631,500,7,19.74,20.24
42306,Tarentaise,244200622,500,6,14.84,15.22
54069,Beuvillers,200070290,500,3,9.28,9.52
57509,Nitting,200068146,500,7,22.36,22.93
45100,Combleux,244500468,500,2,7.24,7.42
59537,Saint-Martin-sur-Écaillon,245901038,500,4,12.24,12.55
63090,Chaptuzat,200071199,500,3,8.68,8.9
71024,Baugy,247100639,500,5,8.62,8.84
72361,Tresson,200072684,500,9,30.12,30.89
74222,Reyvroz,247400682,500,5,14.34,14.71
74261,Saxel,247400047,500,2,11.2,11.49
76186,Conteville,200069722,500,3,6.88,7.06
76573,Saint-Denis-le-Thiboult,200070449,500,3,8.44,8.66
03072,Chazemais,240300657,499,6,14.64,15.01
07216,Saint-Barthélemy-Grozon,200016905,499,5,15.04,15.42
07250,Saint-Jeure-d'Ay,240700716,499,4,12.24,12.55
09224,Pailhès,200066223,499,8,19.02,19.51
10020,Avant-lès-Marcilly,241000488,499,5,13.44,13.78
10396,Vauchassis,200069250,499,5,14.32,14.69
14621,Saint-Martin-de-Bienfaite-la-Cressonnière,200069532,499,4,10.92,11.2
17304,Rouffiac,200036473,499,4,7.68,7.88
24228,Lanquais,200034833,499,6,15.92,16.33
27393,Martainville,200066827,499,4,10.92,11.2
28240,Meaucé,200070167,499,4,11.56,11.86
32121,Endoufielle,200023620,499,6,11.96,12.27
33502,Saugon,200023794,499,6,11.32,11.61
36172,Rivarennes,243600319,499,7,16.92,17.35
45014,Aulnay-la-Rivière,200071850,499,2,5.08,5.21
51418,Ormes,200067213,499,6,19.48,19.98
53053,Champgenéteux,200033298,499,4,12.24,12.55
53117,Houssay,245300447,499,6,13.32,13.66
53208,Saint-Cyr-en-Pail,200042182,499,6,14.64,15.01
57648,Servigny-lès-Raville,200067957,499,3,6.28,6.44
71227,Grury,200070316,499,8,19.22,19.71
72317,Saint-Rémy-du-Val,200072676,499,6,12.48,12.8
73138,Jarrier,200070464,499,4,10.92,11.2
80004,Acheux-en-Vimeu,200070944,499,4,13.12,13.46
81133,Lamillarié,200034049,499,5,13.32,13.66
85137,Marsais-Sainte-Radégonde,200071934,499,3,10.5,10.77
89405,Les Hauts de Forterre,200067130,499,4,14.98,15.36
04163,Revest-du-Bion,200071025,498,9,25.64,26.29
11339,Saint-Denis,200042463,498,6,15.74,16.14
16012,Angeac-Champagne,200070514,498,5,9.48,9.72
22042,Coatréven,200065928,498,8,19.52,20.02
24196,Génis,242401024,498,8,34.64,35.52
33405,Saint-Genès-de-Blaye,200023794,498,4,10.72,10.99
38254,Monteynard,200040657,498,4,12.04,12.35
55385,Nixéville-Blercourt,200066165,498,7,18.4,18.87
57695,Varize-Vaudoncourt,200067650,498,4,15.82,16.22
59259,Ghissignies,200043321,498,5,11.04,11.32
60253,Francastel,200067999,498,5,14.14,14.5
60435,Morvillers,246000848,498,5,18.34,18.81
62150,Boisjean,200044030,498,5,21.52,22.07
62644,Ouve-Wirquin,246201016,498,4,9.36,9.6
63155,Estandeuil,200067627,498,4,7.68,7.88
63249,Néronde-sur-Dore,200070712,498,5,11.28,11.57
67545,Witternheim,200067924,498,8,22.02,22.58
72237,Pirmil,200040475,498,4,7.48,7.67
72349,Teillé,200068963,498,6,12.44,12.76
76518,Raffetot,200010700,498,4,7.48,7.67
77178,Faÿ-lès-Nemours,200023240,498,3,6.48,6.65
78053,Béhoust,247800618,498,3,13.54,13.89
88176,Fontenoy-le-Château,200068757,498,7,28.34,29.06
88430,Saint-Ouen-lès-Parey,200068682,498,9,24.62,25.25
10332,Ruvigny,200069250,497,2,5.68,5.83
11021,Axat,200043776,497,15,58.88,60.38
11077,Castelnau-d'Aude,200035863,497,7,15.56,15.96
88341,Pair-et-Grandrupt,200071066,497,3,12.7,13.02
21531,Rouvray,242101442,497,13,46.34,47.52
24040,Beynac-et-Cazenac,200027217,497,9,30.62,31.4
39042,Baverans,200010650,497,5,11.92,12.22
24410,Saint-Front-la-Rivière,200071819,497,6,13.52,13.87
33166,Le Fieu,200070092,497,3,5.4,5.54
45199,Melleroy,200067668,497,5,17.22,17.66
48089,Le Malzieu-Forain,200069185,497,1,2.28,2.34
50365,Muneville-sur-Mer,200042604,497,2,4.9,5.03
54288,Lagney,200070563,497,4,14.98,15.36
54585,Virecourt,200067643,497,3,7.6,7.79
62837,Vaudringhem,246201016,497,3,10.84,11.12
67436,Saulxures,246700306,497,5,18.22,18.69
67484,Stundwiller,200040178,497,3,5.4,5.54
89388,Sépeaux-Saint Romain,248900938,497,5,12.12,12.43
08039,Avaux,200043156,496,5,11.28,11.57
14737,Versainville,241400514,496,2,7.24,7.42
16207,Marcillac-Lanville,241600303,496,5,14.52,14.89
27309,L'Habit,200071454,496,4,12.04,12.35
36047,La Châtre-Langlin,200035137,496,4,11.56,11.86
38387,Saint-Geoirs,200059392,496,4,10.72,10.99
41063,Couffy,200072064,496,5,13.44,13.78
47289,La Sauvetat-de-Savères,200036572,496,9,31.01,31.8
48148,Saint-Étienne-Vallée-Française,200069136,496,13,53.12,54.48
50335,Montaigu-la-Brisette,200067205,496,4,10.72,10.99
53195,Sacé,200055887,496,5,12.12,12.43
54010,Allamps,245400510,496,7,32.1,32.92
57025,Anzeling,200067486,496,6,20.62,21.15
63438,Trézioux,200067627,496,5,12.12,12.43
64349,Loubieng,200039204,496,3,8.44,8.66
66082,Formiguères,246600464,496,7,23.9,24.51
67361,Olwisheim,200067874,496,3,13.48,13.82
84115,Saint-Pierre-de-Vassols,248400053,496,7,23.78,24.39
88190,Frizon,200068757,496,4,9.0,9.23
06154,Valderoure,200039857,495,10,39.19,40.19
16258,Pérignac,200029734,495,3,9.52,9.76
17428,Sonnac,200041689,495,7,20.52,21.04
21227,Darois,200039063,495,7,23.44,24.04
24271,Milhac-de-Nontron,200071819,495,7,24.08,24.69
27633,Les Thilliers-en-Vexin,200071843,495,3,11.38,11.67
40214,Ossages,200069417,495,3,7.96,8.16
41068,Courmemin,244100798,495,5,12.32,12.63
54312,Lesménils,200041515,495,6,15.52,15.92
57314,Héming,200068146,495,10,35.12,36.02
57578,Rezonville-Vionville,200070738,495,5,14.32,14.69
64214,Espès-Undurein,200067106,495,5,12.12,12.43
65029,Arras-en-Lavedan,200070811,495,7,19.82,20.33
67147,Frœschwiller,200013050,495,4,13.12,13.46
68158,Jettingen,200066041,495,6,16.42,16.84
70136,Charmoille,247000011,495,4,12.04,12.35
73216,Rognaix,200068997,495,3,9.52,9.76
77306,Montereau-sur-le-Jard,247700057,495,7,16.29,16.71
79310,Secondigné-sur-Belle,200069755,495,6,20.82,21.35
80500,Maisnières,200069722,495,3,10.84,11.12
81075,Cuq,200034056,495,3,9.52,9.76
81285,Sérénac,248100497,495,10,25.56,26.21
86080,Cloué,200069854,495,4,10.48,10.75
86159,Millac,200070043,495,6,12.05,12.36
01434,Versailleux,200069193,494,4,10.72,10.99
14016,Annebault,241400878,494,5,19.08,19.57
14552,Ryes,241400555,494,5,16.38,16.8
16416,Vitrac-Saint-Vincent,200072049,494,4,13.38,13.72
17033,La Barde,200041523,494,1,2.8,2.87
24460,Saint-Méard-de-Drône,200040400,494,4,10.08,10.34
25100,Bulle,242504496,494,8,27.18,27.87
33078,Cabara,243301454,494,3,9.52,9.76
34097,Félines-Minervois,200066348,494,8,19.22,19.71
41099,Gy-en-Sologne,200072064,494,8,28.34,29.06
45099,Coinces,200035764,494,3,6.28,6.44
45139,Estouy,200066280,494,4,10.72,10.99
51102,Cauroy-lès-Hermonville,200067213,494,5,10.2,10.46
51598,Vauclerc,200067379,494,6,15.52,15.92
54131,Clémery,200070589,494,4,13.12,13.46
65464,Vielle-Adour,200069300,494,4,13.12,13.46
67215,Huttendorf,200067874,494,5,14.32,14.69
71303,Montagny-près-Louhans,200071579,494,3,10.84,11.12
76460,Nesle-Normandeuse,200069722,494,6,14.89,15.27
81119,Laboutarie,200034049,494,7,28.44,29.17
88340,Padoux,200068757,494,6,20.82,21.35
01116,Contrevoz,200040350,493,6,19.74,20.24
12290,Vaureilles,241200674,493,4,11.56,11.86
16293,Saint-Adjutory,200068914,493,4,10.78,11.06
21475,Pagny-le-Château,242101509,493,7,15.24,15.63
22244,Plussulien,200067460,493,8,23.22,23.81
23087,Fresselines,200067510,493,6,22.64,23.22
24388,Saint-Chamassy,200041168,493,9,24.44,25.06
28161,Frazé,200070167,493,6,17.32,17.76
32436,Solomiac,200034726,493,9,25.82,26.48
34219,Prémian,200066348,493,8,23.42,24.02
40329,Le Vignau,244000824,493,3,8.44,8.66
50499,Saint-Laurent-de-Cuves,200069425,493,6,20.38,20.9
60180,Crillon,246000848,493,6,16.42,16.84
68307,Sewen,246800676,493,6,16.56,16.98
70255,Fresne-Saint-Mamès,247000698,493,11,37.16,38.11
76064,Beaurepaire,247600497,493,3,13.54,13.89
76449,Montreuil-en-Caux,200068534,493,1,2.8,2.87
77262,Louan-Villegruis-Fontaine,200037133,493,5,14.52,14.89
77391,Rouilly,200037133,493,3,10.84,11.12
80122,Bouquemaison,200070951,493,8,20.78,21.31
87160,Saint-Léger-Magnazeix,200071942,493,7,15.08,15.47
88086,Champ-le-Duc,200042000,493,5,14.32,14.69
91121,Buno-Bonnevaux,249100157,493,3,15.64,16.04
08001,Acy-Romance,200043156,492,4,9.88,10.13
12098,Estaing,200067478,492,12,32.96,33.8
19192,Saint-Chamant,200066751,492,5,16.14,16.55
23143,Noth,200067510,492,7,21.14,21.68
31330,Mauressac,200068807,492,2,5.68,5.83
33456,Saint-Palais,243300811,492,4,15.82,16.22
33546,Vignonet,200035533,492,6,9.65,9.9
34118,Guzargues,200022986,492,3,7.6,7.79
43203,Saint-Julien-du-Pinet,244301016,492,6,23.52,24.12
50467,Saint-Floxel,200067205,492,5,15.55,15.95
53031,La Bigottière,245300355,492,4,10.48,10.75
62113,Berles-Monchel,200069482,492,6,19.54,20.04
63061,Bussières-et-Pruns,200071199,492,2,4.2,4.31
64220,Estos,200067262,492,5,17.4,17.84
67273,Lohr,200067783,492,4,14.94,15.32
68199,Malmerspach,246800205,492,5,14.32,14.69
68259,Raedersdorf,200066041,492,2,6.4,6.56
71258,Leynes,200070308,492,8,26.28,26.95
80519,Matigny,200070985,492,6,10.5,10.77
89237,Mailly-la-Ville,200067080,492,8,23.24,23.83
41287,Villerable,200072072,491,5,14.32,14.69
03319,Voussac,200071512,491,7,21.14,21.68
16160,Guimps,200029734,491,6,19.74,20.24
19105,Lanteuil,200066769,491,10,27.72,28.43
24336,Prats-de-Carlux,200040830,491,3,9.52,9.76
25214,Écot,200065647,491,4,9.78,10.03
27568,Sainte-Marthe,242700276,491,3,7.6,7.79
28234,Marchéville,200058360,491,3,9.52,9.76
2A198,Ota,200067049,491,14,55.88,57.31
38456,Châtel-en-Trièves,200030658,491,6,22.72,23.3
41203,Saint-Bohaire,200030385,491,3,8.44,8.66
51513,Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,200042992,491,10,43.22,44.32
54008,Allain,245400510,491,5,14.32,14.69
57700,Vaudreching,200067486,491,6,17.8,18.25
65150,Clarens,200070787,491,4,13.12,13.46
71092,La Chapelle-Naude,200071579,491,6,18.42,18.89
71392,Saint-Boil,247104094,491,9,17.54,17.99
73273,Saint-Pierre-de-Curtille,200068674,491,4,10.92,11.2
86047,Cernay,248600413,491,4,10.08,10.34
87151,Saint-Jean-Ligoure,200070506,491,6,15.72,16.12
03034,Boucé,200071470,490,8,23.42,24.02
16261,Les Pins,200072049,490,4,9.4,9.64
19079,Eyburie,241927243,490,5,12.32,12.63
27623,Surtauville,200035665,490,2,7.24,7.42
28180,Gilles,200040277,490,4,10.06,10.32
39299,Longwy-sur-le-Doubs,243901089,490,6,15.54,15.94
51036,Barbonne-Fayel,200066835,490,4,13.38,13.72
51293,Heutrégiville,200067213,490,3,8.68,8.9
57244,Garrebourg,245700950,490,6,20.62,21.15
60136,Cempuis,246000848,490,5,13.24,13.58
62451,Heuchin,200069672,490,9,31.14,31.94
62611,Neuville-Vitasse,200033579,490,7,25.06,25.7
67035,Berstheim,200067874,490,3,8.44,8.66
73104,Dullin,247300668,490,4,10.92,11.2
82030,Castelferrus,200066322,490,5,14.52,14.89
87017,Blanzac,200071942,490,4,12.78,13.11
09061,Les Bordes-sur-Arize,200066223,489,10,32.25,33.07
11393,Tourouzelle,200035863,489,8,18.14,18.6
12079,Coubisou,200067478,489,5,12.12,12.43
18049,La Chapelle-Montlinard,200068088,489,2,6.4,6.56
27384,Manneville-la-Raoult,200066827,489,3,9.52,9.76
33309,Ordonnac,200069995,489,3,10.84,11.12
36215,Ségry,243600236,489,5,12.76,13.09
47005,Allemans-du-Dropt,244700464,489,12,40.94,41.99
50198,Geffosses,200067031,489,5,17.22,17.66
59405,Mœuvres,200068500,489,4,9.48,9.72
60425,Montreuil-sur-Brêche,200068005,489,5,18.34,18.81
62308,Escœuilles,246201016,489,7,20.94,21.47
71530,Sully,200070530,489,5,12.82,13.15
80722,Saint-Vaast-en-Chaussée,248000531,489,4,12.04,12.35
95676,Villers-en-Arthies,249500513,489,5,13.24,13.58
86104,Genouillé,200070035,489,3,8.68,8.9
90014,Boron,249000241,489,3,7.96,8.16
91544,Saint-Cyr-la-Rivière,200017846,489,1,2.8,2.87
02469,Marly-Gomont,200071983,488,10,45.12,46.27
17201,La Laigne,200041499,488,4,14.94,15.32
18216,Saint-Hilaire-en-Lignières,200049484,488,3,8.64,8.86
19234,Saint-Pardoux-l'Ortigier,200043172,488,7,16.2,16.61
27533,Saint-Denis-le-Ferment,200071843,488,3,8.44,8.66
39349,Montain,200069615,488,6,13.48,13.82
39364,Montrond,200069623,488,7,20.62,21.15
46189,Mayrinhac-Lentour,200066371,488,5,14.52,14.89
60315,Hodenc-en-Bray,246000913,488,2,4.2,4.31
67413,Rosteig,200067783,488,4,12.04,12.35
69098,Les Halles,200066587,488,7,20.94,21.47
70055,Baudoncourt,247000755,488,5,12.12,12.43
76004,Ambrumesnil,200068534,488,4,9.88,10.13
76676,Sigy-en-Bray,200069730,488,4,10.72,10.99
80695,Sailly-Saillisel,200037059,488,5,14.32,14.69
81211,Poulan-Pouzols,200034049,488,4,13.12,13.46
87092,Marval,200066520,488,8,23.18,23.77
88243,Housseras,200005957,488,2,6.4,6.56
18008,Arçay,241800507,487,3,10.84,11.12
24292,Montpeyroux,200034197,487,4,12.78,13.11
25400,Montgesoye,200068070,487,1,2.8,2.87
30181,Montmirat,243000296,487,4,10.92,11.2
41285,Villeny,244100780,487,5,11.74,12.04
44058,Fercé,200072726,487,6,13.14,13.48
47249,Saint-Laurent,200068922,487,5,14.34,14.71
51428,Les Petites-Loges,200067213,487,5,10.78,11.06
57312,Helstroff,200067650,487,2,6.4,6.56
57376,Lambach,200069441,487,8,24.9,25.54
60122,Campeaux,246000848,487,4,13.18,13.52
