CODGEO,variete_equip,nb_equip_total,densite_equip_1000hab
64438,10,15,27.32
64439,21,33,19.84
64440,7,8,20.89
64441,6,6,23.44
64442,6,6,18.4
64443,28,44,48.25
64444,8,8,17.43
64445,90,2152,27.92
64446,2,2,13.07
64447,5,5,35.97
64448,25,45,24.71
64449,3,3,18.29
64450,10,13,43.48
64451,1,1,10.2
64452,8,8,30.65
64453,43,86,29.61
64454,7,9,49.72
64455,9,11,67.48
64456,1,1,20.0
64457,6,7,38.04
64458,10,13,44.52
64459,2,2,11.11
64460,5,5,12.5
64461,28,50,45.54
64462,11,12,24.64
64463,12,16,24.73
64464,3,3,37.04
64465,5,5,21.46
64466,12,15,55.35
64467,12,13,15.08
64468,2,2,16.53
64469,12,13,42.48
64470,7,7,11.16
64471,9,11,30.14
64472,12,17,19.86
64473,9,11,30.73
64474,5,5,31.65
64475,6,8,44.44
64476,6,16,37.04
64477,30,59,38.82
64478,12,18,24.29
64479,3,3,17.34
64480,6,6,30.3
64481,11,12,52.17
64482,15,18,28.8
64483,79,739,50.61
64484,20,44,51.34
64485,47,138,92.06
64486,3,3,43.48
64487,8,9,45.45
64488,8,9,20.22
64489,7,11,32.07
64490,13,17,31.14
64491,10,12,60.0
64492,5,9,31.03
64493,57,145,70.66
64494,10,11,41.51
64495,47,196,27.34
64496,52,203,34.87
64498,8,14,35.81
64499,59,165,36.3
64500,8,9,29.32
64501,8,12,20.76
64502,12,18,25.53
64503,3,3,32.26
64504,27,88,32.35
64505,5,5,17.18
64506,7,7,44.87
64507,7,7,48.61
64508,3,3,23.44
64509,4,4,23.53
64510,23,36,38.18
64511,32,62,17.8
64512,5,5,18.66
64513,36,60,43.96
64514,6,7,34.15
64515,6,6,25.53
64516,9,12,31.83
64517,3,3,18.87
64518,11,14,12.2
64519,59,174,39.76
64520,17,20,23.75
64521,7,10,16.67
64522,10,14,25.04
64523,19,24,30.5
64524,13,17,40.57
64525,15,20,24.33
64526,33,61,38.51
64527,25,52,34.53
64528,5,5,30.49
64529,5,5,13.19
64530,15,17,47.89
64531,2,2,42.55
64532,2,2,27.78
64533,31,45,78.53
64534,5,5,28.25
64535,10,15,27.88
64536,26,29,32.92
64537,4,4,29.85
64538,16,27,33.71
64539,4,4,18.6
64540,32,77,26.42
64542,4,4,58.82
64543,4,7,25.55
64544,1,1,13.16
64545,61,309,29.31
64546,34,76,32.49
64547,58,226,30.23
64548,3,3,18.29
64549,19,29,22.5
64550,13,21,25.36
64551,4,4,13.42
64552,5,5,31.25
64554,8,8,36.2
64555,3,3,18.18
64556,5,6,15.5
64557,12,14,31.18
64558,28,87,30.07
64559,12,19,25.4
64560,4,4,22.73
79001,27,40,37.28
79002,4,4,12.86
79003,38,91,16.92
79005,47,86,26.16
79007,11,16,25.24
79008,17,24,29.16
79009,7,10,23.04
79010,14,20,33.06
79012,18,32,25.81
79013,37,74,23.03
79014,21,42,16.16
79015,6,6,31.75
79016,13,20,25.97
79018,5,5,29.94
79019,1,1,6.25
79020,14,17,19.3
79022,6,6,31.91
79023,2,3,48.39
79024,34,63,31.87
79025,17,26,23.38
79029,9,10,14.88
79030,11,14,14.68
79031,28,43,24.23
79032,11,11,14.29
79034,39,102,55.8
79038,18,26,22.02
79040,4,4,17.39
79042,4,4,23.12
79046,7,10,17.57
79047,7,7,15.56
79048,42,120,20.94
79049,85,484,24.31
79050,10,11,18.52
79055,1,1,9.01
79056,12,18,24.13
79057,40,61,42.39
79058,14,19,24.97
79059,14,23,31.38
79060,4,5,28.41
79061,44,108,27.99
79062,53,114,23.76
79063,22,38,18.75
79064,8,11,13.87
79066,42,72,40.59
79069,16,20,20.16
79070,6,7,17.03
79071,9,11,23.86
79074,6,6,34.48
79076,29,45,21.73
79077,11,14,19.07
79078,12,25,25.41
79079,52,190,22.1
79080,32,53,19.84
79081,57,187,26.15
79083,49,90,37.66
79084,6,7,15.52
79085,4,4,30.3
79086,24,35,18.44
79087,12,19,34.55
79088,24,41,24.38
79089,2,3,18.4
79090,21,23,27.38
79091,13,18,19.01
79092,3,3,8.4
79094,19,31,33.19
79095,11,16,27.73
79096,17,20,17.14
79100,25,59,25.98
79101,43,86,36.67
79102,5,8,18.14
79103,22,37,15.36
79104,3,3,5.3
79105,6,6,13.07
79106,13,15,37.04
79108,2,2,9.05
79109,41,83,23.6
79111,4,4,13.89
79112,22,28,32.79
79114,13,19,12.13
79115,8,10,18.21
79116,22,27,24.17
79117,9,13,19.82
79118,8,9,31.58
79119,16,21,32.92
79120,16,24,32.04
79121,11,14,35.53
79122,10,11,20.6
79123,24,32,14.13
79124,6,6,56.6
79125,20,42,22.78
79126,4,5,11.63
79127,13,14,16.61
79128,13,20,20.99
79129,17,23,13.1
79130,33,63,21.38
79131,5,5,15.2
79132,3,3,9.71
79133,13,14,11.74
79134,4,4,7.21
79135,11,15,16.39
79136,10,15,16.61
79137,18,26,28.73
79139,2,2,36.36
79140,10,19,23.46
79141,4,4,19.23
79142,1,1,10.31
79144,8,9,23.75
79145,3,3,8.17
79147,11,14,18.92
79148,37,72,35.95
79149,3,3,21.9
79150,15,24,28.64
79152,6,6,19.8
79153,3,3,19.23
79154,9,12,32.17
79156,7,10,14.66
79157,19,27,20.87
79158,3,3,24.19
79159,6,7,13.18
79160,2,2,11.7
79161,7,9,14.31
79162,33,62,23.07
79163,12,13,24.03
79164,9,12,47.24
79165,2,2,15.04
79166,13,16,17.92
79167,6,6,27.15
79170,41,98,33.87
79172,20,23,22.33
79174,63,177,29.98
79175,12,17,35.42
79176,28,36,41.62
79177,5,6,29.7
79179,47,124,24.39
79180,4,4,13.16
79183,6,7,19.13
79184,31,52,31.23
79185,30,91,19.53
79189,17,23,13.49
79190,9,10,20.66
79191,90,1431,24.13
79195,43,97,17.43
79196,23,37,15.74
79197,1,1,10.2
79198,6,8,31.5
79200,5,5,19.08
79201,25,38,22.66
79202,72,277,27.54
79203,2,2,5.7
79204,23,32,32.79
79205,1,1,13.51
79207,11,12,18.96
79208,21,23,20.65
79209,6,7,21.41
79210,18,29,27.86
79212,2,3,14.08
79213,24,41,20.18
79215,5,7,19.13
79216,32,53,23.6
79217,15,22,23.28
79218,1,1,5.18
79220,15,19,31.77
79223,2,2,31.75
79225,13,14,36.27
79226,5,6,21.9
79229,10,11,20.72
79230,16,27,32.89
79231,8,12,16.83
79235,18,28,19.79
79236,7,9,14.02
79238,12,14,25.27
79239,23,40,23.85
79241,15,19,33.04
79242,12,16,14.23
79243,8,9,31.91
79244,7,8,21.16
79246,9,12,19.9
79249,18,29,13.28
79250,4,4,9.83
79251,9,13,17.86
79252,6,8,23.67
79253,12,14,20.41
79254,9,15,34.17
79255,7,11,27.92
79256,5,5,20.0
79257,21,37,24.29
79258,6,6,14.15
79259,21,32,23.9
79263,7,8,13.07
79265,13,14,11.14
79267,11,12,38.59
79268,24,32,31.65
79269,6,6,14.39
79270,53,151,20.82
79271,7,8,21.22
79273,10,12,15.02
79274,3,3,9.65
79276,13,18,16.85
79277,17,20,18.99
79278,7,8,32.39
79280,11,14,15.91
79281,12,15,11.42
79283,16,22,16.49
79284,14,24,30.97
79285,25,45,24.1
79286,8,12,25.1
79289,15,21,14.87
79290,13,16,16.82
79293,18,22,19.96
79294,5,6,36.14
79295,13,17,23.91
79297,5,6,17.19
79298,17,24,12.06
79299,38,56,23.33
79300,32,51,36.59
79301,9,12,19.67
79302,13,16,11.91
79303,4,4,12.31
79304,15,16,20.94
79306,6,8,43.24
79307,42,71,47.49
79308,11,14,21.44
79309,6,8,22.66
79310,9,10,20.2
79311,40,65,36.29
79312,3,4,35.09
79313,11,12,18.9
79316,10,10,23.42
79319,11,15,17.46
79320,11,11,16.57
79322,23,46,23.23
79326,27,38,27.07
79329,74,307,21.93
79331,1,1,7.94
79332,2,2,16.81
79334,16,28,25.88
79335,11,17,21.07
79336,2,3,13.22
79337,17,23,26.65
79338,3,3,12.0
79339,26,47,28.21
79340,11,12,36.81
79341,6,6,49.18
79342,9,13,22.69
79343,1,1,4.44
79345,19,28,31.28
79346,4,5,40.98
79347,15,23,21.06
79348,3,3,14.35
79349,5,6,40.54
79350,2,2,16.53
79351,23,30,16.73
79352,4,4,25.48
79354,8,8,22.54
79355,33,51,14.86
79357,5,8,33.76
86001,18,20,28.49
86002,7,12,21.05
86003,6,6,17.96
86004,11,13,36.83
86005,14,17,28.05
86006,15,20,37.24
86007,19,25,21.59
86008,14,17,50.45
86009,22,34,32.02
86010,13,20,17.94
86011,5,5,27.17
86012,4,5,34.97
86013,3,3,31.25
86014,18,25,14.41
86015,26,42,33.28
86016,22,39,17.56
86017,20,28,25.74
86018,5,6,18.35
86019,31,68,23.07
86020,5,5,19.76
86022,3,3,12.0
86023,8,8,30.3
86024,18,27,17.43
86025,10,11,23.31
86026,11,15,27.47
86027,33,66,35.03
86028,18,22,20.41
86029,16,17,21.36
86031,23,32,18.82
86032,32,53,25.31
86034,17,21,33.82
86035,2,2,11.36
86036,10,13,14.33
86037,12,13,27.31
86038,4,4,18.35
86039,15,20,26.6
86040,7,10,32.89
86041,46,152,15.04
86042,11,13,14.24
86044,10,10,18.18
86045,21,29,21.28
86046,26,34,19.99
86047,7,9,18.33
86048,13,16,13.08
86049,9,9,18.52
86050,20,26,32.38
86051,1,1,4.81
86052,18,23,23.21
86053,21,42,21.94
86054,8,9,25.57
86055,5,6,17.05
86058,12,15,20.38
86059,15,17,29.46
86061,28,39,36.38
86062,64,251,52.65
86063,6,6,24.59
86064,15,18,29.8
86065,11,13,12.28
86066,83,719,22.98
86068,21,32,26.47
86069,1,1,5.41
86070,60,180,25.36
86072,11,13,29.21
86073,12,15,28.79
86074,12,17,18.4
86075,11,16,20.43
86076,24,60,20.83
86077,26,38,31.64
86078,53,93,36.36
86079,11,21,37.57
86080,7,7,14.14
86081,16,20,14.07
86082,52,133,30.45
86083,19,28,24.65
86084,6,9,38.63
86085,5,5,19.69
86086,12,18,19.61
86087,3,3,16.39
86088,15,20,21.91
86089,8,9,23.26
86090,1,1,4.61
86091,7,9,23.81
86092,37,64,21.64
86093,4,4,24.84
86094,10,14,23.97
86095,27,68,21.35
86096,11,17,25.37
86097,4,4,12.08
86098,4,4,27.78
86099,16,27,25.02
86100,38,92,23.18
86102,8,12,19.93
86103,46,73,42.74
86104,13,16,32.72
86105,10,10,27.55
86106,2,2,21.51
86107,13,14,29.98
86108,8,9,22.44
86109,4,4,17.7
86110,4,5,21.65
86111,27,37,21.59
86112,33,51,43.7
86113,34,75,25.16
86114,21,36,28.57
86115,47,155,20.16
86116,15,21,26.52
86117,13,15,28.96
86118,8,9,24.32
86119,5,6,19.61
86120,25,31,25.56
86121,29,38,25.83
86122,2,2,29.41
86123,28,77,25.18
86124,13,16,13.55
86125,11,14,24.01
86126,13,19,29.46
86127,9,11,24.12
86128,37,75,30.22
86129,12,13,24.95
86130,11,11,29.73
86131,14,21,23.31
86132,10,11,36.07
86133,39,64,18.78
86134,3,3,13.76
86135,7,7,12.03
86136,13,15,40.54
86137,63,194,28.77
86138,5,6,24.1
86139,48,84,32.44
86140,47,82,36.16
86141,11,11,16.42
86142,9,9,14.13
86143,3,4,23.12
86144,8,8,25.08
86145,18,24,20.78
86147,6,8,13.25
86148,13,19,26.61
86149,10,11,30.14
86150,4,5,18.59
86151,3,4,22.35
86152,13,14,24.43
86153,11,16,18.37
86154,5,8,31.87
86156,8,8,33.33
86157,38,85,16.42
86158,53,142,22.91
86159,14,15,30.3
86160,43,75,35.03
86161,23,26,26.34
86162,4,5,43.1
86163,29,64,17.31
86164,7,8,11.89
86165,65,191,32.27
86167,25,28,30.74
86169,7,8,22.35
86170,10,13,35.71
86171,13,14,32.48
86172,3,3,18.29
86173,7,8,12.5
86174,41,119,20.02
86175,10,12,39.47
86176,2,2,16.26
86177,54,157,28.92
86178,28,49,17.96
86180,32,44,15.04
86181,6,6,27.91
86182,8,8,22.47
86183,29,45,27.86
86184,14,22,23.06
86186,15,19,19.79
86187,11,13,27.9
86189,6,6,12.93
86190,15,18,25.03
86191,4,5,20.58
86192,4,4,22.73
86193,28,39,32.39
86194,89,1890,20.94
86195,12,12,21.58
86196,5,7,30.04
86197,5,6,14.53
86198,7,10,13.83
86200,15,18,32.43
86201,3,5,24.15
86202,14,20,33.28
86203,12,17,31.14
86204,26,47,22.24
86205,4,4,19.61
86206,4,4,29.41
86207,42,72,45.86
86209,26,39,18.36
86210,13,17,22.76
86211,15,18,21.53
86213,29,49,19.52
86214,54,174,23.81
86217,6,6,21.66
86218,5,6,29.7
86220,5,5,16.03
86221,17,29,24.29
86222,35,73,17.09
86223,13,19,21.3
86224,28,38,28.7
86225,25,40,30.05
86226,36,63,22.0
86227,3,3,22.22
86228,3,3,15.08
86229,10,11,32.35
86230,2,2,11.7
86233,28,64,23.36
86234,13,14,37.23
86235,17,25,19.2
86236,15,16,18.45
86237,12,17,22.28
86239,4,4,22.47
86241,11,17,39.35
86242,9,11,27.99
86244,22,31,24.16
86245,20,34,19.6
86246,26,42,51.41
86247,16,23,22.68
86248,8,10,18.8
86249,1,1,8.06
86250,4,4,14.49
86252,14,16,24.65
86253,13,15,27.32
86254,17,24,24.1
86255,36,54,42.06
86256,16,23,18.81
86257,5,5,13.33
86258,24,40,18.24
86260,5,6,19.11
86261,29,52,22.5
86262,10,10,17.39
86263,34,55,18.8
86264,20,26,35.04
86265,8,10,24.04
86266,1,1,7.69
86268,14,16,14.11
86269,3,3,15.87
86270,2,2,12.58
86271,8,11,14.49
86272,20,36,12.82
86273,25,37,43.02
86274,31,38,34.99
86275,10,12,20.3
86276,26,30,24.27
86279,6,7,12.92
86280,9,10,28.41
86281,36,112,19.93
86284,14,19,26.43
86285,26,33,35.11
86286,13,15,39.06
86287,5,8,22.79
86288,16,19,29.64
86289,12,18,27.23
86290,25,37,24.28
86291,3,3,29.7
86292,12,22,23.28
86293,52,119,26.63
86294,47,88,23.83
86295,3,3,7.65
86296,8,10,21.32
86297,39,96,15.46
86298,29,41,17.97
86299,12,14,24.73
86300,5,6,9.63
87001,54,141,24.15
87002,50,133,23.93
87003,19,24,26.12
87004,4,4,33.61
87005,11,13,12.76
87006,6,6,25.1
87007,3,3,15.23
87008,3,4,27.4
87009,8,13,93.53
87011,59,137,38.1
87012,8,8,18.14
87013,17,21,32.71
87014,39,67,24.26
87015,9,10,13.91
87016,7,8,27.3
87017,12,17,34.69
87018,19,26,37.68
87019,40,96,32.06
87020,22,38,23.04
87021,29,39,14.9
87022,4,4,34.48
87023,2,2,10.87
87024,20,26,30.48
87025,11,22,25.7
87027,21,35,27.62
87028,26,54,31.93
87029,18,19,30.74
87030,10,14,11.15
87031,3,3,9.84
87032,37,59,35.56
87033,19,28,35.18
87034,9,10,17.3
87035,12,14,27.03
87036,14,17,25.26
87037,5,8,30.3
87038,17,31,14.8
87039,14,17,21.2
87040,33,44,28.76
87041,38,60,29.69
87042,11,12,30.61
87043,4,5,22.62
87044,5,5,15.82
87045,18,25,24.98
87046,19,29,24.21
87047,28,50,26.67
87048,32,74,14.35
87049,21,30,23.31
87050,50,193,19.64
87051,15,16,24.58
87052,7,9,53.25
87053,12,14,57.61
87054,30,35,30.36
87056,8,11,43.14
87057,10,11,29.65
87058,6,8,80.81
87059,38,61,40.0
87060,15,20,30.08
87061,8,11,31.79
87062,6,7,14.86
87063,18,27,20.47
87064,53,93,44.41
87065,49,137,22.53
87066,22,32,30.05
87067,7,8,17.9
87068,10,11,21.48
87069,4,4,27.4
87070,15,28,28.46
87071,22,27,33.83
87072,9,11,21.83
87073,11,12,30.85
87074,6,8,34.33
87075,49,140,17.83
87076,6,6,25.32
87077,13,14,26.62
87078,12,14,20.29
87079,18,24,29.48
87080,4,4,22.1
87081,8,8,7.21
87082,21,28,24.48
87083,13,14,26.67
87084,3,3,18.29
87085,92,2974,22.92
87086,24,35,34.62
87087,19,19,41.04
87088,27,35,31.39
87089,30,47,27.7
87090,10,11,41.04
87091,11,13,34.12
87092,15,20,40.98
87093,6,6,21.28
87094,8,10,19.16
87095,18,24,33.01
87096,14,17,20.19
87097,20,33,33.0
87099,7,7,21.34
87100,6,8,31.25
87101,3,3,24.0
87103,30,39,24.47
87104,10,13,28.7
87105,12,18,20.22
87106,45,63,25.08
87107,24,37,22.95
87108,17,20,45.45
87109,11,16,46.92
87110,31,58,23.2
87111,27,45,28.77
87112,14,16,25.89
87113,33,94,15.81
87114,53,173,15.64
87115,5,5,28.9
87116,18,25,23.72
87117,24,34,33.01
87118,25,36,27.05
87119,30,37,32.03
87120,11,14,27.72
87121,13,15,31.32
87122,21,32,27.28
87123,4,4,27.4
87124,3,5,13.26
87125,29,77,16.4
87126,48,109,29.61
87127,11,12,20.2
87128,19,43,31.92
87129,15,19,20.08
87130,2,2,12.12
87131,16,19,23.37
87132,4,4,36.7
87133,13,17,35.2
87134,5,5,34.72
87135,14,20,20.75
87137,4,4,28.57
87138,10,11,20.04
87139,10,10,22.52
87140,21,41,24.73
87141,14,17,25.11
87142,11,11,20.22
87143,21,36,16.27
87144,6,6,11.3
87145,6,7,30.04
87146,28,44,38.43
87147,3,4,88.89
87148,14,20,19.98
87149,9,10,27.62
87150,17,22,26.83
87151,10,11,22.4
87152,16,36,21.7
87153,12,15,51.02
87154,74,332,29.16
87155,4,4,21.98
87156,26,44,16.29
87157,19,24,29.2
87158,30,40,28.53
87159,8,8,22.66
87160,13,14,28.4
87161,57,134,30.93
87162,2,2,9.8
87163,5,5,35.71
87164,6,8,14.13
87165,4,4,28.17
87166,13,16,17.88
87167,10,10,17.67
87168,28,48,44.78
87169,17,23,22.07
87170,4,4,11.05
87172,5,6,27.91
87174,20,31,25.2
87176,9,12,17.49
87177,20,31,17.36
87178,26,37,12.81
87179,3,3,13.22
87180,14,16,28.27
87181,22,23,28.36
87182,31,47,39.04
87183,16,19,20.56
87185,21,30,16.99
87186,5,6,18.87
87187,68,234,34.29
87188,11,12,27.33
87189,6,6,39.74
87190,23,30,34.52
87191,19,39,19.29
87192,22,31,19.77
87193,1,1,20.41
87194,7,9,25.35
87195,4,4,30.77
87197,6,6,10.66
87198,10,11,27.36
87199,13,17,23.71
87200,5,5,40.0
87201,36,84,17.06
87202,23,35,16.36
87203,20,32,24.11
87204,4,5,24.63
87205,35,81,35.53
87206,2,2,12.27
09001,2,2,34.48
09002,10,14,22.08
09003,7,9,23.75
09004,3,4,33.06
09005,5,7,55.56
09006,2,2,35.71
09007,3,3,40.54
09008,2,2,16.95
09009,9,14,52.63
09011,3,3,40.54
09012,1,1,35.71
09013,1,1,12.5
09014,10,13,67.71
09015,14,21,29.49
09016,4,4,18.6
09017,3,5,44.64
09018,4,4,43.48
09019,15,19,34.05
09020,3,3,90.91
09021,1,1,8.7
09022,4,4,17.39
09023,3,3,25.64
09024,7,12,60.61
09025,1,1,17.24
09026,4,4,27.21
09027,3,3,37.5
09029,13,17,106.92
09030,22,30,56.5
09031,1,1,22.73
09032,38,105,81.84
09033,2,2,55.56
09034,1,1,22.73
09035,6,8,40.61
09037,2,2,46.51
09038,13,16,42.44
09039,9,9,26.47
09040,4,4,13.79
09041,8,9,44.55
09042,29,44,44.67
09043,21,29,43.03
09044,9,9,53.89
09045,8,11,55.84
09046,2,2,28.17
09047,24,33,30.61
09048,1,1,12.05
09049,3,3,17.34
09050,7,9,17.48
09051,3,3,19.74
09052,3,3,18.07
09053,1,1,41.67
09054,7,8,22.47
09055,4,4,43.48
09056,9,14,29.98
09057,10,13,41.67
09058,5,6,30.93
09059,7,7,56.45
09060,15,25,31.93
09061,19,25,51.12
09062,4,5,23.47
09063,5,7,61.4
09064,2,2,50.0
09065,3,3,12.88
09066,11,16,25.76
09067,2,2,9.52
09068,4,4,90.91
09069,2,2,60.61
09070,18,23,69.7
09071,7,8,37.04
09072,1,1,24.39
09073,4,4,19.7
09074,6,9,60.0
09075,15,19,66.67
09076,5,5,24.75
09077,4,5,26.46
09078,5,5,69.44
09079,19,26,32.66
09080,6,6,35.5
09081,6,7,25.55
09082,16,22,48.46
09083,1,1,45.45
09084,4,6,63.16
09085,25,29,68.56
09086,13,16,47.62
09087,2,2,45.45
09088,1,1,71.43
09089,2,2,35.71
09090,1,1,24.39
09091,6,9,45.92
09092,2,2,32.79
09093,2,2,13.61
09094,4,5,35.97
09095,6,9,55.9
09096,1,1,24.39
09097,4,5,42.74
09098,3,3,44.78
09099,10,10,27.17
09100,2,2,20.2
09101,5,6,20.69
09102,3,3,17.05
09103,14,20,21.65
09104,10,11,14.12
09105,24,35,45.28
09106,9,11,30.73
09107,13,20,31.15
09108,3,5,28.41
09109,3,3,16.3
09110,4,5,52.63
09111,9,11,35.26
09113,10,14,24.31
09114,4,5,37.88
09115,4,4,32.26
09116,7,10,27.47
09117,3,3,28.3
09118,6,6,34.29
09119,11,15,28.04
09120,7,8,23.19
09121,19,25,32.85
09122,78,404,42.65
09123,4,5,45.45
09124,27,38,36.16
09125,8,9,21.03
09126,2,2,24.39
09127,2,4,32.26
09128,5,8,25.0
09129,4,4,35.09
09130,9,11,14.99
09131,3,3,20.55
09132,3,3,12.5
09133,3,3,130.43
09134,1,1,30.3
09136,4,4,53.33
09137,4,4,20.0
09138,7,8,41.67
09139,10,10,95.24
09140,4,4,31.75
09141,1,1,13.7
09142,3,3,24.0
09143,1,1,27.03
09145,5,5,20.0
09146,1,1,16.95
09147,5,6,33.9
09148,7,7,59.32
09149,4,4,20.41
09150,7,7,34.65
09151,2,2,34.48
09152,1,1,52.63
09153,3,3,25.21
09154,3,4,65.57
09155,3,3,62.5
09156,1,1,52.63
09157,37,84,35.43
09158,13,20,79.37
09159,3,3,34.09
09160,62,193,31.98
09161,19,25,40.52
09162,2,2,142.86
09163,1,1,12.35
09164,15,21,43.21
09165,6,6,25.97
09166,6,6,55.56
09167,43,85,36.19
09168,5,5,27.17
09169,3,3,25.0
09170,4,5,20.41
09171,3,3,45.45
09172,1,1,38.46
09173,9,10,34.97
09174,8,10,27.93
09175,2,2,20.83
09176,21,22,42.72
09177,5,7,26.82
09178,1,1,25.0
09179,1,1,12.35
09180,4,4,34.19
09181,32,60,49.67
09182,26,51,69.58
09183,4,5,49.5
09184,1,1,19.61
09185,42,116,29.99
09186,4,4,40.0
09187,10,10,28.49
09188,19,32,26.34
09189,10,10,59.52
09190,4,4,36.04
09192,3,3,24.59
09193,2,2,33.9
09194,58,140,44.87
09195,2,2,74.07
09196,1,1,12.66
09197,3,3,176.47
09198,3,3,13.7
09199,15,16,23.02
09200,4,5,52.63
09201,2,2,25.97
09202,8,10,30.58
09203,3,3,19.87
09204,5,6,23.35
09205,3,4,44.44
09206,14,26,47.36
09207,26,38,25.82
09208,4,5,43.1
09209,14,29,28.94
09210,10,12,29.06
09211,6,9,77.59
09212,2,3,28.3
09213,3,3,12.61
09214,20,33,42.2
09215,3,3,26.09
09216,2,2,33.9
09217,5,5,32.68
09218,1,1,10.31
09219,13,13,74.71
09220,7,9,55.56
09221,7,8,32.13
09222,1,1,38.46
09223,24,34,60.18
09224,14,18,36.07
09225,82,600,36.6
09226,1,1,27.03
09227,5,5,26.32
09228,13,19,84.82
09229,8,10,20.58
09230,5,5,80.65
09231,6,8,47.9
09232,5,6,157.89
09233,3,3,68.18
09234,2,2,16.26
09235,20,28,32.67
09236,5,5,13.62
09237,1,1,34.48
09238,15,25,29.38
09239,12,13,94.2
09240,8,8,26.85
09241,9,14,38.25
09242,4,5,92.59
09243,4,5,56.18
09244,14,21,29.33
09245,15,28,22.08
09246,11,15,27.99
09247,5,6,34.09
09249,3,3,20.41
09250,3,3,34.88
09251,3,3,18.18
09252,5,5,56.82
09253,10,12,30.46
09254,7,7,26.82
09256,1,1,17.24
09257,24,33,51.48
09258,12,15,32.12
09259,3,3,19.74
09260,1,1,33.33
09261,76,323,51.68
09262,6,6,16.04
09263,2,2,86.96
09264,25,41,31.76
09265,49,119,41.61
09266,2,2,25.32
09267,4,4,29.2
09268,27,49,35.58
09269,10,15,40.87
09270,5,7,29.05
09271,3,3,34.88
09272,22,31,23.03
09273,16,19,28.19
09274,11,12,36.47
09275,11,14,37.84
09276,2,2,9.13
09277,16,21,30.52
09279,2,2,42.55
09280,15,25,36.87
09281,6,6,47.24
09282,50,138,28.66
09283,8,10,24.88
09284,2,2,10.47
09285,21,35,48.34
09287,1,1,125.0
09289,27,55,38.54
09290,7,8,48.78
09291,5,6,57.69
09292,3,3,56.6
09293,17,21,28.97
09294,3,3,30.93
09295,5,5,52.08
09296,6,8,52.29
09297,1,1,37.04
09298,5,5,57.47
09299,10,12,27.97
09300,1,1,5.78
09301,13,17,44.5
09303,12,15,46.01
09304,2,2,100.0
09305,8,10,28.82
09306,53,122,40.21
09307,4,6,38.22
09308,7,8,38.46
09309,3,3,18.87
09310,3,3,69.77
09311,3,3,142.86
09312,36,73,22.49
09313,5,6,37.04
09314,8,14,55.34
09315,1,1,8.85
09316,2,2,18.52
09318,5,5,39.68
09319,5,5,42.74
09320,1,1,38.46
09321,4,4,12.94
09322,15,28,106.06
09323,2,2,22.73
09324,45,119,34.05
09325,2,2,60.61
09326,6,8,67.8
09327,5,5,21.1
09328,3,3,14.29
09329,12,16,22.54
09330,1,1,32.26
09331,18,34,48.3
09332,34,68,29.08
09334,23,27,49.72
09335,3,3,73.17
09336,18,22,22.92
09338,7,8,51.95
09339,12,17,22.22
09340,4,4,25.48
09341,4,4,25.97
09342,5,8,33.47
11001,12,14,25.78
11002,3,3,17.05
11003,7,7,35.18
11004,11,12,36.14
11005,18,23,16.86
11006,2,2,25.64
11007,4,4,34.78
11008,13,15,38.86
11009,27,46,28.84
11010,10,11,39.15
11011,12,14,29.79
11012,28,62,28.94
11013,11,17,48.16
11014,21,29,19.49
11015,9,9,34.75
11016,5,5,63.29
11017,1,1,13.51
11018,23,33,27.45
11019,4,4,64.52
11020,1,1,29.41
11021,27,33,66.4
11022,16,25,22.08
11023,17,21,28.46
11024,21,29,37.23
11025,5,5,16.03
11026,7,7,41.67
11027,15,22,27.88
11028,15,20,53.62
11029,2,2,32.79
11030,5,5,45.05
11031,2,2,90.91
11032,9,10,39.53
11033,25,35,26.08
11034,27,31,36.64
11035,5,6,24.1
11036,6,7,44.03
11037,9,20,21.37
11038,4,4,78.43
11039,2,2,40.82
11040,23,41,23.2
11041,26,51,40.54
11042,6,6,24.49
11043,6,6,27.4
11044,4,5,49.5
11045,3,3,20.41
11046,1,1,18.18
11047,4,4,81.63
11048,14,20,27.36
11049,49,103,31.8
11051,3,3,16.67
11052,8,13,38.46
11053,9,13,44.07
11054,8,10,37.31
11055,7,8,33.33
11056,7,7,40.46
11057,1,1,37.04
11058,5,5,20.0
11059,9,10,68.03
11060,2,2,39.22
11061,9,11,34.59
11062,1,1,52.63
11063,14,26,42.76
11064,11,11,28.95
11065,5,5,89.29
11066,10,11,103.77
11067,25,53,28.91
11068,30,60,40.82
11069,86,1784,38.6
11070,8,10,29.59
11071,5,5,22.83
11072,5,8,45.71
11073,3,3,51.72
11074,7,7,22.44
11075,5,5,38.17
11076,76,373,29.96
11077,12,14,28.17
11078,4,4,19.42
11079,5,6,27.65
11080,4,4,24.84
11081,28,40,25.3
11082,1,1,100.0
11083,3,3,53.57
11084,18,31,30.97
11085,15,25,25.35
11086,14,20,22.52
11087,1,1,10.2
11088,22,43,26.17
11089,9,9,21.95
11090,15,18,29.56
11091,30,36,31.47
11092,4,4,42.11
11093,1,1,35.71
11094,1,1,34.48
11095,7,7,21.88
11096,4,4,125.0
11098,18,25,27.78
11099,24,65,25.24
11100,1,1,30.3
11101,1,1,19.23
11102,17,19,34.3
11103,28,39,34.61
11104,5,5,92.59
11105,9,12,17.52
11106,46,146,25.39
11107,1,1,12.66
11108,1,1,21.74
11109,2,2,39.22
