CODGEO,variete_equip,nb_equip_total,densite_equip_1000hab
11110,5,6,52.17
11111,18,28,30.27
11112,4,4,50.0
11113,8,10,86.21
11114,3,3,71.43
11115,26,32,34.22
11116,34,101,24.87
11117,6,8,61.07
11118,1,1,22.22
11119,6,6,20.55
11120,7,10,18.83
11121,3,3,26.79
11122,16,25,32.22
11123,11,19,128.38
11124,22,29,44.75
11125,4,5,33.11
11126,12,13,27.03
11127,2,2,28.57
11128,8,8,56.34
11129,31,62,36.41
11130,12,14,60.61
11131,14,23,39.52
11132,21,48,38.19
11133,2,2,41.67
11134,2,2,39.22
11135,1,1,83.33
11136,22,27,30.96
11137,8,8,61.07
11138,9,14,24.65
11139,2,2,26.67
11140,22,36,28.41
11141,3,3,23.62
11142,6,9,47.62
11143,3,3,27.78
11144,24,44,39.22
11145,35,169,43.38
11146,12,15,35.89
11147,1,1,200.0
11148,15,24,42.33
11149,2,2,26.32
11150,15,17,37.12
11151,10,10,18.05
11152,5,5,37.04
11153,8,11,42.64
11154,2,2,38.46
11155,2,2,25.32
11156,3,3,28.85
11157,3,4,18.96
11158,1,1,3.3
11159,9,10,72.99
11160,3,3,90.91
11161,5,5,39.06
11162,3,3,55.56
11163,2,2,42.55
11164,27,43,27.8
11165,8,10,33.22
11166,2,2,27.4
11167,5,5,39.37
11168,4,4,36.7
11169,3,3,32.61
11170,57,303,59.46
11172,17,24,40.0
11173,5,5,38.17
11174,2,2,33.9
11175,13,15,30.99
11176,1,1,19.61
11177,2,2,64.52
11178,20,30,23.6
11179,2,2,22.47
11180,3,3,50.85
11181,11,11,26.7
11182,6,6,33.52
11183,5,5,18.87
11184,1,1,10.53
11185,19,36,66.54
11186,5,5,94.34
11187,4,4,68.97
11188,27,51,28.59
11189,4,4,36.04
11190,22,33,26.32
11191,10,10,69.44
11192,13,15,18.68
11193,8,8,27.97
11194,7,8,52.29
11195,11,15,38.46
11196,1,1,5.52
11197,8,9,14.63
11198,19,32,32.0
11199,21,29,18.93
11200,3,3,22.22
11201,20,24,28.67
11202,58,306,67.25
11203,76,346,31.59
11204,1,1,25.64
11205,7,7,55.12
11206,74,358,34.75
11207,5,5,20.24
11208,4,5,61.73
11209,6,7,28.11
11210,17,28,24.43
11211,8,11,20.45
11212,16,17,29.26
11213,2,2,43.48
11214,6,6,13.92
11215,12,21,24.11
11216,9,10,27.47
11217,19,31,23.79
11218,2,2,24.69
11219,1,1,47.62
11220,16,18,25.71
11221,12,12,39.47
11222,9,10,57.14
11223,2,2,83.33
11224,2,2,76.92
11225,14,18,19.29
11226,1,1,11.9
11227,1,1,23.81
11228,7,8,52.98
11229,2,2,76.92
11230,2,2,60.61
11231,2,2,20.62
11232,1,1,20.0
11233,16,23,30.71
11234,4,4,20.94
11235,5,5,87.72
11236,4,4,16.19
11238,1,1,6.94
11239,1,1,12.2
11240,13,15,27.42
11241,10,10,29.5
11242,3,3,17.34
11243,10,11,17.3
11244,6,6,67.42
11245,3,3,81.08
11246,2,2,41.67
11247,1,1,26.32
11248,1,1,14.71
11249,2,2,24.39
11250,3,3,78.95
11251,17,30,40.87
11252,10,10,29.85
11253,27,51,61.59
11254,31,63,30.76
11255,34,71,47.97
11256,15,18,28.66
11257,7,7,29.29
11258,21,42,20.33
11259,17,24,24.1
11260,9,10,89.29
11261,14,20,28.13
11262,86,1876,33.27
11263,7,10,38.76
11264,20,25,19.53
11265,2,2,52.63
11266,50,181,30.65
11267,23,42,38.11
11268,3,4,37.38
11269,26,70,27.41
11270,8,9,63.38
11271,2,2,62.5
11272,27,56,21.59
11273,12,17,24.25
11274,7,11,29.89
11275,8,8,38.65
11276,13,19,36.33
11277,2,2,68.97
11278,1,1,13.33
11279,28,51,18.25
11280,30,44,40.07
11281,18,28,22.35
11282,5,5,92.59
11283,4,4,51.95
11284,10,13,28.2
11285,25,34,29.13
11286,26,46,39.66
11287,7,7,79.55
11288,26,43,26.91
11289,14,29,30.15
11290,2,2,16.81
11291,1,1,7.63
11292,6,6,33.52
11293,18,24,25.16
11294,1,1,18.87
11295,21,40,30.65
11296,12,16,27.26
11297,4,4,25.97
11299,13,24,37.91
11300,2,2,12.99
11301,25,51,42.86
11302,7,10,37.31
11303,10,13,30.37
11304,55,142,46.31
11305,3,3,56.6
11306,2,2,40.0
11307,6,6,24.39
11308,10,12,25.81
11309,8,10,112.36
11310,15,16,76.19
11311,10,11,41.51
11312,2,2,18.87
11313,7,10,31.35
11314,4,4,47.62
11315,34,75,37.97
11316,6,6,27.91
11317,7,7,67.96
11318,7,7,53.44
11319,2,2,27.03
11320,9,11,38.19
11321,7,8,96.39
11322,23,38,37.22
11323,5,7,25.83
11324,15,20,39.14
11325,12,15,31.78
11326,6,7,97.22
11327,13,17,31.19
11328,9,10,42.55
11330,12,15,29.3
11331,2,2,32.79
11332,23,51,36.82
11333,5,5,47.17
11334,2,2,16.53
11335,3,3,71.43
11336,12,15,34.01
11337,12,15,40.21
11338,2,2,52.63
11339,14,16,32.13
11340,11,15,27.57
11341,3,4,36.7
11342,4,5,21.46
11343,3,4,35.71
11344,21,31,43.48
11345,10,12,45.28
11346,3,3,22.22
11347,4,4,39.22
11348,3,3,36.14
11350,1,1,20.0
11351,27,37,49.6
11352,1,1,19.61
11353,27,64,31.57
11354,1,1,34.48
11355,8,9,24.46
11356,15,18,16.17
11357,8,8,37.74
11358,3,3,125.0
11359,9,10,20.7
11360,24,54,25.82
11361,19,27,31.8
11362,7,9,44.12
11363,6,8,41.88
11364,4,4,26.67
11365,2,2,47.62
11366,10,16,30.25
11367,31,40,43.57
11368,1,1,8.2
11369,32,77,25.13
11370,26,75,23.08
11371,22,24,32.74
11372,10,10,26.53
11373,3,3,43.48
11374,1,1,41.67
11375,2,2,68.97
11376,2,3,31.58
11377,2,2,24.39
11378,15,16,82.9
11379,57,157,28.12
11380,2,2,14.81
11381,2,2,16.0
11382,5,6,16.9
11383,9,12,36.47
11384,7,8,62.5
11385,7,7,29.54
11386,16,23,50.88
11387,2,2,18.69
11388,2,2,41.67
11389,1,1,66.67
11390,10,14,25.0
11391,1,1,43.48
11392,10,12,43.48
11393,12,14,28.63
11394,2,2,15.04
11395,2,2,74.07
11396,15,18,29.85
11397,48,138,25.48
11398,9,10,39.37
11399,4,4,37.04
11400,2,2,19.61
11401,24,25,31.73
11402,1,1,40.0
11404,19,25,26.15
11405,14,21,36.14
11406,2,2,62.5
11407,11,12,41.81
11408,12,16,33.83
11409,5,7,66.04
11410,18,26,26.97
11411,2,2,14.08
11412,4,4,70.18
11413,12,12,23.76
11414,1,1,41.67
11415,2,2,16.53
11416,6,6,22.81
11417,3,3,30.93
11418,21,34,27.98
11419,2,3,46.15
11420,5,5,35.97
11421,12,15,27.37
11422,9,12,34.99
11423,4,5,31.45
11424,2,2,23.53
11425,19,43,25.73
11426,22,35,28.97
11427,11,13,42.48
11428,7,7,28.81
11429,32,96,21.49
11430,18,23,16.53
11431,12,17,67.46
11432,4,7,20.29
11433,26,37,38.03
11434,19,28,22.28
11435,10,13,82.28
11436,13,16,43.13
11437,16,20,22.55
11438,4,4,10.72
11439,9,10,24.04
11440,2,2,58.82
11441,25,60,22.46
12001,17,30,27.2
12002,25,37,40.84
12003,9,9,26.24
12004,7,7,15.91
12006,8,9,26.55
12007,8,8,44.44
12008,11,12,13.06
12009,1,1,24.39
12010,4,4,24.84
12011,19,25,33.11
12012,14,16,20.94
12013,39,79,22.24
12015,5,5,21.83
12016,15,24,29.52
12017,5,5,22.94
12018,6,7,38.67
12019,1,1,11.24
12021,21,46,28.88
12022,2,2,17.24
12023,3,3,29.13
12024,4,4,20.83
12025,34,45,45.92
12026,13,22,20.87
12027,4,4,18.52
12028,12,14,27.08
12029,9,12,59.7
12030,9,11,29.57
12031,7,9,26.87
12032,10,15,24.92
12033,43,100,33.58
12034,7,7,23.81
12035,7,7,40.0
12036,12,17,26.73
12037,15,19,31.15
12038,4,4,24.39
12039,14,15,57.92
12041,8,9,32.97
12042,2,2,10.31
12043,21,43,19.58
12044,29,49,47.8
12045,9,9,23.02
12046,8,10,17.39
12047,16,16,36.04
12048,9,13,38.35
12049,18,20,43.96
12050,8,9,20.09
12051,10,12,38.59
12052,54,134,30.41
12053,7,7,20.47
12054,9,14,40.7
12055,2,2,22.99
12056,53,118,37.31
12057,30,47,50.11
12058,5,5,47.17
12059,7,11,21.28
12060,3,3,25.86
12061,13,19,33.51
12062,5,7,20.17
12063,26,40,18.22
12064,6,8,30.3
12065,9,11,23.76
12066,20,28,24.35
12067,2,2,25.32
12068,14,17,19.41
12069,4,6,23.17
12070,8,9,17.21
12071,10,10,30.03
12072,3,3,13.45
12073,14,18,28.53
12074,5,5,17.18
12075,3,3,29.41
12076,35,84,53.4
12077,17,17,33.14
12078,2,2,11.56
12079,7,10,20.45
12080,19,20,55.1
12082,10,14,74.07
12083,30,50,34.04
12084,28,51,32.86
12085,6,7,22.29
12086,4,5,15.58
12088,5,6,27.4
12089,67,222,43.44
12090,23,53,16.62
12091,12,14,30.77
12092,10,11,20.99
12093,5,5,26.74
12094,39,54,55.33
12095,7,10,43.1
12096,61,214,46.28
12097,8,8,32.0
12098,20,33,67.07
12099,11,14,59.32
12100,25,46,19.59
12101,20,24,22.26
12102,25,66,27.85
12103,6,8,28.37
12104,12,14,28.87
12105,32,47,42.57
12106,12,16,28.88
12107,6,6,18.69
12108,9,10,26.95
12109,1,1,10.53
12110,8,8,22.54
12111,8,11,22.82
12113,12,15,28.41
12115,8,8,24.54
12116,10,12,46.69
12118,15,20,37.88
12119,54,106,86.67
12120,51,94,43.62
12121,28,40,53.84
12122,4,4,32.26
12124,7,7,22.01
12125,6,7,24.48
12127,14,15,23.04
12128,5,6,27.03
12129,8,10,22.52
12130,19,28,25.18
12131,19,40,26.26
12133,57,199,33.17
12134,7,8,22.54
12135,13,17,38.9
12136,15,25,26.62
12137,13,21,24.08
12138,41,73,42.47
12139,5,5,35.46
12140,19,31,31.99
12141,7,9,39.65
12142,10,13,20.9
12143,1,1,16.95
12144,3,3,23.44
12145,83,702,32.33
12146,26,52,22.53
12147,4,4,27.78
12148,39,70,49.19
12149,5,6,40.82
12150,17,17,35.79
12151,6,6,27.03
12152,2,2,15.87
12153,10,10,23.2
12154,13,21,32.51
12155,12,13,38.92
12156,8,11,21.03
12157,21,31,17.99
12158,6,10,30.86
12159,11,17,30.63
12160,8,15,46.01
12161,11,15,27.22
12162,15,21,19.53
12163,5,5,23.47
12164,38,50,72.57
12165,6,6,16.48
12166,1,1,9.26
12167,20,46,65.81
12168,31,44,43.65
12169,47,91,44.98
12170,7,7,17.81
12171,9,13,21.52
12172,15,18,33.52
12174,32,82,23.41
12175,2,2,11.17
12176,70,368,30.99
12177,13,28,27.29
12178,5,7,19.07
12179,3,3,34.88
12180,5,5,70.42
12181,4,4,19.32
12182,7,7,24.65
12183,11,11,50.0
12184,1,1,8.47
12185,47,72,43.77
12186,5,9,42.25
12187,8,11,32.07
12188,7,8,25.08
12189,10,12,34.29
12190,9,10,35.59
12191,11,12,35.93
12192,3,3,16.13
12193,9,13,45.77
12194,13,17,19.72
12195,9,10,35.84
12197,59,103,52.52
12198,48,92,47.59
12199,43,71,35.34
12200,25,36,35.19
12201,15,29,27.05
12202,86,828,34.2
12203,20,23,43.56
12204,3,4,22.6
12205,15,23,29.83
12206,10,10,16.03
12207,10,12,34.78
12208,66,290,36.29
12209,27,36,47.75
12210,14,19,41.94
12211,7,8,60.15
12212,2,2,21.28
12213,19,26,43.41
12214,18,24,46.33
12215,27,38,32.31
12216,25,44,30.62
12217,11,19,25.71
12219,7,11,29.49
12220,9,11,35.48
12221,11,16,43.36
12222,7,7,38.46
12223,36,67,42.01
12224,50,89,40.6
12225,24,47,29.47
12226,11,18,42.55
12227,3,3,17.14
12228,10,10,31.95
12229,3,3,12.88
12230,7,7,18.09
12231,18,36,52.17
12232,7,9,31.91
12233,5,5,16.95
12234,12,15,24.0
12235,5,7,34.31
12236,5,6,39.22
12237,20,25,39.12
12238,11,14,32.94
12239,8,9,27.36
12240,11,12,29.78
12241,21,36,20.51
12242,9,10,32.79
12243,19,22,22.94
12244,23,35,39.11
12246,13,18,34.42
12247,13,14,45.02
12248,28,33,54.64
12249,7,8,43.24
12250,6,7,32.71
12251,6,9,28.57
12252,12,14,30.5
12253,32,49,48.18
12254,19,42,18.25
12255,25,33,43.48
12256,9,15,41.32
12257,9,17,21.12
12258,20,30,30.06
12259,12,16,24.88
12260,11,11,62.86
12261,2,2,16.13
12262,18,27,37.71
12263,13,26,34.08
12264,44,105,31.85
12265,11,17,32.2
12266,13,14,25.64
12267,8,8,13.25
12268,10,12,28.3
12269,1,1,7.94
12270,57,148,36.44
12272,7,14,26.97
12273,6,6,20.07
12274,3,3,26.09
12275,2,2,58.82
12276,8,9,24.13
12277,11,19,36.89
12278,6,8,42.78
12280,11,12,32.0
12281,12,13,17.36
12282,12,13,30.88
12283,12,15,31.65
12284,13,15,43.48
12286,23,37,30.48
12287,11,14,21.74
12288,20,36,22.53
12289,5,5,24.39
12290,7,8,16.23
12291,4,6,16.26
12292,6,6,14.35
12293,6,6,44.78
12294,17,18,27.99
12295,3,3,32.26
12296,15,17,32.32
12297,6,7,13.44
12298,23,30,71.26
12299,30,43,63.24
12300,80,421,35.92
12301,43,82,41.75
12303,8,10,39.68
12305,23,31,25.49
12307,8,9,30.2
30001,13,26,49.06
30002,12,15,19.4
30003,65,398,45.83
30004,36,94,28.22
30005,12,17,79.81
30006,43,170,29.57
30007,87,1456,33.17
30008,17,34,33.9
30009,13,13,75.14
30010,57,172,51.74
30011,62,360,42.45
30012,43,113,27.38
30013,9,13,29.02
30014,21,40,38.24
30015,5,5,35.71
30016,12,15,55.97
30017,9,14,65.73
30018,10,21,38.75
30019,29,89,30.09
30020,28,54,23.09
30021,7,8,25.16
30022,7,8,47.62
30023,17,33,42.36
30024,13,17,38.03
30025,7,7,29.05
30026,21,32,30.1
30027,30,80,31.04
30028,82,576,31.57
30029,46,104,64.56
30030,7,10,28.74
30031,8,8,39.41
30032,76,483,30.8
30033,34,131,23.47
30034,49,200,25.84
30035,6,6,25.21
30036,37,101,29.73
30037,48,101,37.48
30038,12,18,55.73
30039,27,75,32.22
30040,6,7,55.56
30041,16,23,18.73
30042,28,90,34.74
30043,12,22,37.29
30044,1,1,12.5
30045,6,8,20.46
30046,16,27,27.0
30047,43,167,26.97
30048,4,7,36.84
30049,12,15,40.76
30050,3,3,17.86
30051,13,20,15.21
30052,11,22,33.03
30053,19,35,47.43
30054,3,3,10.0
30055,16,25,36.98
30056,6,7,21.28
30057,24,41,23.48
30058,5,7,31.39
30059,27,66,26.22
30060,42,184,44.91
30061,42,100,39.75
30062,54,193,31.61
30064,3,3,20.69
30065,10,13,27.54
30066,9,16,27.4
30067,10,14,33.73
30068,16,34,37.36
30069,10,14,26.77
30070,14,18,23.08
30071,7,8,18.6
30072,6,10,20.62
30073,31,69,41.17
30074,1,1,38.46
30075,41,128,29.42
30076,19,30,35.46
30077,25,44,27.06
30079,4,4,15.38
30080,21,29,32.69
30081,23,37,38.11
30082,31,95,22.2
30083,29,73,29.7
30084,17,23,38.08
30085,23,48,45.11
30086,10,14,20.93
30087,6,6,28.04
30088,13,19,26.39
30089,25,46,26.74
30090,10,12,45.11
30091,19,34,20.67
30092,29,55,32.39
30093,2,2,18.52
30094,6,8,53.69
30095,14,15,24.15
30096,17,33,35.79
30097,8,11,39.01
30098,10,12,25.81
30099,3,3,12.2
30100,16,24,33.9
30101,14,19,29.23
30102,11,16,29.8
30103,14,24,25.1
30104,16,22,29.14
30105,12,14,102.19
30106,15,24,31.87
30107,11,11,18.18
30108,7,8,52.29
30109,12,14,29.66
30110,7,8,22.73
30111,16,23,51.8
30112,18,37,21.34
30113,11,13,55.79
30114,11,14,20.44
30115,6,9,36.0
30116,21,32,30.08
30117,30,78,28.69
30119,4,4,25.16
30120,18,31,28.47
30121,8,9,32.73
30122,12,18,24.76
30123,38,139,38.7
30124,8,13,55.56
30125,37,116,22.72
30126,17,27,36.1
30127,17,23,21.6
30128,40,113,28.07
30129,13,17,24.43
30130,30,44,53.53
30131,26,50,44.8
30132,52,132,26.99
30133,69,619,73.36
30134,5,7,22.36
30135,30,92,23.89
30136,19,36,30.56
30137,2,2,14.49
30138,27,59,26.05
30139,13,15,44.25
30140,25,45,39.86
30141,47,146,22.42
30142,16,26,23.72
30143,6,8,37.56
30144,9,9,19.74
30145,17,55,33.17
30146,28,60,39.95
30147,22,42,26.97
30148,6,7,21.41
30149,18,29,31.52
30150,5,5,19.01
30151,15,19,36.75
30152,29,65,31.03
30153,4,4,33.33
30154,11,11,29.02
30155,44,163,22.93
30156,57,252,29.76
30158,7,11,25.17
30159,18,21,27.67
30160,9,11,40.89
30161,1,1,4.83
30162,14,20,29.9
30163,1,1,5.85
30164,25,34,46.45
30165,22,39,32.02
30166,25,62,24.11
30167,16,22,27.95
30168,14,23,36.74
30169,45,172,28.73
30170,17,35,38.55
30171,19,24,20.05
30172,16,23,29.72
30173,21,43,24.36
30174,26,58,41.79
30175,6,7,38.67
30176,10,10,53.19
30177,13,20,30.21
30178,20,39,25.71
30179,32,87,27.8
30180,9,12,21.31
30181,11,13,26.69
30182,20,33,23.67
30183,13,17,26.23
30184,23,59,37.75
30185,18,43,27.89
30186,19,39,18.51
30187,4,4,13.25
30188,20,28,37.28
30189,93,4604,31.09
30191,23,33,27.64
30192,4,6,13.7
30193,16,23,33.63
30194,8,11,40.0
30195,2,2,60.61
30196,15,18,38.54
30197,6,7,24.39
30198,11,18,75.31
30199,1,1,17.86
30200,19,27,29.06
30201,11,16,43.13
30202,65,286,26.98
30203,9,12,36.7
30204,7,14,37.94
30205,5,6,23.44
30206,35,87,20.53
30207,15,27,36.29
30208,2,2,42.55
30209,28,95,24.31
30210,51,142,42.1
30211,34,97,23.2
30212,43,127,56.19
30213,2,2,76.92
30214,21,62,30.14
30215,8,9,21.69
30216,11,14,16.73
30217,43,180,22.72
30218,7,8,32.0
30219,5,6,60.61
30220,6,7,26.42
30221,49,159,28.77
30222,3,7,39.55
30223,32,90,20.65
30224,10,15,23.62
30225,19,35,21.88
30226,19,34,27.27
30227,59,158,47.01
30228,19,43,24.68
30229,16,26,43.19
30230,11,15,25.38
30231,16,21,59.32
30232,6,9,20.41
30233,10,16,23.95
30234,11,13,45.3
30235,10,17,20.41
30236,5,6,50.0
30237,11,19,28.53
30238,2,2,29.41
30239,9,14,25.45
30240,8,11,28.28
30241,28,70,34.93
30242,3,4,25.0
30243,51,219,30.78
30244,6,7,20.0
30245,12,18,22.64
30246,3,3,28.57
30247,10,13,44.37
30248,6,11,23.86
30249,29,47,43.32
30250,6,7,17.68
30251,14,21,38.96
30252,5,6,28.99
30253,23,26,21.89
30254,20,45,22.39
30255,43,101,32.37
30256,16,20,25.25
30257,25,63,31.59
30258,57,340,23.84
30259,41,149,32.28
30260,16,32,28.8
30261,7,11,42.31
30262,9,12,48.0
30263,51,169,45.1
30264,6,6,33.71
30265,6,7,28.69
30266,20,33,38.73
30267,10,17,32.14
30268,13,16,26.71
30269,51,122,49.19
30270,16,29,18.78
30271,18,26,35.81
30272,7,8,55.56
30273,22,41,27.89
30274,28,83,24.16
30275,8,9,27.86
30276,39,121,33.49
30277,8,11,21.28
30278,31,80,26.84
30279,16,27,39.19
30280,13,17,46.2
30281,23,41,25.17
30282,17,25,28.57
30283,4,4,21.39
30284,34,109,23.68
30285,21,36,47.49
30286,16,24,30.23
30287,11,16,23.15
30288,18,26,20.3
30289,2,2,23.81
30290,23,34,18.3
30291,7,14,44.44
30292,10,12,24.79
30293,11,16,46.11
30294,39,131,23.9
30295,40,110,36.11
30296,6,9,55.9
30297,12,16,74.07
30298,13,21,41.34
30299,14,25,22.42
30300,12,14,25.55
30301,7,8,25.32
30302,26,43,19.5
30303,16,24,28.71
30304,5,5,24.75
30305,44,102,27.96
30306,11,14,25.32
30307,32,72,29.33
30308,19,29,35.67
30309,6,6,17.05
30310,14,16,55.36
30311,32,77,40.0
30312,23,48,23.66
30313,13,26,32.42
30314,6,6,25.1
30315,28,52,24.71
30316,5,8,33.2
30317,20,42,23.41
30318,5,5,24.15
30319,8,17,27.03
30320,5,5,30.3
30321,65,271,53.77
30322,5,7,26.32
30323,3,3,24.79
30324,11,19,20.93
30325,23,48,37.18
30326,30,58,28.56
30327,3,3,57.69
30328,14,31,29.44
30329,12,17,38.46
30330,12,22,23.23
30331,24,40,22.19
30332,6,7,63.64
30333,31,106,22.26
30334,75,490,58.48
30335,7,7,49.65
30336,24,48,34.88
30337,12,18,43.37
30338,9,10,74.07
30339,29,69,48.66
30340,13,20,31.65
30341,66,332,28.2
30342,21,33,26.11
30343,11,19,31.83
30344,58,154,27.4
30345,15,16,45.71
30346,22,49,27.64
30347,26,42,31.3
30348,30,71,38.67
30349,12,14,24.52
30350,70,167,45.06
30351,61,281,22.27
30352,25,47,25.53
30353,4,4,59.7
30354,6,8,37.04
30355,18,23,22.16
30356,30,70,24.81
31001,6,7,58.82
31002,3,3,12.55
31003,18,26,20.31
31004,34,68,24.6
31005,10,13,45.3
31006,6,7,30.7
31007,1,1,16.67
31008,5,5,19.16
31009,6,7,37.23
31010,3,3,33.71
31011,10,12,43.01
31012,3,3,31.58
31013,9,9,24.79
31014,1,1,11.49
31015,2,2,90.91
31017,4,6,58.25
31018,7,7,30.43
31019,2,2,64.52
31020,36,57,63.26
31021,2,4,31.75
31022,52,264,28.24
31023,7,8,25.64
31024,8,11,24.39
31025,12,18,18.09
31026,15,26,24.28
31027,5,5,25.51
31028,46,73,58.78
31029,5,6,17.49
31030,2,2,23.53
31031,8,14,23.73
31032,41,153,20.5
31033,67,353,34.86
31034,3,3,13.33
31035,36,73,17.24
31036,22,25,15.56
31037,22,34,20.88
31038,9,15,22.29
31039,3,3,34.48
31040,2,2,58.82
31041,1,1,9.17
31042,56,161,74.81
31043,6,6,40.54
31044,68,417,23.99
31045,12,13,25.84
31046,1,1,83.33
31047,2,2,20.83
31048,36,78,22.14
31049,11,13,21.67
31050,13,15,23.22
31051,9,14,29.41
31052,25,51,31.48
31053,15,25,19.79
31054,4,4,20.51
31055,3,3,17.54
31056,50,156,20.38
31057,26,43,28.01
31058,2,2,15.62
31059,2,2,17.7
31060,2,2,18.18
31061,3,3,15.08
31062,2,2,18.69
31063,2,2,11.63
31064,2,2,68.97
31065,29,78,25.4
31066,48,157,37.41
31067,2,2,46.51
31068,3,3,96.77
31069,78,714,26.98
31070,17,21,47.84
31071,12,17,37.53
31072,2,2,29.41
31073,10,13,17.76
31074,8,8,27.49
31075,14,42,33.55
31076,7,13,27.96
31077,9,15,23.55
31078,3,3,20.0
31079,38,140,29.84
31080,44,82,49.52
31081,1,1,100.0
31082,17,29,26.13
31083,4,4,17.17
31084,24,36,33.3
31085,10,13,50.78
31086,3,3,36.14
31087,6,6,18.81
31088,29,58,20.1
31089,10,12,17.91
31090,7,7,19.07
31091,43,172,28.87
31092,6,10,83.33
31093,15,20,21.28
31094,29,74,25.96
31095,3,3,23.26
31096,2,3,16.76
31097,12,15,32.33
31098,41,59,52.77
31099,7,9,21.38
31100,27,51,21.31
31101,7,9,18.75
31102,4,4,17.32
31103,2,2,33.33
31104,18,30,45.18
31105,5,6,25.53
31106,41,91,36.31
31107,63,242,42.18
31108,9,11,41.98
31109,12,19,40.69
31110,11,16,24.73
31111,8,8,25.89
31112,5,6,32.79
31113,65,298,20.0
31114,3,3,12.45
31115,2,2,35.09
31116,50,209,19.22
31117,36,97,21.81
31118,43,206,30.23
31119,4,5,23.04
31120,9,17,22.05
31121,2,2,33.9
31122,4,6,59.41
31123,2,3,37.97
31124,10,13,32.66
31125,1,1,27.03
31126,9,14,32.94
31127,1,1,250.0
31128,10,13,15.01
31129,2,2,142.86
31130,4,4,48.78
31131,2,2,29.41
31132,2,2,31.25
31133,7,7,72.16
31134,2,3,34.88
31135,65,195,40.79
31136,24,47,20.8
31137,3,4,25.0
31138,7,10,39.84
31139,2,2,10.26
31140,6,6,30.46
31141,5,7,31.96
31142,6,10,43.67
31143,6,8,29.63
31144,23,35,49.5
31145,34,96,32.24
31146,2,2,142.86
31147,17,19,28.32
31148,9,13,24.95
31149,78,891,22.19
31150,48,207,25.36
31151,10,12,13.59
31152,4,4,41.67
31153,7,10,24.33
31155,6,6,26.79
31156,7,8,21.68
31157,65,515,25.32
31158,2,2,11.83
31159,11,12,25.05
31160,21,50,19.94
31161,21,31,22.86
31162,16,27,24.13
31163,28,63,23.88
31164,3,3,15.15
31165,39,147,22.58
31166,9,14,47.95
31167,16,25,35.56
31168,3,3,22.73
31169,48,135,19.32
31170,4,5,22.62
31171,8,8,28.07
31172,3,3,71.43
31173,5,8,29.96
31174,11,20,37.52
31175,41,98,159.87
31176,5,5,26.18
31177,4,4,29.63
31178,5,6,29.85
31179,8,10,32.68
31180,2,2,13.89
31181,26,72,31.83
31182,61,266,47.54
31183,8,10,31.95
31184,33,58,27.87
31185,3,3,25.86
31186,30,74,24.93
31187,64,318,25.35
31188,39,108,18.46
31189,6,7,31.82
31190,6,8,34.48
31191,6,10,95.24
31192,15,17,22.19
31193,41,73,38.69
31194,5,5,27.78
31195,1,1,34.48
31196,5,6,25.1
31197,6,8,24.32
31198,2,2,17.86
31199,6,7,36.65
31200,3,4,51.95
31201,1,1,14.49
31202,59,234,35.79
31203,45,189,19.99
31204,3,3,40.0
31205,32,68,21.3
31206,20,33,24.96
31207,4,4,48.19
31208,9,10,32.05
31209,6,7,43.75
31210,25,42,31.44
31211,12,17,23.29
31212,30,75,39.29
31213,3,3,19.48
31215,7,13,27.66
31216,3,4,11.49
31217,3,3,39.47
31218,2,2,18.02
31219,10,19,42.32
31220,3,3,7.83
31221,5,9,187.5
31222,1,1,22.73
31223,2,2,50.0
31224,35,53,44.92
31225,3,3,16.04
31226,2,2,24.69
31227,9,14,16.49
31228,27,60,26.25
31229,13,22,30.51
31230,39,101,21.49
31231,13,17,22.31
31232,63,292,32.59
31233,18,32,31.75
31234,9,10,21.51
31235,5,5,94.34
31236,1,1,14.29
31237,6,7,29.66
31238,8,11,22.63
31239,42,84,51.6
31240,13,19,29.78
31241,10,11,37.54
31242,2,2,125.0
31243,3,3,45.45
31244,3,3,8.0
31245,9,10,54.35
31246,18,40,46.24
31247,21,33,25.48
31248,41,163,25.41
31249,15,28,22.58
31250,15,20,29.63
31251,7,8,53.69
31252,20,30,15.38
31253,27,70,23.79
31254,65,356,83.92
31255,8,9,27.95
31256,4,4,13.61
31258,7,8,33.2
31259,31,57,27.63
31260,1,1,10.42
31261,19,34,28.84
31262,8,9,20.69
31263,26,70,21.36
31264,9,10,17.83
31265,6,7,26.02
