code_epci,libepci,n_communes,n_ecoles_c108,n_equipements,n_carreaux,pop_insee,pct_habitat_zone_ecole_15,pct_equipements_zone_ecole_15
200067106,CA du Pays Basque,158,164,2064,13239,281242,80.79,83.62
200067114,CA de l'Auxerrois,29,21,500,1625,60732,63.39,63.8
200067122,CC Coteaux et Plaines du Pays Lafrançaisain,11,8,88,1377,9740,51.1,75.0
200067130,CC de Puisaye-Forterre,57,21,381,4276,30698,32.57,48.56
200067155,"CC Saint Affricain, Roquefort, Sept Vallons",14,11,140,1007,12554,70.64,77.14
200067163,"CC Monts, Rance et Rougier",23,10,107,934,5462,44.47,61.68
200067171,"CC Aubrac, Carladez et Viadène",21,16,178,1549,8625,45.27,76.4
200067189,CC Creuse Sud Ouest,43,10,175,2102,12346,24.01,40.57
200067197,CC Monts d'Arrée Communauté,12,10,89,1194,7160,57.98,87.64
200067205,CA du Cotentin,129,90,1104,8764,169804,71.86,76.81
200067213,CU du Grand Reims,143,55,1817,3455,258257,75.13,72.21
200067221,CC Centre Morbihan Communauté,18,36,323,4102,39199,65.7,88.54
200067239,CC des Luys en Béarn,66,15,321,2966,25832,34.27,42.37
200067247,CC Pleyben-Châteaulin-Porzay,17,21,189,2185,20616,70.76,94.18
200067254,CA Pau Béarn Pyrénées,31,50,954,3237,137906,87.72,87.11
200067262,CC du Haut-Béarn,48,23,329,2347,27018,69.68,68.39
200067288,CC du Béarn des Gaves,53,14,198,1859,15319,53.67,64.14
200067296,CC du Nord Est Béarn,73,25,338,3324,31530,60.87,59.76
200067304,CC Serein et Armance,29,18,198,1108,21962,73.93,82.83
200067320,CC Serre-Ponçon Val d'Avance,16,6,72,567,6678,59.96,61.11
200067346,CA Pornic Agglo Pays de Retz,14,32,347,2826,62640,72.26,87.61
200067361,CC Grand-Figeac,92,17,496,5160,38193,43.84,47.78
200067379,CC Côtes de Champagne et Val de Saulx,40,7,121,617,11306,58.87,51.24
200067429,CC Haut Nivernais-Val d'Yonne,30,6,136,843,10505,49.6,63.97
200067437,CA Provence-Alpes-Agglomération,46,28,432,2376,42402,58.28,62.04
200067445,CC Buëch-Dévoluy,20,5,129,806,9098,55.47,51.94
200067452,CC du Guillestrois et du Queyras,15,10,154,537,7260,63.42,63.64
200067460,CC Loudéac Communauté - Bretagne Centre,41,40,496,5807,49013,58.95,72.38
200067478,CC Comtal Lot et Truyère,21,18,241,1938,18073,46.17,60.17
200067486,CC Bouzonvillois-Trois Frontières,42,10,213,1056,22539,40.56,49.3
200067502,CA Saint-Avold Synergie,41,18,407,1229,44669,73.19,72.24
200067510,CC Monts et Vallées Ouest Creuse,43,12,290,3296,22522,17.04,29.66
200067544,CC Creuse Confluence,42,10,199,2552,14554,24.99,43.72
200067551,CA Thonon Agglomération,25,33,471,2023,84912,88.33,85.77
200067593,"CC Chénérailles, Auzances/Bellegarde et Haut Pays Marchois",50,11,198,2365,11600,24.03,40.91
200067627,CC Billom Communauté,25,12,191,1346,25034,51.73,59.69
200067635,CA Clisson Sèvre et Maine Agglo,16,30,312,2152,52012,76.72,90.71
200067643,"CC Meurthe, Mortagne, Moselle",37,7,160,507,14609,50.94,58.12
200067650,CC Houve-Pays Boulageois,37,12,170,761,20652,46.97,42.94
200067668,"CC de la Cléry, du Betz et de l'Ouanne",23,7,172,2108,18688,31.09,52.33
200067676,CC Canaux et Forêts en Gâtinais,38,10,223,2607,24400,23.74,21.08
200067684,"CA Épernay, Coteaux et Plaine de Champagne",47,14,381,1171,42282,72.18,72.44
200067692,CC Tannay-Brinon-Corbigny,58,6,148,1267,8325,26.67,39.19
200067700,CC Sud Nivernais,20,7,169,1347,17953,34.75,43.2
200067742,CC Serre-Ponçon,17,10,185,968,15392,70.38,74.05
200067759,CC Vallées et Plateau d'Ardenne,31,12,188,1008,21166,57.87,56.91
200067767,CC du Royans-Vercors,18,5,112,898,8834,46.02,53.57
200067783,CC de Hanau-la Petite Pierre,38,12,241,904,24593,55.15,51.87
200067791,CA Pays Foix-Varilhes,42,19,253,1541,28914,68.67,66.4
200067817,CC Saône-Beaujolais,35,33,356,2825,40696,70.9,81.74
200067825,CA Gap-Tallard-Durance,17,29,384,1662,46202,88.41,90.36
200067841,CC de l'Alsace Bossue,45,11,238,986,22649,50.43,48.74
200067866,CC Sèvre et Loire,11,16,260,2184,47082,61.99,78.85
200067874,CA de Haguenau,36,26,595,1360,88086,72.09,72.94
200067882,CC Bazois Loire Morvan,46,9,212,2516,13066,34.46,48.58
200067890,CC Morvan Sommets et Grands Lacs,34,7,164,1999,10050,12.52,25.0
200067908,CC Amognes Coeur du Nivernais,28,5,98,1226,7830,24.6,48.98
200067916,"CC Loire, Vignobles et Nohain",30,20,216,1885,22691,63.09,76.39
200067924,CC du Canton d'Erstein,28,20,332,841,45046,80.44,77.41
200067932,CA Golfe du Morbihan - Vannes Agglomération,34,85,964,6347,168574,81.48,88.07
200067940,CC Couserans-Pyrénées,94,28,373,3309,25682,57.91,68.63
200067957,CC Haut Chemin-Pays de Pange,28,6,153,642,18076,27.37,30.72
200067965,CA de la Région de Compiègne et de la Basse Automne,22,24,478,924,69354,82.87,78.03
200067973,CC Thelloise,41,30,399,1344,58719,71.78,70.18
200067981,CA Guingamp-Paimpol Armor-Argoat Agglomération,57,48,564,6746,63976,58.56,70.74
200067999,CA du Beauvaisis,53,31,654,1884,95270,72.81,73.55
200068005,CC de l'Oise Picarde,52,16,185,824,19806,60.79,60.0
200068047,CA Creil Sud Oise,11,15,522,498,73246,93.05,91.95
200068070,CC Loue-Lison,72,18,269,1418,23668,54.45,56.51
200068088,"CC Loire, Nièvre et Bertranges",32,4,151,1420,16993,10.03,12.58
200068096,CC Champsaur-Valgaudemar,25,10,178,1062,10416,53.91,69.66
200068104,CA de la Provence Verte,28,22,659,4770,100267,44.47,51.9
200068112,CC du Pays de Saverne,35,13,286,798,33574,68.75,69.23
200068120,CA Quimper Bretagne Occidentale,14,49,586,3834,92402,83.65,90.1
200068146,CC Sarrebourg Moselle Sud,76,25,480,1807,40190,60.68,62.71
200068229,CC des Baronnies en Drôme Provençale,67,10,261,2117,18819,46.68,41.76
200068278,CC Berry Loire Puisaye,20,10,152,1378,16652,69.99,84.21
200068294,CC des Deux Vallées Vertes,54,6,172,837,14414,28.65,33.72
200068369,CC de Mirecourt Dompaire,76,14,209,1013,16766,55.5,55.02
200068377,CC de la Porte des Vosges Méridionales,10,13,223,1458,26241,59.33,64.57
200068435,CC Coeur du Perche,12,6,107,1494,10256,46.76,75.7
200068443,CC Andaine - Passais,12,7,113,1717,11281,51.09,65.49
200068450,CC Argentan Intercom,49,22,259,2409,29162,63.47,69.5
200068468,CC des Pays de l'Aigle,32,8,228,2187,21036,47.03,58.33
200068484,CC des Causses à l'Aubrac,17,16,184,1259,13092,66.83,80.43
200068500,CA de Cambrai,55,45,474,1573,71508,83.17,83.33
200068534,CC Terroir de Caux,79,17,310,2185,32260,32.28,31.61
200068542,CC Les Balcons du Dauphiné,47,38,572,3577,73194,60.31,70.1
200068559,CC de l'Ouest Vosgien,70,16,252,1100,21389,50.57,45.24
200068567,CC Les Vals du Dauphiné,36,28,506,3320,53622,59.7,70.95
200068625,"CC Alpes-Provence-Verdon ""sources de Lumière""",41,10,212,1267,9438,36.18,44.34
200068641,CA Le Muretain Agglo,26,17,686,3007,114860,51.37,53.5
200068658,"CA de Chaumont, du Bassin Nogentais et du Bassin de Bologne Vignory Froncles",63,18,399,1354,40068,61.12,54.89
200068666,CA de Saint-Dizier Der et Blaise,60,27,441,1738,49390,74.22,74.83
200068674,CA Grand Lac - CA du Lac du Bourget,28,24,441,2086,71347,73.18,68.48
200068682,CC Terre d'Eau,45,6,172,782,17212,15.65,15.7
200068757,CA d'Épinal,78,47,759,3965,97545,68.22,69.43
200068765,CC du Sisteronais-Buëch,60,17,341,2250,21669,50.14,55.43
200068773,CC des Vosges Côté Sud Ouest,60,7,175,991,10817,30.09,33.71
200068781,CA Valence Romans Agglo,54,54,1480,7428,206892,68.97,65.14
200068799,CC Intercom de la Vire au Noireau,17,24,304,5308,43780,57.19,81.25
200068807,CC Lèze Ariège,19,9,222,1805,31490,46.36,48.2
200068815,CC Coeur de Garonne,48,9,287,3023,32150,25.0,35.19
200068831,CC Pays Ségali,23,20,188,2159,16278,54.18,68.62
200068856,CC des Hauts du Perche,10,4,68,1232,7342,40.73,67.65
200068864,CC de la Mossig et du Vignoble,24,11,184,604,23514,57.45,46.2
200068872,CC Éguzon - Argenton - Vallée de la Creuse,21,7,169,1498,16564,27.0,31.36
200068880,CC Champagne Boischauts,30,4,106,1019,8780,44.13,46.23
200068914,CC La Rochefoucauld - Porte du Périgord,27,9,166,1893,19318,38.84,52.41
200068922,CC du Confluent et des Coteaux de Prayssas,29,8,183,2097,14795,13.86,21.31
200068930,CC Fumel Vallée du Lot,27,7,259,2807,19580,31.08,40.15
200068948,CC Albret Communauté,33,11,240,3101,21610,38.58,45.0
200068955,CC Anjou Loir et Sarthe,17,20,220,2098,25299,60.37,70.45
200068963,CC Maine Coeur de Sarthe,13,13,131,1331,20983,71.5,80.15
200068989,CA Dinan Agglomération,64,64,703,6499,90908,70.34,84.21
200068997,CA Arlysère,39,32,491,2360,53650,78.62,74.75
200069003,CC du Barséquanais en Champagne,53,14,213,1077,16222,55.15,65.26
200069029,CA des Deux Baies en Montreuillois,46,25,439,1952,62300,71.55,77.45
200069037,CA du Pays de Saint-Omer,53,61,595,3030,90296,85.98,89.58
200069052,CA Grand Belfort,52,25,670,1509,83490,75.18,73.73
200069060,CC des Vosges du Sud,22,5,115,754,13720,35.56,34.78
200069086,CC Leff Armor Communauté,27,25,220,3122,29589,57.97,68.18
200069094,CC Isle et Crempse-en-Périgord,25,8,131,1930,12312,24.82,27.48
200069102,CC Randon - Margeride,15,8,78,722,4685,44.72,73.08
200069110,CA Chambéry Métropole-Coeur des Bauges,38,37,814,2369,112725,91.21,91.15
200069128,CC Mont Lozère,21,11,99,681,5026,46.24,74.75
200069136,CC des Cévennes Au Mont Lozère,19,10,110,982,4261,44.13,58.18
200069144,CC des Hautes Terres de l'Aubrac,17,9,68,748,4478,38.85,60.29
200069151,CC Gorges Causses Cévennes,17,10,113,702,6376,58.14,69.03
200069169,CC Dômes Sancy Artense,26,16,170,1700,11366,47.01,67.06
200069177,CC Mond'Arverne Communauté,28,14,277,1353,39472,38.83,38.63
200069185,CC des Terres d'Apcher-Margeride-Aubrac,20,8,130,843,9268,59.93,74.62
200069193,CC de la Dombes,36,18,344,2316,37776,56.17,60.47
200069227,CC Pays Fort Sancerrois Val de Loire,36,11,209,2027,16284,44.56,61.24
200069235,CC du Haut Pays du Montreuillois,49,9,153,1316,14203,32.53,38.56
200069250,CA Troyes Champagne Métropole,81,55,980,2951,131742,83.41,81.53
200069268,CC Aubrac Lot Causses Tarn,15,10,97,721,6978,52.93,71.13
200069300,CA Tarbes-Lourdes-Pyrénées,86,41,900,3264,105886,70.5,71.56
200069383,CC du Grand Villefranchois,29,24,285,2950,24480,59.79,72.63
200069391,CC Lamballe Terre et Mer,38,55,516,6113,66055,67.29,79.65
200069409,CA Saint-Brieuc Armor Agglomération,32,71,907,5354,139814,85.23,92.39
200069417,CC Pays d'Orthe et Arrigans,24,12,179,2655,23031,37.72,44.69
200069425,CA Mont-Saint-Michel-Normandie,95,40,723,9637,78054,52.63,67.63
200069433,CC de Vezouze en Piémont,51,6,162,663,10240,30.92,34.57
200069441,CC du Pays de Bitche,46,13,352,1494,29305,30.9,28.41
200069458,CC des Vallées d'Auge et du Merlerault,46,8,167,1934,11882,51.85,61.68
200069482,CC des Campagnes de l'Artois,96,23,313,1717,31724,41.87,46.65
200069516,CC Seulles Terre et Mer,28,11,113,818,16112,62.28,66.37
200069524,CC Pré-Bocage Intercom,27,11,160,2291,22913,35.99,51.25
200069532,CA Lisieux Normandie,53,43,474,5673,61275,59.83,70.68
200069540,CC Norge et Tille,14,2,116,395,15408,7.12,6.03
200069565,CC des Lacs et Montagnes du Haut-Doubs,32,12,148,785,16984,44.16,51.35
200069581,CC Convergence Garonne,27,18,218,1614,30106,69.51,77.98
200069599,CC Rurales de l'Entre-deux-Mers,50,4,170,2210,14402,18.78,20.59
200069615,CC Bresse Haute Seille,55,16,214,1603,18050,53.75,63.55
200069623,CC Champagnole Nozeroy Jura,63,14,251,1130,20678,64.01,65.34
200069631,CC Terres de Chalosse,34,12,160,2308,16626,43.95,56.25
200069649,CC Chalosse Tursan,50,11,249,3094,22899,30.75,37.35
200069656,CC Coeur Haute Lande,26,12,168,1945,14412,54.22,67.26
200069664,CC Meuse Rognon,59,9,171,760,9860,39.07,44.44
200069672,CC du Ternois,103,26,353,2016,32898,59.25,60.91
200069698,CC Mâconnais - Tournugeois,24,11,207,836,14090,70.64,72.46
200069722,CC Interrégionale Aumale - Blangy-sur-Bresle,44,16,196,1429,18450,51.15,64.29
200069730,CC des Quatre Rivières,53,8,260,2381,25333,45.03,52.31
200069748,CC Val de Gâtine,31,20,185,2113,19478,51.82,72.43
200069755,CC Mellois-en-Poitou,62,22,444,3768,42708,35.8,52.03
200069763,CC du Haut-Poitou,27,17,312,2393,38985,46.85,56.09
200069821,CA Fécamp Caux Littoral Agglomération,33,18,264,1258,34430,82.16,84.47
200069839,CC de la Côte d'Albâtre,63,15,262,1740,24980,55.85,61.07
200069847,CC Plateau de Caux-Doudeville-Yerville,40,9,165,1274,18736,46.68,60.0
200069854,CU du Grand-Poitiers,40,30,1119,5078,157707,52.57,52.82
200069912,CC des Forêts du Perche,15,5,72,718,6142,50.29,77.78
200069953,CC des Portes Euréliennes d'Ile-de-France,39,14,327,1331,42714,55.76,59.63
200069961,CC du Grand Châteaudun,23,18,313,2356,34965,63.49,78.27
200069995,CC Médoc Coeur de Presqu'ile,18,16,252,1959,29128,53.95,67.86
200070035,CC du Civraisien en Poitou,35,22,284,2520,22507,52.87,75.7
200070043,CC Vienne et Gartempe,55,30,440,4127,34281,56.59,72.27
200070068,CC Communauté Bray-Eawy,46,13,220,1945,22374,51.79,67.73
200070092,CA du Libournais,45,29,561,4317,84249,56.27,56.51
200070100,CC du Val de Sully,19,12,174,1673,23632,61.18,68.39
200070118,CC Val de Saône Centre,15,13,160,940,18922,81.84,85.0
200070126,CC Seine et Aube,25,7,99,545,9795,54.93,59.6
200070142,CC Lyons Andelle,30,9,184,994,18742,42.06,47.28
200070159,CC Coeur de Beauce,48,8,235,1220,24082,27.3,37.45
200070167,CC Terres de Perche,22,6,117,1344,12500,35.73,44.44
200070183,CC des Terres du Val de Loire,25,17,349,1894,46725,49.9,65.04
200070233,"CC Terres de Montaigu, Cc Montaigu-Rocheservière",10,25,303,2037,47041,81.91,94.06
200070282,CC Lavalette Tude Dronne,50,8,178,2616,15024,20.96,24.72
200070290,CC Pays de l'Audunois et du Bassin de Landres,25,6,158,592,19600,40.35,41.14
200070308,CA Mâconnais Beaujolais Agglomération,39,35,594,2052,67962,83.0,85.19
200070316,"CC Entre Arroux, Loire et Somme",30,12,240,2322,20690,43.0,56.25
200070324,CC du Territoire de Lunéville à Baccarat,43,21,337,977,36508,77.18,74.48
200070332,"CC du Pays de Chalindrey, de Vannier Amance et de la Région de Bourbonne-Les-Bains",63,6,218,1078,14198,28.89,24.77
200070340,CC Haute-Maurienne Vanoise,10,7,124,288,7630,41.0,58.06
200070365,CC Corbières Salanque Méditerranée,21,7,187,632,22408,25.45,31.02
200070373,CC Loir-Lucé-Bercé,24,13,243,2751,20748,51.89,66.67
200070407,CA Pays d'Issoire,88,34,493,2649,52178,59.86,58.22
200070431,CC Saint-Marcellin Vercors Isère Communauté,47,27,366,3308,39080,61.75,65.03
200070449,CC Inter-Caux-Vexin,64,27,387,2796,50059,43.49,50.39
200070464,CC Coeur de Maurienne Arvan,14,5,152,562,13334,21.06,27.63
200070506,CC Pays de Nexon Monts de Chalus,15,6,123,1713,11464,24.33,34.96
200070514,CA du Grand Cognac,54,32,502,3701,59654,64.81,69.92
200070530,CC du Grand Autunois Morvan,55,17,333,3346,32244,50.52,54.65
200070548,CC La Clayette Chauffailles en Brionnais,29,9,191,1763,13149,50.16,48.17
200070555,CC de la Veyle,18,14,190,1421,21388,71.88,77.89
200070563,CC Terres Touloises,41,14,330,1003,40348,60.39,55.45
200070571,CC Coeur de Berry,15,8,138,1036,16748,37.98,57.25
200070589,CC de Seille et Grand Couronné,42,11,182,721,17906,50.67,41.21
200070647,CA Bergeracoise,38,27,432,4384,56175,65.5,68.52
200070662,CC Bretagne Porte de Loire Communauté,20,26,221,2486,31846,73.08,90.95
200070670,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,19,18,163,1844,21058,67.97,89.57
200070688,CC Couesnon Marches de Bretagne,15,17,155,2314,20319,54.46,71.61
200070712,CC Thiers Dore et Montagne,30,25,352,2746,33932,62.89,71.88
200070720,CC Médoc Atlantique,14,14,240,2476,29287,56.18,67.5
200070738,CC Mad et Moselle,48,13,169,730,18186,51.18,53.85
200070746,CA Sarreguemines Confluences,38,17,549,1766,58008,54.74,58.29
200070753,CA Riom Limagne et Volcans,31,29,440,1820,64114,69.93,67.5
200070761,CC Ambert Livradois Forez,58,20,347,4012,25202,43.46,59.65
200070779,CC Brie des Rivières et Châteaux,31,17,262,966,38004,43.29,45.04
200070787,CC du Plateau de Lannemezan,57,13,196,1593,14568,59.51,53.57
200070795,CC du Pays de Trie et du Magnoac,50,4,133,1309,5392,28.83,42.86
200070803,CC des Coteaux du Val-d'Arros,53,7,124,1124,9298,30.56,29.03
200070811,CC Pyrénées Vallées des Gaves,46,9,178,937,12948,55.53,62.92
200070829,CC Neste Barousse,43,7,101,701,5680,42.13,50.5
200070845,CC Orne Lorraine Confluences,41,10,377,1021,45266,34.07,31.03
200070852,CC Usses et Rhône,26,15,152,1221,19684,60.1,71.71
200070894,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,55,9,255,1052,27710,39.54,48.63
200070902,CC Auxonne Pontailler Val de Saône,35,5,207,883,21180,19.45,19.81
200070910,CC Tille et Venelle,18,2,51,308,4548,7.21,11.76
200070928,CC Terre de Picardie,43,8,166,749,17650,49.8,48.8
200070936,CC Ponthieu-Marquenterre,71,15,302,2097,30232,47.23,55.96
200070944,CC du Vimeu,25,16,179,913,20453,64.97,64.8
200070951,CC du Territoire Nord Picardie,65,20,285,1237,27276,70.47,69.82
200070969,CC Avre Luce Noye,48,15,202,807,21692,66.54,62.87
200070977,CC du Grand Roye,61,9,229,922,22751,59.85,53.28
200070985,CC de l'Est de la Somme,41,10,191,793,18150,47.47,48.17
200070993,CA de la Baie de Somme,43,24,368,1630,44236,74.59,70.65
200071017,CC des Terres d'Auxois,76,7,219,1280,14804,33.78,33.79
200071025,CC Haute-Provence-Pays de Banon,21,10,93,1048,7799,74.33,81.72
200071033,CC Jabron-Lure-Vançon-Durance,14,5,60,435,4174,47.39,65.0
200071041,CC du Chaourçois et du Val d'Armance,42,5,128,1040,9202,29.21,42.97
200071058,CC Les Avant-Monts,25,15,232,883,27136,64.47,56.03
200071066,CA de Saint-Dié-Des-Vosges,77,45,582,4085,67093,69.37,69.42
200071074,CC Les Portes de l'Ile de France,18,8,153,688,20437,50.25,51.63
200071082,CA Montluçon Communauté,21,17,409,1969,52276,74.27,77.51
200071116,CA Ecla (Espace Communautaire Lons Agglomération),31,13,319,867,29374,78.53,78.06
200071140,CA Moulins Communauté,44,26,500,4041,55256,65.14,68.6
200071157,CC des Hautes-Vosges,22,17,266,2556,32978,56.97,64.29
200071165,CA Les Sables d'Olonne Agglomération,5,15,296,1258,58725,86.23,93.92
200071173,CC du Pays Arnay Liernais,34,4,99,940,6480,28.15,42.42
200071181,CC Somme Sud-Ouest,119,19,401,1976,35108,37.55,42.14
200071199,CC Plaine Limagne,25,17,163,1402,19320,57.73,68.71
200071207,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,47,7,132,758,8096,41.88,50.0
200071215,CC Chavanon Combrailles et Volcans,36,12,197,1970,11492,40.13,61.93
200071223,CC Nièvre et Somme,36,17,232,764,22786,68.22,65.95
200071298,CC des Terres du Lauragais,58,21,332,3302,39291,51.14,53.31
200071314,CC Save Garonne et Côteaux de Cadours,29,9,232,2133,34352,48.73,43.53
200071363,CA Vichy Communauté,39,28,608,3506,75318,62.98,70.72
200071371,CC Bresse et Saône,20,15,188,1486,24467,70.89,81.91
200071389,CC Saint-Pourçain Sioule Limagne,60,19,373,3392,30793,50.01,55.76
200071405,CC Ardèche Rhône Coiron,15,9,154,1205,19426,61.91,59.74
200071413,CA Privas Centre Ardèche,42,35,377,2601,36919,79.81,82.49
200071454,CA Evreux Portes de Normandie,74,44,780,2747,100552,75.35,76.79
200071470,CC Entr'Allier Besbre et Loire,44,12,316,3419,22426,19.48,28.48
200071496,CC du Bocage Bourbonnais,25,11,176,2129,11981,37.65,45.45
200071504,CC des Collines du Perche Normand,16,8,103,1331,10347,58.33,73.79
200071512,CC Commentry Montmarault Néris Communauté,33,13,245,2500,23266,42.26,51.84
200071520,CC Domfront Tinchebray Interco,15,10,138,1919,14630,57.73,83.33
200071538,CC Terres de Bresse,25,11,189,2237,21310,33.15,49.74
200071546,CC Sud Retz Atlantique,9,21,198,1987,28956,67.43,86.87
200071553,CC Loire Layon Aubance,19,46,387,3358,54646,72.66,88.11
200071579,CC Bresse Louhannaise Intercom',30,15,275,3032,26296,45.87,61.09
200071587,CC Loches Sud Touraine,67,26,515,5169,45505,49.06,59.22
200071595,"CC Arbois, Poligny, Salins, Coeur du Jura",66,13,248,1239,18150,56.42,59.68
200071629,CC Challans-Gois Communauté,11,23,286,2806,48889,74.34,89.16
200071645,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,16,5,109,1039,7260,37.23,43.12
200071652,CC du Pays Fertois et du Bocage Carrougien,19,2,46,781,4136,12.2,39.13
200071678,CA du Choletais,26,49,684,3577,101298,89.68,88.01
200071751,CA du Bassin de Bourg-en-Bresse,74,65,1036,6389,119962,69.79,71.53
200071769,CC Picardie des Châteaux,36,13,148,861,15590,48.38,46.62
200071777,"CC d'Arcis, Mailly, Ramerupt",39,5,141,718,10297,27.62,29.79
200071785,CA Chauny Tergnier la Fère,48,26,356,1439,48970,76.42,77.53
200071819,CC du Périgord Nontronnais,28,9,180,2189,13695,29.56,44.44
200071827,CA du Grand Angoulême,38,29,819,4209,123942,60.31,63.86
200071843,CC du Vexin Normand,41,15,246,1154,31104,66.87,68.29
200071850,CC du Pithiverais-Gâtinais,32,4,202,1304,24087,26.15,21.78
200071868,CC des Vallées du Haut-Anjou,15,31,257,2741,35338,80.06,90.27
200071876,CA Saumur Val de Loire,45,66,676,5614,92114,71.59,81.66
200071884,CC Le Grand Charolais,44,20,413,3702,35792,59.23,69.49
200071892,CA du Saint-Quentinois,39,36,464,1121,71362,93.63,92.67
200071900,CC Vendée Grand Littoral,20,25,230,2330,36334,65.11,88.26
200071918,CC du Pays de Saint-Fulgent - les Essarts,10,15,184,1425,27158,67.46,84.78
200071926,CC du Limouxin,77,15,326,1728,25640,55.39,52.15
200071934,CC Pays de Fontenay-Vendée,25,29,255,1902,32304,78.78,89.8
200071942,CC Haut Limousin en Marche,40,9,285,2967,20030,19.66,29.82
200071967,CC Pays d'Évian Vallée d'Abondance,22,25,251,1468,35580,86.38,89.24
200071983,CC Thiérache Sambre et Oise,36,12,153,835,15028,66.71,67.97
200071991,CC Retz-en-Valois,54,12,229,1144,27324,24.91,26.2
200072007,CC de la Montagne d'Ardèche,28,9,109,830,3657,41.52,52.29
200072015,CA Annonay Rhône Agglo,29,38,340,1985,45531,85.15,93.53
200072023,CC Coeur de Charente,50,13,225,1666,19298,40.36,54.67
200072031,CA de la Région de Château-Thierry,87,23,401,1985,48926,60.47,65.09
200072049,CC de Charente Limousine,58,13,369,4432,31288,23.33,30.62
200072056,CC Porte du Jura,22,4,102,739,9611,37.68,42.16
200072064,CC Val-de-Cher-Controis,33,22,394,3675,42320,47.93,55.33
200072072,CA Territoires Vendômois,65,17,445,3539,48054,42.94,50.56
200072080,CC du Pays de Saint-Éloy,34,8,172,2343,13110,36.01,50.58
200072098,CC Combrailles Sioule et Morge,29,9,169,1648,18281,29.89,32.54
200072106,CC Adour Madiran,72,14,277,2192,20312,54.37,57.76
200072130,CA du Pays de Meaux,22,18,528,852,89996,81.56,73.67
200072304,CC Vallée de l'Ubaye - Serre-Ponçon,13,9,110,724,6840,65.62,68.18
200072312,CA Seine Normandie Agglomération,62,39,561,2672,79834,70.11,77.54
200072320,CC Val de Gers,45,7,136,1652,8288,37.48,44.12
200072346,CA du Pays de Fontainebleau,26,14,366,1341,60596,59.28,56.01
200072452,CA Fougères Agglomération,28,34,391,3366,50484,75.9,83.63
200072460,"CA de Béthune-Bruay, Artois-Lys Romane",100,90,1434,5187,231227,80.45,83.26
200072478,CC Pays d'Opale,27,20,181,1112,24480,76.82,81.77
200072544,CC des Deux Morin,31,10,172,1351,24306,34.37,37.79
200072635,CC Pyrénées Haut Garonnaises,76,13,207,1096,13472,60.84,58.94
200072643,CC Coeur et Coteaux du Comminges,104,20,459,4451,39088,51.2,55.56
200072650,CC Touraine Vallée de l'Indre,22,14,336,2462,51142,35.74,40.18
200072668,CC Touraine Val de Vienne,40,11,232,2329,22257,43.97,53.45
200072676,CC Maine Saosnois,51,11,271,2718,24580,53.43,63.1
200072684,CC Le Gesnois Bilurien,23,17,225,2397,27884,69.76,78.22
200072692,CC des Vallées de la Braye et de l'Anille,19,10,159,1647,13580,56.23,67.92
200072700,CC Haute Sarthe Alpes Mancelles,38,21,202,2257,19522,59.78,72.28
200072718,CC de la Champagne Conlinoise et du Pays de Sillé,24,14,181,1877,16295,55.76,67.96
200072726,CC Châteaubriant-Derval,26,41,364,3611,41786,66.29,87.36
200072734,CC Estuaire et Sillon,11,19,203,2064,39348,69.95,87.19
200072825,CC Mirebellois et Fontenois,32,6,125,607,11934,37.9,48.0
200072874,CC Val Briard,21,13,171,831,27604,43.19,38.01
200072882,CC de Vie et Boulogne,15,27,294,2300,44460,71.83,79.59
200072981,CC Touraine Ouest Val de Loire,28,12,264,2748,31618,38.89,53.79
200072999,CC du Grand Langres,54,12,279,1059,19937,54.75,50.54
200073013,CC Carnelle Pays-De-France,19,12,193,488,28388,80.73,72.54
200073096,CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien,41,34,449,3358,53857,68.87,74.61
200073104,CC de l'Ile-Rousse - Balagne,22,7,110,583,8952,68.23,64.55
200073112,CC Sud Sarthe,19,14,217,2565,21320,62.22,80.65
200073120,CC Nebbiu - Conca d'Oro,15,5,64,433,5070,45.61,40.62
200073138,CC Pasquale Paoli,42,7,95,557,4394,46.41,42.11
200073146,CC Cagire Garonne Salat,55,16,189,1803,15761,56.63,59.79
200073161,CC Touraine-Est Vallées,10,3,236,1411,39022,10.67,17.37
200073237,CC de Gâtine et Choisilles - Pays de Racan,19,12,173,1730,21221,64.52,70.52
200073245,CC du Bassin d'Aubenas,28,25,356,1824,32469,77.14,83.15
200073252,CC de la Castagniccia-Casinca,42,9,157,628,7880,44.64,44.59
200073260,CC Sud Vendée Littoral,43,46,432,3004,52469,77.48,84.03
200073344,CA Rambouillet Territoires,36,23,469,1963,75784,56.58,50.32
200073393,CC des Rives du Haut-Allier,59,14,211,1856,15414,44.67,57.35
200073401,CC Mézenc-Loire-Meygal,22,12,141,1202,10422,58.72,71.63
200073419,CA du Puy-en-Velay,73,69,773,4570,72062,73.4,80.85
200073427,CC Marches du Velay-Rochebaron,14,16,239,1756,30614,68.64,80.33
200077014,CA Vienne Condrieu,30,33,592,3165,82330,72.27,77.7
200077055,CA Coulommiers Pays de Brie,42,25,425,2111,71260,63.01,70.59
